"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","revenue","costOfRevenue","grossProfit","researchAndDevelopmentExpenses","generalAndAdministrativeExpenses","sellingAndMarketingExpenses","sellingGeneralAndAdministrativeExpenses","otherExpenses","operatingExpenses","costAndExpenses","netInterestIncome","interestIncome","interestExpense","depreciationAndAmortization","ebitda","ebit","nonOperatingIncomeExcludingInterest","operatingIncome","totalOtherIncomeExpensesNet","incomeBeforeTax","incomeTaxExpense","netIncomeFromContinuingOperations","netIncomeFromDiscontinuedOperations","otherAdjustmentsToNetIncome","netIncome","netIncomeDeductions","bottomLineNetIncome","eps","epsDiluted","weightedAverageShsOut","weightedAverageShsOutDil"
"1990-03-31","0HGC.L","USD","0001841666","1990-03-31","1990-03-30 19:00:00","1990","Q1",69000000,18000000,51000000,0,4300000,0,4300000,27300000,31600000,49600000,0,0,0,27300000,46700000,19400000,0,19400000,-2500000,16900000,5400000,11500000,0,0,11500000,0,11500000,0.1,0.1,112457340,112457340
"1989-04-30","0HJF.L","USD","0000769397","1989-04-30","1989-04-29 20:00:00","1990","Q1",38800000,0,38800000,0,0,0,0,0,0,0,0,0,0,0,38800000,38800000,0,38800000,0,0,0,10800000,0,0,10800000,0,10800000,0.0072,0.0072,193392000,193392000
"1989-09-30","0HJI.L","USD","0000008670","1989-09-30","1989-09-29 20:00:00","1990","Q1",403400000,0,403400000,0,0,0,0,0,0,0,0,0,0,0,403400000,403400000,0,403400000,-403400000,0,0,37100000,0,0,37100000,0,37100000,0.07,0.07,582176000,582176000
"1989-11-30","0HJL.L","USD","0000866787","1989-11-30","1989-11-30 00:00:00","1990","Q1",143300000,0,0,0,0,0,0,0,0,0,0,0,0,0,143300000,143300000,0,143300000,-143300000,0,0,3600000,0,0,3600000,0,3600000,0.03,0.03,120000000,120000000
"1990-02-28","0HJR.L","USD","0000008818","1990-02-28","1990-02-27 19:00:00","1990","Q1",431400000,280100000,151300000,0,0,0,98900000,11100000,110000000,390100000,0,0,0,11100000,52400000,41300000,0,41300000,-8100000,33200000,12800000,20400000,0,0,20400000,0,20400000,0.12,0.12,88564000,88564000
"1990-04-30","0HK4.L","USD","0000723612","1990-04-30","1990-04-30 00:00:00","1990","Q1",104700000,76500000,28200000,0,13600000,0,13600000,5600000,19200000,95700000,0,0,4100000,5600000,14600000,9000000,0,9000000,-4100000,4900000,1900000,3000000,0,0,3000000,0,3000000,0.2,0.2,15000000,15000000
"1990-03-31","0HKD.L","USD","0000805928","1990-03-31","1990-03-31 00:00:00","1990","Q1",10400000,5200000,5200000,0,3000000,0,3000000,800000,3800000,9000000,0,0,200000,600000,2200000,1400000,0,1400000,-200000,1200000,2000000,-200000,0,0,-200000,0,-200000,-0.05,-0.05,4000000,4000000
"1990-03-31","0HLQ.L","USD","0001390777","1990-03-30","1990-03-29 19:00:00","1990","Q1",1322900000,820900000,502000000,0,172300000,0,172300000,163300000,335600000,1156500000,332900000,1090300000,757400000,34400000,200800000,166400000,0,166400000,0,166400000,64100000,102300000,0,0,102300000,0,102300000,0.18,0.18,568333000,568333000
"1990-04-30","0HN5.L","USD","0000768835","1990-04-30","1990-04-30 00:00:00","1990","Q1",140000000,80500000,59500000,0,0,0,59400000,4100000,63500000,144000000,0,0,0,4100000,100000,-4000000,0,-4000000,-2100000,-6100000,-2400000,-3700000,0,0,-3700000,0,-3700000,-0.05,-0.05,74000000,74000000
"1989-10-31","0HOB.L","USD","0000012659","1990-04-30","1989-10-31 00:00:00","1990","Q1",135700000,9400000,126300000,0,0,0,133400000,6900000,140300000,149700000,0,0,0,7000000,-7000000,-14000000,0,-14000000,13700000,-300000,-100000,-200000,0,,-200000,,-200000,-0.0005,-0.0005,420000000,420000000
"1989-07-31","0HQ3.L","USD","0000014693","1989-07-31","1989-07-31 00:00:00","1990","Q1",222100000,81100000,141000000,0,0,0,86100000,5100000,91200000,172300000,0,0,0,5100000,54900000,49800000,0,49800000,-2400000,47400000,17500000,29900000,0,0,29900000,0,29800000,0.0373,0.0373,798214286,798214286
"1990-03-31","0HRJ.L","USD","0000277948","1990-03-31","1990-03-31 00:00:00","1990","Q1",1908000000,1676000000,232000000,0,0,0,0,117000000,117000000,1793000000,0,0,0,-117000000,227000000,115000000,0,115000000,-72000000,43000000,17000000,26000000,-1000000,0,25000000,0,21700000,0.0061,0.0061,3550909091,3550909091
"1990-03-31","0HRS.L","USD","0000064803","1990-03-31","1990-03-30 19:00:00","1990","Q1",1617800000,1027100000,590700000,0,0,0,547300000,27400000,574700000,1601800000,0,0,0,27400000,43400000,16000000,0,16000000,-4500000,11500000,3700000,7800000,0,3500000,7800000,0,7800000,0.01,0.01,411316000,411316000
"1990-03-31","0HRZ.L","USD","0000858470","1990-03-31","1990-03-31 00:00:00","1990","Q1",41800000,17200000,24600000,0,0,0,7100000,7700000,14800000,32000000,0,0,0,6200000,16000000,9800000,0,9800000,2300000,12100000,4300000,7800000,0,0,7800000,0,7800000,0.0097,0.0097,245457272,245457272
"1990-03-31","0HS2.L","USD","0000813672","1990-03-31","1990-03-30 19:00:00","1990","Q1",46100000,1800000,44300000,0,0,0,27200000,4400000,31600000,33400000,0,0,0,4400000,17100000,12700000,0,12700000,1100000,13800000,4800000,9000000,0,0,9000000,0,9000000,0.07,0.07,128571429,128571429
"1989-10-31","0HST.L","USD","0000016732","1989-10-31","1989-10-31 00:00:00","1990","Q1",1523500000,996000000,527500000,0,0,0,310700000,61200000,371900000,1367900000,0,0,0,61200000,216800000,155600000,0,155600000,-14000000,141600000,58600000,83000000,0,1500000,83000000,0,83000000,0.16,0.16,518750000,518750000
"1989-09-30","0HTG.L","USD","0000721371","1990-03-31","1989-09-30 00:00:00","1990","Q1",210200000,0,-10400000,0,0,0,10100000,0,0,0,0,0,0,0,210200000,210200000,0,210200000,0,7400000,1000000,2800000,0,-2800000,4300000,0,4300000,0.0631,0.0631,68106447,68106447
"1990-03-31","0HYE.L","USD","0000020286","1990-03-31","1990-03-30 19:00:00","1990","Q1",260200000,43600000,216600000,0,0,0,0,1500000,1500000,45100000,-1500000,0,1500000,1100000,2600000,1500000,213600000,215100000,-172800000,42300000,7000000,35300000,0,0,35300000,0,35300000,0.21,0.21,169345167,169345167
"1989-06-30","0HYI.L","USD","0000772406","1989-06-30","1989-06-29 20:00:00","1990","Q1",14800000,0,14800000,0,0,0,0,0,0,0,0,0,0,0,14800000,14800000,0,14800000,0,14800000,12300000,2500000,0,0,2500000,0,2500000,0.1,0.1,29442000,29442000
"1990-03-31","0I0H.L","USD","0000764065","1990-03-31","1990-03-30 19:00:00","1990","Q1",59500000,40600000,18900000,0,0,0,6200000,3500000,9700000,50300000,0,0,0,3500000,12700000,9200000,0,9200000,-1600000,7600000,2100000,5500000,0,0,5500000,0,5500000,0.0588,0.0588,93617021,93617021
"1989-09-30","0I0J.L","USD","0000021076","1989-09-30","1989-09-29 20:00:00","1990","Q1",366900000,157200000,209700000,0,0,0,130900000,12400000,143300000,300500000,0,0,0,12400000,78800000,66400000,0,66400000,6800000,73200000,27300000,45900000,0,0,45900000,0,45900000,0.0525,0.0525,221896000,221896000
"1990-03-31","0I0T.L","USD","0000317540","1990-03-31","1990-03-31 00:00:00","1990","Q1",94400000,53100000,41300000,0,0,0,29700000,7200000,36900000,90000000,0,0,0,7200000,11600000,4400000,0,4400000,-4400000,3800000,7000000,-2000000,0,0,-2000000,0,-2000000,-0.022000000000000002,-0.022000000000000002,90909090,90909090
"1990-03-31","0I14.L","USD","0000851205","1990-03-31","1990-03-30 19:00:00","1990","Q1",5200000,900000,4300000,0,0,0,2500000,100000,2600000,3500000,0,0,0,100000,1800000,1700000,0,1700000,300000,2000000,700000,1300000,0,0,1300000,0,1300000,0.01,0.01,130000000,130000000
"1989-09-30","0I17.L","USD","0000820318","1989-09-30","1989-09-30 00:00:00","1990","Q1",3400000,1600000,1800000,0,0,0,1100000,700000,1800000,3400000,0,0,0,200000,700000,500000,0,500000,0,500000,200000,300000,0,0,300000,0,300000,0.0075,0.0075,40000000,40000000
"1990-03-31","0I1P.L","USD","0000028412","1990-03-31","1990-03-31 00:00:00","1990","Q1",320600000,177800000,142800000,0,55700000,0,55700000,44700000,100400000,278200000,116800000,283100000,166300000,6100000,48500000,42400000,0,42400000,0,42400000,10900000,31500000,0,0,31500000,0,31500000,0.41,0.41,76829000,76829000
"1989-08-31","0I2P.L","USD","0000023217","1989-08-31","1989-08-30 20:00:00","1990","Q1",4008000000,0,4008000000,0,0,0,0,0,0,0,0,0,0,0,4008000000,4008000000,0,4008000000,0,4008000000,0,50000000,0,0,50000000,0,50000000,0.14,0.14,360542000,360542000
"1990-03-31","0I35.L","USD","0001047862","1990-03-31","1990-03-30 19:00:00","1990","Q1",1494600000,0,1494600000,0,0,0,0,0,0,0,0,0,0,0,1494600000,1494600000,0,1494600000,-1494600000,0,-138100000,138100000,0,0,128800000,0,128800000,0.56,0.56,230000000,230000000
"1990-01-31","0I3I.L","USD","0000711404","1990-01-31","1990-01-31 00:00:00","1990","Q1",10300000,0,0,0,0,0,0,0,0,0,0,0,0,0,10300000,10300000,0,10300000,-10300000,0,0,-2400000,0,0,-2400000,0,-2400000,-0.31,-0.31,15782000,15782000
"1989-11-30","0I47.L","USD","0000909832","1989-11-30","1989-11-29 19:00:00","1990","Q1",1816500000,1655700000,160800000,0,0,0,126000000,7800000,133800000,1789500000,0,0,0,7800000,34800000,27000000,0,27000000,45600000,72600000,28300000,44300000,0,0,44300000,0,44300000,0.2,0.2,221500000,221500000
"1990-03-31","0I4X.L","USD","0001219601","1990-03-31","1990-03-31 00:00:00","1990","Q1",566600000,500800000,65800000,0,17100000,0,17100000,0,17100000,517900000,0,0,13000000,3000000,48700000,48700000,0,48700000,-13000000,35700000,14300000,21400000,0,0,21400000,0,21400000,0.25,0.25,85600000,85600000
"1990-03-31","0I8W.L","USD","0001090012","1990-03-31","1990-03-31 00:00:00","1990","Q1",6800000,3100000,3700000,0,0,0,1200000,1800000,3000000,6100000,0,0,0,1800000,2500000,700000,0,700000,-200000,500000,200000,300000,0,0,300000,0,300000,-0.02,-0.02,17258000,17258000
"1990-04-30","0IC7.L","USD","0000029534","1990-04-30","1990-04-30 00:00:00","1990","Q1",133800000,94800000,39000000,0,0,0,35800000,1500000,37300000,132100000,0,0,0,-1500000,3200000,1700000,0,600000,-1100000,600000,200000,400000,0,0,400000,0,400000,0.01,0.01,40000000,40000000
"1990-03-31","0ICP.L","USD","0000029905","1990-03-31","1990-03-31 00:00:00","1990","Q1",528600000,349400000,179200000,0,0,0,105000000,17800000,122800000,472200000,0,0,0,17800000,74200000,56400000,0,56400000,-200000,56200000,19800000,36400000,0,0,36400000,0,36400000,0.15,0.15,242666667,242666667
"1990-03-31","0IDR.L","USD","0000821189","1990-03-31","1990-03-31 00:00:00","1990","Q1",96300000,24700000,71600000,0,0,0,8900000,41200000,50100000,74800000,0,0,0,34500000,56000000,21500000,0,21500000,-9200000,12300000,1100000,11200000,0,0,11200000,0,11200000,0.02,0.02,560000000,560000000
"1990-03-31","0IDU.L","USD","0000033213","1990-03-31","1990-03-31 00:00:00","1990","Q1",205100000,139500000,65600000,0,0,0,0,21400000,21400000,160900000,0,0,0,11500000,55700000,44200000,0,44200000,-7100000,37100000,11600000,25500000,0,0,25500000,0,25500000,0.2,0.2,125925926,125925926
"1990-03-31","0IF4.L","USD","0000031235","1990-03-31","1990-03-30 19:00:00","1990","Q1",4111000000,2158000000,1953000000,0,0,0,1135000000,320000000,1455000000,3613000000,0,0,209000000,320000000,818000000,498000000,0,498000000,-155000000,343000000,144000000,199000000,0,0,199000000,0,199000000,0.61,0.61,326229508,326229508
"1990-03-31","0IFA.L","USD","0000031462","1990-03-31","1990-03-31 00:00:00","1990","Q1",268900000,109400000,159500000,0,0,0,137500000,19400000,156900000,266300000,0,0,6500000,19400000,22000000,2600000,0,2600000,-6500000,-3900000,-1600000,-2300000,0,0,-2300000,0,-4200000,-0.025,-0.025,168000000,168000000
"1989-06-30","0IFX.L","USD","0000712515","1989-06-30","1989-06-29 20:00:00","1990","Q1",13700000,0,13700000,0,0,0,0,0,0,0,0,0,0,0,13700000,13700000,0,13700000,0,0,0,800000,0,0,800000,0,800000,0.01,0.01,149568000,149568000
"1990-03-31","0II3.L","USD","0000033185","1990-03-31","1990-03-31 00:00:00","1990","Q1",218000000,134400000,83600000,0,0,0,53200000,11600000,64800000,199200000,0,0,0,11600000,30400000,18800000,0,18800000,-1900000,16900000,7100000,9800000,0,0,9800000,0,9800000,0.1,0.1,98000000,98000000
"1990-03-31","0IJR.L","USD","0000746515","1990-03-31","1990-03-31 00:00:00","1990","Q1",41600000,33400000,8200000,0,0,0,5500000,2700000,8200000,41600000,0,0,0,-400000,2700000,2300000,0,2300000,400000,2700000,700000,2000000,0,0,2000000,0,2000000,0.0004,0.0004,184128000,184128000
"1990-03-31","0IKW.L","USD","0000815556","1990-03-31","1990-03-31 00:00:00","1990","Q1",12200000,5500000,6700000,0,0,0,4400000,200000,4600000,10100000,0,0,0,200000,2300000,2100000,0,2100000,0,2100000,800000,1300000,0,0,1300000,0,1300000,0.00125,0.00125,1040000000,1040000000
"1990-03-31","0IP9.L","USD","0000798354","1990-03-31","1990-03-31 00:00:00","1990","Q1",44400000,14000000,30400000,0,0,0,21800000,3700000,25500000,39500000,0,0,0,3700000,8600000,4900000,0,4900000,0,4900000,1800000,3100000,0,0,3100000,0,3100000,0.0083,0.0083,371814093,371814093
"1990-03-31","0IQE.L","USD","0000030625","1990-03-31","1990-03-31 00:00:00","1990","Q1",70700000,41300000,29400000,0,0,0,17800000,2200000,20000000,61300000,0,0,0,-2200000,11600000,9400000,0,9400000,-1700000,7700000,3000000,4700000,0,0,4700000,0,4700000,0.0556,0.0556,55902000,55902000
"1990-04-30","0IQK.L","USD","0000850209","1990-04-30","1990-04-30 00:00:00","1990","Q1",2065000000,1347000000,718000000,0,0,0,583000000,53000000,636000000,1983000000,0,0,0,53000000,135000000,82000000,0,82000000,-22000000,60000000,22000000,38000000,0,0,38000000,0,38000000,0.29,0.29,131034483,131034483
"1990-03-31","0ITL.L","USD","0000354190","1990-03-31","1990-03-30 19:00:00","1990","Q1",45700000,0,45700000,0,0,0,0,40600000,40600000,40600000,0,0,0,0,5100000,5100000,0,5100000,-600000,4500000,1600000,2900000,0,0,2900000,0,2900000,0.06,0.06,48333333,48333333
"1990-04-30","0ITS.L","USD","0000039911","1990-04-30","1990-04-30 00:00:00","1990","Q1",402400000,257400000,145000000,0,0,0,96900000,12400000,109300000,366700000,0,0,0,12400000,48100000,35700000,0,35700000,-400000,35300000,14100000,21200000,0,0,21200000,0,21200000,0.02,0.02,1060000000,1060000000
"1990-03-31","0IUX.L","USD","0000040987","1990-03-31","1990-03-31 00:00:00","1990","Q1",821300000,569900000,251400000,0,0,0,168600000,7000000,175600000,745500000,0,0,0,7000000,82800000,75800000,0,75800000,-100000,75700000,28700000,47000000,0,0,47000000,0,47000000,0.27,0.27,174074074,174074074
"1990-03-31","0J1R.L","USD","0000860730","1990-03-31","1990-03-30 19:00:00","1990","Q1",47700000,0,47700000,0,0,0,0,0,0,0,0,0,0,0,47700000,47700000,0,47700000,-47700000,0,-1800000,1800000,0,0,1800000,0,1800000,0.08,0.08,22500000,22500000
"1990-03-31","0J3K.L","USD","0000046080","1990-03-31","1990-03-31 00:00:00","1990","Q1",301100000,120400000,180700000,0,0,0,134000000,14500000,148500000,268900000,0,0,0,14500000,46700000,32200000,0,32200000,700000,32900000,13500000,19400000,0,0,19400000,0,19400000,0.1,0.1,194000000,194000000
"1989-12-31","0J4G.L","USD","0000046765","1989-12-31","1989-12-31 00:00:00","1990","Q1",80400000,25200000,55200000,0,0,0,1500000,15200000,16700000,41900000,0,0,0,11500000,50000000,38500000,0,38500000,-800000,37700000,12600000,25100000,0,0,25100000,0,25100000,0.065,0.065,96704000,96704000
"1990-03-31","0J4X.L","USD","0000047111","1990-03-31","1990-03-31 00:00:00","1990","Q1",681200000,399300000,281900000,0,0,0,197300000,0,197300000,596600000,0,0,0,0,84600000,84600000,0,84600000,-5200000,79400000,32300000,47100000,0,0,47100000,0,47100000,0.13,0.13,362307692,362307692
"1990-03-31","0J50.L","USD","0000004447","1990-03-31","1990-03-31 00:00:00","1990","Q1",1654500000,1238200000,416300000,0,0,0,128500000,164300000,292800000,1531000000,0,0,0,164300000,287800000,123500000,0,123500000,-46900000,76600000,36900000,39700000,0,0,39700000,0,39700000,0.16,0.16,243304529,243304529
"1990-01-31","0J5Z.L","USD","0000048465","1990-01-31","1990-01-31 00:00:00","1990","Q1",620500000,486400000,134100000,0,0,0,102900000,8700000,111600000,598000000,0,0,0,8700000,31200000,22500000,0,22500000,-100000,22400000,8000000,14400000,0,0,14400000,0,14400000,0.025,0.025,576000000,576000000
"1990-03-31","0J8W.L","USD","0000049826","1990-03-31","1990-03-31 00:00:00","1990","Q1",567700000,350700000,217000000,0,0,0,116600000,23500000,140100000,490800000,0,0,0,23500000,100400000,76900000,0,76900000,-9200000,67700000,27100000,40600000,0,0,40600000,0,40600000,0.0119,0.0119,422352000,422352000
"1990-03-31","0JCB.L","USD","0000051434","1990-03-31","1990-03-31 00:00:00","1990","Q1",3165000000,2280000000,885000000,0,0,0,333000000,186000000,519000000,2799000000,0,0,0,158000000,524000000,366000000,0,366000000,-66000000,300000000,120000000,180000000,0,0,180000000,0,180000000,0.83,0.83,216867470,216867470
"1990-03-31","0JDI.L","USD","0000874015","1990-03-31","1990-03-30 19:00:00","1990","Q1",500000,0,0,0,0,0,0,500000,500000,500000,0,0,0,0,500000,500000,0,500000,-500000,0,0,-1100000,0,1100000,0,0,0,-0.18,-0.18,8175000,8175000
"1989-09-30","0JPO.L","USD","0000319201","1989-09-30","1989-09-29 20:00:00","1990","Q1",43200000,0,43200000,0,0,0,0,0,0,0,0,0,0,0,43200000,43200000,0,43200000,-43200000,0,0,2600000,0,0,2600000,0,2600000,0.01,0.01,71384000,71384000
"1990-03-31","0JQQ.L","USD","0000007084","1990-03-31","1990-03-31 00:00:00","1990","Q1",2030400000,1730600000,299800000,0,0,0,64900000,61800000,126700000,1857300000,0,0,0,61900000,235000000,173100000,0,173100000,6200000,179300000,62900000,116400000,0,0,116400000,0,116400000,0.0565,0.0565,730883855,730883855
"1990-03-31","0JS2.L","USD","0000056873","1990-03-31","1990-03-31 00:00:00","1990","Q1",4558800000,3551500000,1007300000,0,0,0,828800000,58500000,887300000,4438800000,0,0,132300000,58500000,178500000,120000000,0,120000000,-133100000,-13100000,-2800000,-10300000,0,0,-10300000,0,-10300000,-0.015,-0.015,686666667,686666667
"1990-03-31","0JSY.L","USD","0000920148","1990-03-31","1990-03-31 00:00:00","1990","Q1",122100000,64800000,57300000,0,0,0,19700000,4800000,24500000,89300000,0,0,0,4800000,37600000,32800000,0,32800000,900000,33700000,13800000,19900000,0,0,19900000,0,19900000,0.5,0.5,39800000,39800000
"1989-09-30","0JT5.L","USD","0000707549","1989-09-30","1989-09-30 00:00:00","1990","Q1",37400000,19700000,17700000,0,0,0,14000000,1100000,15100000,34800000,0,0,0,1100000,3700000,2600000,0,2600000,700000,3300000,1000000,2300000,0,0,2300000,0,2300000,0.004,0.004,575000000,575000000
"1990-03-31","0JTT.L","USD","0000058492","1990-03-31","1990-03-31 00:00:00","1990","Q1",266900000,210900000,56000000,0,0,0,32600000,0,32600000,243500000,0,0,0,0,23400000,23400000,0,23400000,-3300000,20100000,7800000,12300000,0,0,12300000,0,12300000,0.09,0.09,136666667,136666667
"1990-04-30","0JVQ.L","USD","0000060667","1990-10-31","1990-10-31 00:00:00","1990","Q1",720900000,547700000,174700000,0,0,0,125500000,12200000,137700000,685400000,0,0,0,12200000,47700000,35500000,0,35500000,-3700000,31800000,9800000,22000000,0,0,22000000,0,22000000,0.02,0.02,1100000000,1100000000
"1990-03-31","0JWC.L","USD","0000789570","1990-03-31","1990-03-31 00:00:00","1990","Q1",50600000,39900000,10700000,0,0,0,10700000,3400000,14100000,54000000,0,0,0,3400000,0,-3400000,0,-3400000,900000,-2500000,-900000,-1600000,0,0,-1600000,0,-1600000,-0.015,-0.015,106666667,106666667
"1990-03-31","0JY9.L","USD","0000101778","1990-03-31","1990-03-30 19:00:00","1990","Q1",3654000000,0,3654000000,0,0,0,0,0,0,0,0,0,0,0,3654000000,3654000000,0,3654000000,-3654000000,0,-127000000,127000000,0,0,127000000,0,127000000,0.24,0.24,529166667,529166667
"1990-03-31","0JYM.L","USD","0001096343","1990-03-31","1990-03-31 00:00:00","1990","Q1",30500000,2100000,28400000,0,12700000,0,12700000,900000,13600000,15700000,-900000,0,900000,0,900000,900000,13900000,14800000,-11400000,3400000,700000,2700000,0,0,2700000,0,2700000,0.5,0.5,5400000,5400000
"1990-03-31","0JZ1.L","USD","0000062996","1990-03-31","1990-03-31 00:00:00","1990","Q1",810000000,547200000,262800000,0,0,0,156600000,0,156600000,703800000,0,0,0,0,106200000,106200000,0,106200000,-2500000,103700000,33900000,69800000,0,0,69800000,0,69800000,0.23,0.23,303478261,303478261
"1990-03-31","0JZH.L","USD","0000063276","1990-03-31","1990-03-31 00:00:00","1990","Q1",234000000,115700000,118300000,0,0,0,91300000,9200000,100500000,216200000,0,0,0,9200000,27000000,17800000,0,17800000,-4700000,13100000,4700000,8400000,0,0,8400000,0,8400000,0.05,0.05,168000000,168000000
"1989-09-30","0JZM.L","USD","0000743316","1989-09-30","1989-09-29 20:00:00","1990","Q1",12300000,0,12300000,0,0,0,0,0,0,0,0,0,0,0,12300000,0,0,12300000,0,0,0,0,0,0,0,0,0,0,0,179056000,179056000
"1990-03-31","0JZT.L","USD","0000000000","1990-03-31","1990-03-30 19:00:00","1990","Q1",12200000,800000,11400000,0,0,0,200000,200000,11400000,1200000,0,0,0,-200000,11100000,11000000,0,11000000,0,11000000,3700000,7300000,0,0,7300000,0,7300000,14.32,14.32,509735,509735
"1989-09-30","0K0J.L","USD","0000065011","1989-09-30","1989-09-29 20:00:00","1990","Q1",195700000,84200000,111500000,0,0,0,101500000,0,101500000,185700000,0,0,0,14600000,28800000,0,0,10000000,4200000,14200000,4900000,9300000,0,0,9300000,0,9300000,0.065,0.065,143076924,143076924
"1989-12-31","0K0K.L","USD","0000794172","1989-12-31","1989-12-30 19:00:00","1990","Q1",1700000,600000,1100000,0,0,0,900000,100000,1000000,1600000,0,0,0,100000,300000,0,0,100000,100000,200000,100000,100000,0,0,100000,0,100000,0.0044,0.0044,22476961,22476961
"1990-03-31","0K1G.L","USD","0000769520","1990-03-31","1990-03-31 00:00:00","1990","Q1",29700000,20500000,9200000,0,0,0,6400000,1000000,7400000,27900000,0,0,0,1000000,2800000,1800000,0,1800000,-2100000,-300000,-100000,-200000,0,0,-200000,0,-200000,-0.0033,-0.0033,60000000,60000000
"1989-12-31","0K1W.L","USD","0000807863","1989-12-31","1989-12-30 19:00:00","1990","Q1",4000000,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,4000000,0,4000000,-4000000,0,-200000,200000,0,0,200000,0,200000,0.024,0.024,8333334,8333334
"1990-03-31","0K34.L","USD","0000865752","1990-03-31","1990-03-31 00:00:00","1990","Q1",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,100000,0,100000,0,100000,0,0,100000,0,100000,0.0001,0.0001,152496000,152496000
"1990-03-31","0K3B.L","USD","0001285785","1990-03-31","1990-03-31 00:00:00","1990","Q1",284400000,209300000,75100000,0,0,0,15200000,21600000,36800000,246100000,0,0,0,22500000,60800000,38300000,0,38300000,-11100000,27200000,10300000,16900000,0,0,16900000,0,16900000,0.32,0.32,52813000,52813000
