"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","netIncome","depreciationAndAmortization","deferredIncomeTax","stockBasedCompensation","changeInWorkingCapital","accountsReceivables","inventory","accountsPayables","otherWorkingCapital","otherNonCashItems","netCashProvidedByOperatingActivities","investmentsInPropertyPlantAndEquipment","acquisitionsNet","purchasesOfInvestments","salesMaturitiesOfInvestments","otherInvestingActivities","netCashProvidedByInvestingActivities","netDebtIssuance","longTermNetDebtIssuance","shortTermNetDebtIssuance","netStockIssuance","netCommonStockIssuance","commonStockIssuance","commonStockRepurchased","netPreferredStockIssuance","netDividendsPaid","commonDividendsPaid","preferredDividendsPaid","otherFinancingActivities","netCashProvidedByFinancingActivities","effectOfForexChangesOnCash","netChangeInCash","cashAtEndOfPeriod","cashAtBeginningOfPeriod","operatingCashFlow","capitalExpenditure","freeCashFlow","incomeTaxesPaid","interestPaid"
"2025-09-30","0992.HK","USD","0000932477","2025-09-30","2025-09-30 00:00:00","2026","Q2",340276000,0,0,82327000,0,0,0,0,0,-422603000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025-07-31","0A1O.L","USD","0001585521","2025-08-22","2025-08-22 16:02:10","2026","Q2",358592000,32163000,-28581000,188699000,-60501000,-36093000,0,-2458000,-21950000,25568000,515940000,-7966000,0,-1119514000,1067307000,-500000,-60673000,0,0,0,-428785000,-428785000,36478000,-465263000,0,0,0,0,-66077000,-494862000,1422000,-38173000,1208699000,1246872000,515940000,-8466000,507474000,0,0
"2025-07-31","0A23.L","USD","0001412408","2025-09-05","2025-09-05 16:02:27","2026","Q2",654000,7409000,-1583000,16230000,-8064000,-1820000,0,2068000,-8312000,189000,14835000,-1767000,0,0,0,-3435000,-5202000,-3328000,-2838000,-490000,689000,689000,689000,0,0,0,0,0,490000,-2149000,-89000,7395000,98266000,90871000,14835000,-1767000,13068000,763000,330000
"2025-09-30","0A28.L","EUR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",4900794360,112033044,0,0,0,0,0,0,0,-3874259018,1138568386,-47766026,2831222685,-5439247754,14876946196,6079312,12227234413,554954385,0,554954385,-4038400456,-4038400456,0,-4038400456,0,0,0,0,-26922669,-3510368740,-393367853,9462066206,16045106383,6583040177,1138568386,-47766026,1090802360,0,0
"2025-09-30","0DO7.L","EUR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",-2570000,160000,0,0,-714000,-172000,1098000,-1402000,-238000,-456000,-3580000,-3000,0,0,0,19000,16000,0,0,0,0,0,0,0,0,0,0,0,-214000,-214000,73000,-3705000,9595000,13300000,-3580000,-3000,-3583000,0,0
"2025-09-30","0G1T.L","EUR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",30321000,10397000,328000,0,-23025000,0,0,0,-23025000,2603000,20624000,-1436000,-10535000,-62000,0,0,-12033000,-37731000,0,-37731000,74000,74000,74000,0,0,-11295000,-11295000,0,-5538000,-54490000,1077000,-44822000,33524000,78346000,20624000,-1436000,19188000,0,0
"2025-09-30","0GFE.L","SEK","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",38000000,0,0,0,-113000000,-64000000,-105000000,56000000,0,480000000,405000000,-15000000,-107000000,0,0,-837000000,-959000000,-35000000,-35000000,0,-72000000,-72000000,0,-72000000,0,0,0,0,-73000000,-180000000,-18000000,-752000000,6127000000,6879000000,405000000,-853000000,-448000000,0,0
"2025-11-01","0HAL.L","USD","0001368622","2025-12-10","2025-12-09 19:19:33","2026","Q2",-17103000,58073000,0,8566000,170405000,55074000,15383000,21853000,78095000,-265025000,-45084000,32067999,0,-264215000,-184000,-48741999,-281073000,0,0,0,-967127000,-967127000,-967127000,0,0,0,0,0,967009000,-118000,128000,-326369000,359434000,685803000,-45084000,22728000,-22356000,0,0
"2025-10-31","0HEM.L","USD","0001092796","2025-12-04","2025-12-04 16:15:45","2026","Q2",1917000,8029000,676000,2098000,14491000,-4525000,19956000,3413000,0,57000,27268000,0,0,-1405000,0,-10990000,-12395000,0,0,0,0,0,0,743000,0,-5800000,0,0,-4606000,-10406000,0,4467000,22431000,17964000,27268000,4291000,31559000,0,0
"2025-07-31","0HJF.L","USD","0000769397","2025-09-02","2025-09-02 16:04:12","2026","Q2",313000000,47000000,75000000,191000000,-249000000,-39000000,0,128000000,-338000000,83000000,460000000,-2000000,0,-208000000,178000000,-18000000,-50000000,199000000,199000000,0,-358000000,-358000000,0,-358000000,0,0,0,0,-60000000,-219000000,-4000000,187000000,2003000000,1816000000,460000000,-2000000,458000000,0,0
"2025-09-30","0HOT.L","USD","0001443646","2025-10-24","2025-10-24 06:49:48","2026","Q2",175000000,41000000,0,17000000,175000000,69000000,0,58000000,48000000,13000000,421000000,-26000000,0,9000000,0,-12000000,-29000000,-21000000,-21000000,0,-198000000,-198000000,16000000,-214000000,0,-68000000,-68000000,0,0,-287000000,0,105000000,816000000,711000000,421000000,-26000000,395000000,0,0
"2025-07-31","0HP1.L","USD","0001372612","2025-08-27","2025-08-27 16:05:59","2026","Q2",13445000,7730000,9519000,60758000,-52957000,-14575000,0,-1054000,-37328000,7469000,45964000,-2070000,-38000,-19118000,20550000,-7834000,-8510000,0,0,0,-38671000,-38671000,1253000,-39924000,0,-3750000,-3750000,0,-22855000,-65276000,-3904000,-31726000,659553000,691279000,45964000,-2070000,43894000,0,0
"2025-10-31","0HQ3.L","USD","0000014693","2025-12-04","2025-12-04 16:09:14","2026","Q2",224000000,22000000,-19000000,8000000,31000000,-191000000,7000000,109000000,106000000,-134000000,132000000,-25000000,-33000000,0,0,33000000,-25000000,-54000000,0,-54000000,-99000000,-99000000,0,-99000000,0,-107000000,-107000000,0,-1000000,-261000000,2000000,-152000000,338000000,490000000,132000000,-25000000,107000000,0,0
"2025-08-31","0HTQ.L","USD","0001170010","2025-09-26","2025-09-26 12:04:40","2026","Q2",95378000,83931000,39642000,24274000,382895000,301060000,474783000,0,-392948000,159374000,785494000,-131468000,0,-839000,730000,300000,-131277000,-157455000,-157455000,0,-180826000,-180826000,20000,-180846000,0,0,0,0,0,-338281000,0,315936000,1305175000,989239000,785494000,-131468000,654026000,0,0
"2025-09-27","0HYI.L","USD","0000772406","2025-11-04","2025-11-04 16:02:22","2026","Q2",131596000,12704000,7470000,20597000,-80221000,-141312000,42575000,29451000,-10935000,68000,92214000,-3736000,0,-43171000,39752000,-774000,-7929000,0,0,0,-39679000,-39679000,1568000,-41247000,0,0,0,0,0,-39679000,0,44606000,593476000,548870000,92214000,-3868000,88346000,0,0
"2025-11-30","0HYJ.L","USD","0000723254","2025-11-30","2025-11-29 19:00:00","2026","Q2",495343000,0,12149000,0,-136123000,-64703999,1679000,41861000,-114959000,159853999,531222999,-106252000,-85634000,32000,0,-1000000,-192854000,550750000,550750000,0,-635143000,-635143000,427000,-635570000,0,-182343000,-182343000,0,-8275000,-275011000,-658999,62699000,200842000,138143000,531222999,-106251999,424971000,0,0
"2025-11-30","0I2P.L","USD","0000023217","2025-11-30","2025-11-29 19:00:00","2026","Q2",-663600000,97000000,0,0,-188000000,-86200000,57900000,-13400000,-146300000,965200000,210600000,-71800000,36900000,0,0,100000,-34800000,-658900000,-1005400000,346500000,-300000,-300000,0,-300000,0,-167700000,-167700000,0,-200000,-827100000,-200000,-651500000,46600000,698100000,210600000,-71800000,138800000,0,0
"2025-09-30","0I6U.L","USD","0001688568","2025-10-31","2025-10-30 20:37:06","2026","Q2",40000000,302000000,34000000,24000000,-73000000,0,0,0,-73000000,82000000,409000000,-44000000,0,0,0,-101000000,-145000000,-58000000,-58000000,0,-76000000,-76000000,0,-76000000,0,0,0,0,-2000000,-136000000,-32000000,96000000,1888000000,1792000000,409000000,-141000000,268000000,0,0
"2025-11-23","0I77.L","USD","0000940944","2025-12-30","2025-12-30 15:56:05","2026","Q2",237200000,137900000,0,23900000,33.5,0,0,0,33.5,-78300033.5,320700000,174100000,0,0,0,-378700000,-204600000,291700000,-4300000,296000000,-220500000,-220500000,3900000,-224400000,0,-173900000,-173900000,0,0,-102700000,0,13100000,238600000,225500000,320700000,174100000,494800000,0,0
"2025-09-30","0IFX.L","USD","0000712515","2025-09-29","2025-09-29 08:05:41","2026","Q2",137000000,82000000,7000000,174000000,-270000000,-543000000,0,294000000,-21000000,0,130000000,-43000000,0,-55000000,30000000,0,-68000000,0,0,0,-349000000,-349000000,45000000,-394000000,0,-48000000,-48000000,0,-32000000,-429000000,-3000000,-370000000,1148000000,1518000000,130000000,-43000000,87000000,0,0
"2025-09-30","0IVR.L","USD","0001321741","2025-11-04","2025-11-04 16:09:39","2026","Q2",28709000,0,0,0,3835000,36000,0,3999000,-200000,-23602000,8942000,0,0,-71036000,1436000,0,-69600000,35644000,35644000,0,31185000,31185000,31185000,0,0,-9289000,0,0,0,57540000,0,-3118000,2237000,5355000,8942000,0,8942000,0,0
"2025-09-30","0IWU.L","EUR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",5072000,1906000,0,0,-4393000,-3938000,0,-48000,-407000,-1232000,1353000,-1523000,5000,0,0,0,-1518000,-653000,0,-653000,-98000,-98000,0,-98000,0,-1077000,-1077000,0,-978000,-2806000,11000,-2960000,29325000,32285000,1353000,-1523000,-170000,0,0
"2025-09-30","0JZU.L","USD","0000927653","2025-11-06","2025-11-05 17:33:36","2026","Q2",1210000000,-33000000,-33000000,0,1147000000,-207000000,-1228000000,3223000000,-641000000,129000000,2420000000,189000000,-34000000,0,48000000,-227000000,-24000000,-154000000,-2000000,-152000000,559000000,559000000,-22000000,581000000,0,-89000000,-89000000,0,-1277000000,-961000000,-9000000,1426000000,4109000000,2683000000,2420000000,111000000,2531000000,0,0
"2025-09-30","0K19.L","USD","0000827054","2025-11-06","2025-11-06 16:27:11","2026","Q2",41700000,172700000,5300000,61600000,-204900000,19900000,76000000,-53600000,-247200000,11700000,88100000,-36500000,0,0,0,-25500000,-62000000,-88000000,-88000000,0,17900000,17900000,17900000,0,0,-273600000,-245800000,-27800000,-12100000,-355800000,0,-329700000,236800000,566500000,88100000,-36500000,51600000,0,0
"2025-10-24","0K6F.L","USD","0001002047","2025-11-25","2025-11-25 16:15:53","2026","Q2",305000000,52000000,10000000,102000000,-381000000,-205000000,6000000,34000000,-216000000,39000000,127000000,-49000000,0,-444000000,742000000,0,249000000,0,0,0,-250000000,-250000000,0,-250000000,0,-103000000,-103000000,0,-30000000,-383000000,-5000000,-12000000,2079000000,2091000000,127000000,-49000000,78000000,274000000,35000000
"2025-07-31","0KB7.L","USD","0001660134","2025-08-27","2025-08-26 18:05:51","2026","Q2",67000000,24000000,1000000,144000000,-112000000,-73000000,0,0,-39000000,43000000,167000000,-2000000,0,-199000000,442000000,-3000000,238000000,0,0,0,26000000,26000000,26000000,0,0,0,0,0,-48000000,-22000000,1000000,384000000,884000000,500000000,167000000,-5000000,162000000,0,0
"2025-11-30","0KGE.L","USD","0000723531","2025-12-22","2025-12-22 16:03:09","2026","Q2",395400000,109100000,11200000,52300000,-153100000,-38200000,0,-2600000,-112300000,30000000,444900000,-62100000,-100000,-2796000000,3257200000,-22700000,376300000,0,0,0,-126500000,-126500000,0,-126500000,0,-387900000,-387900000,0,-68000000,-582400000,0,238800000,1873400000,1634600000,444900000,-62100000,382800000,0,0
"2025-07-31","0KKZ.L","USD","0001441816","2025-08-27","2025-08-27 16:13:23","2026","Q2",-47048000,9511000,-1159000,140400000,-26101000,-38090000,0,1040000,10949000,-3498000,72105000,-537000,0,-202168000,292310000,0,89605000,-1691000,-1691000,0,-170319000,-170319000,24127000,-194446000,0,0,0,0,0,-172010000,68000,-10232000,650206000,660438000,72105000,-537000,71568000,6558000,486000
"2025-08-03","0KSA.L","USD","0001474432","2025-09-10","2025-09-09 17:45:10","2026","Q2",47118000,35927000,0,117393000,35798000,-119161000,-14937000,23845000,146051000,-24079000,212157000,-62027000,0,-141232000,333034000,0,129775000,-100000000,-100000000,0,-34143000,-34143000,8099000,-42242000,0,0,0,0,-58241000,-192384000,0,149548000,909690000,760142000,212157000,-62027000,150130000,12868000,2093000
"2025-09-27","0KSJ.L","USD","0001604778","2025-11-03","2025-11-03 16:16:29","2026","Q2",119603000,66705000,-8111000,40425000,-135909000,-215010000,33123000,0,45978000,1277000,83990000,-41797000,0,0,0,9118000,-32679000,0,0,0,-53470000,-53470000,11664000,-65134000,0,0,0,0,-59848000,-113318000,-186000,-62193000,1103285000,1165478000,83990000,-41797000,42193000,0,0
"2025-09-27","0KTS.L","USD","0001037038","2025-11-06","2025-11-06 10:09:18","2026","Q2",207500000,57000000,-600000,39400000,-262500000,-134300000,-46800000,70200000,-151600000,12400000,53200000,-93800000,0,-193100000,175400000,0,-111500000,-405500000,-405500000,0,-112600000,-112600000,0,-112600000,0,-55300000,-55300000,0,100000,-573300000,-15800000,-647400000,1450000000,2097400000,53200000,-93800000,-40599999,0,0
"2025-10-31","0L7F.L","USD","0000091419","2025-11-25","2025-11-25 16:16:08","2026","Q2",241300000,42900000,40000000,8900000,-102600000,-32300000,31700000,-127800000,25800000,116000000,346500000,-66300000,0,0,0,74200000,7900000,-213200000,0,-213200000,-400000,-400000,0,4600000,0,-116800000,-116800000,0,700000,-329700000,-1200000,23500000,62800000,39300000,346500000,-66300000,280200000,0,0
"2025-08-02","0LCE.L","USD","0000109198","2025-08-29","2025-08-29 11:53:46","2026","Q2",1243000000,308000000,63000000,43000000,134000000,13000000,-241000000,287000000,75000000,0,1791000000,-461000000,0,-4000000,4000000,-5000000,-466000000,0,0,0,-477000000,-477000000,54000000,-531000000,0,-474000000,-474000000,0,-3000000,-954000000,13000000,384000000,4639000000,4255000000,1791000000,-461000000,1330000000,0,0
"2025-09-30","0LCX.L","USD","0000946581","2025-11-07","2025-11-06 17:32:15","2026","Q2",-133900000,361100000,0,95900000,-249900000,-507900000,0,179500000,78500000,55200000,128400000,-31900000,-2000000,-236300000,0,-7000000,-277200000,0,0,0,-300000,-300000,0,-300000,0,0,0,0,0,-300000,-6100000,-155199999,1961000000,2116199999,128400000,-43300000,85100000,0,0
"2025-07-31","0LO3.L","USD","0001393052","2025-08-29","2025-08-29 16:08:03","2026","Q2",200309000,13177000,59117000,-1941000,-152531000,68431000,0,-4382000,-216580000,120302000,238433000,-6303000,0,-785757000,402788000,0,-389272000,0,0,0,141692000,141692000,141692000,0,0,0,0,0,-26003000,115689000,599000,-34551000,1930431000,1964982000,238433000,-6303000,232130000,112833000,0
"2025-09-30","0LQQ.L","USD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",954548908,6862619416,700079296,0,-2461791998,-883159243,9211569,-1587844324,0,-780680531,5274775091,-3939097487,166959700,-688564834,1826193690,0,-2634508930,-5039880064,4711717894,-9751597959,-1120357163,-1120357163,0,-1120357163,0,-642506985,-642506985,0,-97872929,-6900617141,704295780,-3556055200,8327225000,11883280200,5274775091,-2824497551,2450277540,0,0
"2025-07-31","0M18.L","USD","0001327811","2025-08-22","2025-08-22 16:02:42","2026","Q2",228000000,81000000,66000000,392000000,-233000000,-264000000,0,4000000,27000000,82000000,616000000,-28000000,0,-877000000,918000000,0,13000000,0,0,0,-188000000,-188000000,111000000,-299000000,0,0,0,0,-161000000,-349000000,1000000,281000000,1269000000,988000000,616000000,-28000000,588000000,48000000,0
"2025-07-31","0M2Q.L","USD","0001614178","2025-09-08","2025-09-08 16:07:13","2026","Q2",26751000,9156000,0,12962000,-17961000,4142000,0,-769000,-21334000,-22501000,8407000,-573000,0,0,0,0,-573000,99000000,99000000,0,-17424000,-17424000,321000,-17745000,0,0,0,0,-11805000,69771000,-82000,77523000,209538000,132015000,8407000,-573000,7834000,0,0
"2025-10-31","0MJH.L","EUR","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q2",17388000,13458000,0,0,-1260000,-4959000,2723000,9011000,-8035000,2724000,32310000,-9789000,16000,-194000,0,0,-9967000,5076000,0,5076000,0,0,0,0,0,-6351000,-6351000,0,-142000,-1417000,-6851000,14075000,62072000,47997000,32310000,-9789000,22521000,0,0
"2025-09-30","0N4Y.IL","EUR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",161100000,208600000,0,0,-143000000,-30200000,-49600000,-52800000,-10400000,-7300000,219400000,-262200000,-42200000,-25200000,42500000,-9800000,-296900000,-49100000,0,-49100000,-41200000,-41200000,0,-41200000,0,-149100000,-149100000,0,-43800000,-283200000,-20500000,-381200000,245600000,626800000,219400000,-262200000,-42800000,0,0
"2025-10-31","0O5H.IL","SEK","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q2",230000000,138000000,0,0,37000000,32000000,-119000000,124000000,0,232000000,637000000,-279000000,0,0,0,0,-279000000,0,0,0,0,0,0,0,0,-458000000,-458000000,0,-64000000,-522000000,-20000000,-184000000,2576000000,2760000000,637000000,-21000000,616000000,0,0
"2025-09-30","0QLQ.L","CHF","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",139094000,37216000,0,0,-16510000,-54775000,-16242999,3565000,50943000,-29421000,130378999,-146412000,307185000,0,0,-3286000,157487000,-257000000,0,-257000000,-340000,-340000,0,-340000,0,-30021000,-30021000,0,0,-287361000,-698999,-194000,36301000,36495000,130378999,-126315999,4062999,0,0
"2025-09-30","0QMU.L","CHF","0000948401","2025-09-30","2025-09-29 20:00:00","2026","Q2",1681132818,740409832,0,0,-741345875,-172231870,-499846840,0,-69267165,55226524,1735423299,-380033365,-583154646,-9633752210,9195684192,-16848770,-1418104799,-3744171,0,-3744171,-165679570,-165679570,8424384,-174103955,0,-1767248753,-1767248753,0,-363184596,-2299857090,1517551851,-464986739,6804120322,7269107061,1735423299,-351016039,1384407260,0,0
"2025-09-30","0QPY.L","CHF","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",188600000,116600000,0,0,-58700000,21100000,19000000,-78000000,-20800000,-8500000,238000000,-49200000,-31099999,-98300000,6600000,0,-172000000,67000000,0,67000000,-13300000,-13300000,2700000,-16000000,0,-262300000,-262300000,0,-33000000,-241600000,-10800000,-186400000,500500000,686900000,238000000,-36300000,201700000,0,0
"2025-09-30","0QS9.L","EUR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",17948000,12021000,0,4991000,-19450000,0,0,0,-19450000,11395000,26905000,-15558000,0,-2000,0,0,-15560000,-535000,-535000,0,-22156000,-22156000,0,-22156000,0,0,0,0,-3954000,-26645000,-193000,-15493000,35776000,51269000,26905000,-15558000,11347000,0,0
"2025-09-30","0QYR.L","JPY","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",70941000000,99993000000,0,0,-57322000000,-24235000000,-4465000000,-32212000000,3590000000,4439000000,118051000000,-160094000000,3959000000,-29585000000,7828000000,-26868000000,-204760000000,23108000000,22737000000,371000000,-9000000,-9000000,0,-9000000,0,0,0,0,14269000000,37368000000,17767000000,-31574000000,710609000000,742183000000,118051000000,-160094000000,-42043000000,0,0
"2025-11-30","0QZX.L","USD","0001048911","2025-12-18","2025-12-18 16:17:27","2026","Q2",956000000,1068000000,0,43000000,-1184000000,-979000000,0,-154000000,-51000000,1068000000,1951000000,-757000000,0,-292000000,147000000,41000000,-861000000,-22000000,-22000000,0,-264000000,-264000000,32000000,-296000000,0,-342000000,-342000000,0,-4000000,-632000000,-54000000,404000000,6570000000,6166000000,1951000000,-757000000,1194000000,1078000000,223000000
"2025-08-31","0R0P.L","USD","0001070235","2025-09-25","2025-09-25 16:20:22","2026","Q2",13300000,4600000,0,5900000,-16700000,7000000,0,-1200000,-22500000,-3200000,3900000,-800000,0,-13000000,29500000,-1400000,14300000,0,0,0,-20000000,-20000000,0,-20000000,0,0,0,0,0,-20000000,-100000,-1900000,290600000,292500000,3900000,-2200000,1700000,0,0
"2025-09-30","0R15.L","JPY","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",2497633000000,221849000000,0,0,-97643000000,-300700000000,-7780000000,163262000000,47575000000,-2774527000000,-152688000000,-258430000000,-54120000000,-646057000000,1242686000000,26550000000,310629000000,651913000000,942846000000,-290933000000,-8000000,-8000000,0,-8000000,0,-550000000,-550000000,0,-470296000000,181059000000,455811000000,794811000000,4980831000000,4186020000000,-152688000000,-258430000000,-411118000000,0,0
"2025-08-02","0R18.L","USD","0000764478","2025-09-05","2025-09-05 16:58:38","2026","Q2",186000000,211000000,96000000,35000000,97000000,-175000000,-622000000,1023000000,-129000000,124000000,749000000,-175000000,0,0,0,-28000000,-203000000,0,0,0,-65000000,-65000000,0,-65000000,0,-201000000,-201000000,0,-3000000,-269000000,1000000,278000000,1713000000,1435000000,749000000,-175000000,574000000,0,0
"2025-09-30","0R2I.L","USD","0001336917","2025-11-06","2025-11-06 16:28:33","2026","Q2",-18814000,27264000,8522000,12794000,-122758000,-66125000,110152000,-155667000,-11118000,23162000,-69830000,-20489000,0,0,0,-601735000,-622224000,200000000,200000000,0,-25000000,-25000000,0,-25000000,0,0,0,0,-1841000,173159000,-6492000,-525387000,399771000,925158000,-69830000,-20489000,-90319000,0,0
"2025-09-27","0R30.L","USD","0000103379","2025-10-28","2025-10-28 13:55:26","2026","Q2",-95752000,74092000,7777000,16376000,-518177000,-1046540000,-543340000,368140000,36248000,-402379000,-918063000,-32942000,-1497330000,0,0,-26700000,-1556972000,0,0,0,0,-61000,-4594000,-61000,0,-35266000,-35266000,0,1922761000,1887495000,42635000,-935805000,435504000,1371309000,-918063000,-32942000,-951005000,0,0
"2025-09-30","0RTL.L","CHF","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",8989358,15111520,1293368,0,-31401785,-6298566,-10916811,20327266,-34513674,24809752,18802213,-11211091,701556,0,0,0,-10509534,58660890,0,58660890,0,0,0,0,0,-33463371,-33463371,0,1542124,26739643,-10968213,24064109,175855358,151791249,18802213,-11107033,7695180,0,0
"2025-10-31","0T9J.L","CAD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q2",-360962,561,0,0,-10985,-31120,0,0,20135,152798,-218588,0,0,-290626,0,0,-290626,0,0,0,0,0,0,0,0,0,0,0,483427,483427,0,-25787,83396,109183,-218588,0,-218590,0,0
"2025-10-31","0UNV.L","CAD","0001023109","2025-10-31","2025-10-30 20:00:00","2026","Q2",-3315000,44000,0,0,-1582000,0,0,0,-1582000,-37000,-4890000,-12000,0,0,0,0,-12000,0,0,0,19936000,19936000,19936000,0,0,0,0,0,-42000,19894000,1000,14993000,34338000,19345000,-4890000,-12000,-4902000,0,0
"2025-08-01","0V9N.L","USD","0001571123","2025-09-04","2025-09-04 12:23:39","2026","Q2",127000000,35000000,109000000,10000000,-159000000,58000000,0,-117000000,-100000000,0,122000000,0,0,-1000000,1000000,-7000000,-7000000,11000000,11000000,0,-104000000,-104000000,6000000,-110000000,0,-17000000,-17000000,0,-4000000,-114000000,0,1000000,56000000,55000000,122000000,-7000000,115000000,0,0
