"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","netIncome","depreciationAndAmortization","deferredIncomeTax","stockBasedCompensation","changeInWorkingCapital","accountsReceivables","inventory","accountsPayables","otherWorkingCapital","otherNonCashItems","netCashProvidedByOperatingActivities","investmentsInPropertyPlantAndEquipment","acquisitionsNet","purchasesOfInvestments","salesMaturitiesOfInvestments","otherInvestingActivities","netCashProvidedByInvestingActivities","netDebtIssuance","longTermNetDebtIssuance","shortTermNetDebtIssuance","netStockIssuance","netCommonStockIssuance","commonStockIssuance","commonStockRepurchased","netPreferredStockIssuance","netDividendsPaid","commonDividendsPaid","preferredDividendsPaid","otherFinancingActivities","netCashProvidedByFinancingActivities","effectOfForexChangesOnCash","netChangeInCash","cashAtEndOfPeriod","cashAtBeginningOfPeriod","operatingCashFlow","capitalExpenditure","freeCashFlow","incomeTaxesPaid","interestPaid"
"2025-09-30","AVT.PA","EUR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",-2570000,160000,0,0,-714000,-172000,1098000,-1402000,-238000,-456000,-3580000,-3000,0,0,0,19000,16000,0,0,0,0,0,0,0,0,0,0,0,-214000,-214000,73000,-3705000,9595000,13300000,-3580000,-3000,-3583000,0,0
"2025-10-31","AWLIF","USD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q2",-63979,0,0,0,70616,-3325,0,0,73941,892,7529,-39194,0,0,0,0,-39194,0,64206,-64206,50936,50936,50936,0,0,0,0,0,0,50936,-810,18461,88354,69893,7529,3.5670000000000073,7533,0,0
"2025-09-30","AXS.AS","EUR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",-1358231,4234892,0,0,-4168062,-6339071,-4500249,6671258,0,7792634,6501233,-2810812,0,0,0,0,-2810812,-3316955,0,-3316955,0,0,0,0,0,0,0,0,-504178,-3821133,-79183,-209895,17196640,17406535,6501233,-2610322,3890910,0,0
"2025-09-30","AXS.L","GBP","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",-1185689,3696914,0,0,-3638573,-5533789,-3928561,5823777,0,6802699,5675351,-2453742,0,0,0,0,-2453742,-2895587,0,-2895587,0,0,0,0,0,0,0,0,-440129,-3335716,545256,431149,15012070,14580921,5675351,-2278721,3396630,0,0
"2025-08-31","AZZ","USD","0000008947","2025-10-08","2025-10-08 16:13:00","2026","Q2",89346000,22372000,25190000,4346000,-16741000,22960000,-1757000,-3893000,-34051000,-66126000,58387000,-19278000,-30144000,0,0,53000,-49369000,-6729000,-6729000,0,2056000,2056000,2056000,0,0,-6012000,-6012000,0,-417000,-11102000,-62000,-2146000,897000,3043000,58387000,-19278000,39109000,0,0
"2025-09-30","BAB.L","GBP","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",169300000,69900000,0,0,-44700000,-52100000,-13600000,43400000,-22400000,14400000,208900000,-71100000,34100000,-2100000,300000,0,-38800000,-2700000,0,-2700000,-65099999,-65099999,0,-65099999,0,-23000000,-23000000,0,-22800000,-113600000,1700000,58200000,704800000,646600000,208900000,-65000000,143900000,0,0
"2025-09-30","BABA","CNY","0001577552","2025-11-25","2025-11-25 16:02:03","2026","Q2",21019000000,9009000000,0,3325000000,0,0,0,0,0,-23254000000,10099000000,-31501000000,0,0,0,-38151000000,-69652000000,46497000000,46497000000,0,-1798000000,-1798000000,0,-1798000000,0,-33313000000,-33313000000,0,-484000000,10902000000,-485000000,-49136000000,175443000000,224579000000,10099000000,-31501000000,-21402000000,0,0
"2025-07-26","BAG.L","GBP","0000000000","2025-07-26","2025-07-26 00:00:00","2026","Q2",27700000,6100000,0,1200000,-19300000,-35900000,-4800000,22700000,-1300000,0,15700000,-11000000,-8600000,0,0,31000000,11400000,-2300000,-2300000,0,-4900000,-4900000,400000,-4900000,0,-15300000,-15300000,0,300000,-22200000,0,4900000,26300000,21400000,15700000,-11000000,4699999,0,100000
"2025-07-31","BAGFF","USD","0000000000","2025-07-31","2025-07-30 20:00:00","2026","Q2",36561230,8051390,0,0,-25474070,-47384410,-6335520,29961730,-1715870,3035770,22174320,-14518900,-8315370,0,0,36297250,13462980,-1715870,0,-1715870,-5939550,-5939550,527960,-6467510,0,-20194470,-20194470,0,-1319900,-29169790,1726980,8194490,34713370,26518880,22174320,-14518900,7655420,0,0
"2025-09-30","BAH","USD","0001443646","2025-10-24","2025-10-24 06:49:48","2026","Q2",175000000,41000000,0,17000000,175000000,69000000,0,58000000,48000000,13000000,421000000,-26000000,0,9000000,0,-12000000,-29000000,-21000000,-21000000,0,-198000000,-198000000,16000000,-214000000,0,-68000000,-68000000,0,0,-287000000,0,105000000,816000000,711000000,421000000,-26000000,395000000,0,0
"2025-09-30","BARK","USD","0001819574","2025-11-10","2025-11-10 08:45:47","2026","Q2",-10672000,2585000,0,0,-16428000,-9573000,-3479000,-1518000,-1858000,6441000,-18074000,-1852000,0,0,0,0,-1852000,-57000,-57000,0,1000,1000,1000,0,0,0,0,0,-578000,-634000,36000,-20524000,68679000,89203000,-18074000,-1852000,-19926000,0,0
"2025-09-30","BARK-WT","USD","0001819574","2025-11-10","2025-11-10 08:45:47","2026","Q2",-10672000,2585000,0,0,-16428000,-9573000,-3479000,-1518000,-1858000,6441000,-18074000,-1852000,0,0,0,0,-1852000,-57000,-57000,0,1000,1000,1000,0,0,0,0,0,-578000,-634000,36000,-20524000,68679000,89203000,-18074000,-1852000,-19926000,0,0
"2025-07-31","BASE","USD","0001845022","2025-09-04","2025-09-04 16:31:19","2026","Q2",0,0,0,0,-159000,1129000,0,1307000,-2595000,-3310000,-3469000,-3849000,0,-10863000,26560000,0,11848000,0,0,0,7635000,7635000,7635000,0,0,0,0,0,0,7635000,50000,16064000,44110000,28046000,-3469000,-3849000,-7318000,0,0
"2025-08-31","BB","USD","0001070235","2025-09-25","2025-09-25 16:20:22","2026","Q2",13300000,4600000,0,5900000,-16700000,7000000,0,-1200000,-22500000,-3200000,3900000,-800000,0,-13000000,29500000,-1400000,14300000,0,0,0,-20000000,-20000000,0,-20000000,0,0,0,0,0,-20000000,-100000,-1900000,290600000,292500000,3900000,-2200000,1700000,0,0
"2025-08-31","BB.SW","USD","0001070235","2025-08-31","2025-08-31 00:00:00","2026","Q2",13300000,4600000,0,5900000,-16700000,7000000,0,-1200000,-22500000,-3200000,3900000,-800000,0,-13000000,29500000,-1400000,14300000,0,0,0,-20000000,-20000000,0,-20000000,0,0,0,0,0,-20000000,-100000,-1900000,290600000,292500000,3900000,-2200000,1700000,0,0
"2025-08-31","BB.TO","USD","0001070235","2025-09-25","2025-09-25 16:20:22","2026","Q2",13300000,4600000,0,5900000,-22692588,9022446,0,-1217430,-30497604,2792588,3900000,-3019526,0,-13000000,29500000,819526,14300000,0,0,0,-20000000,-27628822,0,-20000000,0,0,0,0,0,-20000000,-100000,-1900000,290600000,292500000,3900000,900000,4800000,0,0
"2025-09-30","BBRYF","USD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",-34949200,252709600,0,0,-57800600,-8065200,-33605000,-16130400,0,-21507200,138452600,-51079600,0,0,0,0,-51079600,-302445000,-302445000,0,-6721000,-6721000,0,-6721000,0,0,0,0,-154583000,-463749000,-66035100,-442411100,607578400,1049989500,138452600,-32260800,106191800,0,0
"2025-08-02","BBY","USD","0000764478","2025-09-05","2025-09-05 16:58:38","2026","Q2",186000000,211000000,96000000,35000000,97000000,-175000000,-622000000,1023000000,-129000000,124000000,749000000,-175000000,0,0,0,-28000000,-203000000,0,0,0,-65000000,-65000000,0,-65000000,0,-201000000,-201000000,0,-3000000,-269000000,1000000,278000000,1713000000,1435000000,749000000,-175000000,574000000,0,0
"2025-09-30","BCKIF","USD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",227573060,93959580,0,0,-60085740,-70032820,-18281120,58338280,-30110080,19356480,280803380,-95572620,45837220,-2822820,403260,0,-52154960,-3629340,0,-3629340,-87507420,-87507420,0,-87507420,0,-30916600,-30916600,0,-30647760,-152701120,36360960,112308260,947392160,835083900,280803380,-87373000,193430380,0,0
"2025-09-30","BCKIY","USD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",227215324,93811879,0,0,-59991287,-69922731,-18252382,58246574,-30062748,19326052,280361968,-95422383,45765165,-2818382,402626,0,-52072974,-3623634,0,-3623634,-87369861,-87369861,0,-87369861,0,-30868000,-30868000,0,-30599584,-152461079,38410135,114238050,948837000,834598950,280361968,-87235658,193126310,0,0
"2025-10-31","BCKMF","CAD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q2",259351,0,-141906,0,414693,110570,0,361988,-57865,-115701,416437,0,0,-19851,0,0,-19851,0,0,0,0,0,0,0,0,-516033,0,0,0,-516033,-4783,-124230,288301,412531,416437,0,416440,68000,0
"2025-09-30","BCRD","USD","0001496690","2025-11-19","2025-11-19 13:19:09","2026","Q2",-512937,26718,0,54904,311676,-6795,0,56840,261631,118007,-1632,0,0,0,0,0,0,0,0,0,1800,1800,1800,0,0,0,0,0,0,1800,0,168,496,328,-1632,0,-1632,0,0
"2025-09-30","BD15.L","GBP","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",56000000,86000000,0,0,-17000000,0,0,0,-17000000,-5000000,120000000,-55000000,2000000,0,0,0,-53000000,0,0,0,-2000000,-2000000,0,-2000000,0,-59000000,-59000000,0,-8000000,-69000000,-7000000,-9000000,325000000,334000000,120000000,-50000000,70000000,0,0
"2025-07-31","BEA.V","CAD","0000000000","2025-07-31","2025-07-31 00:00:00","2026","Q2",-357488,725,0,0,204232,-37213,0,0,241445,13641,-138890,-364827,0,-11490,0,0,-376317,0,0,0,1172885,1172885,1172885,0,0,0,0,0,0,1172885,0,657678,1232616,574938,-138890,-364827,-503717,0,0
"2025-10-31","BEK-B.TO","CAD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q2",259351,0,-141906,0,581292,154991,0,507413,-81112,-115000,583737,0,0,-27826,0,0,-27826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-167433,404123,571556,583737,0,583737,68000,0
"2025-07-31","BELMF","CAD","0000000000","2025-07-31","2025-07-31 00:00:00","2026","Q2",-357488,725,0,0,204232,-37213,0,0,241445,13641,-138890,-364827,0,-8293,0,-3196,-376317,0,0,0,846553,846553,846553,0,0,0,0,0,326332,1172885,-1651,657678,1232616,574938,-138890,-364827,-503717,0,0
"2025-09-30","BENF","USD","0001775734","2025-11-14","2025-11-14 17:18:07","2026","Q2",-17907000,143000,0,462000,-4793000,0,0,-2737000,-2056000,7567000,-14528000,269000,0,-814000,17184000,-269000,16370000,-4552000,-4552000,0,0,-673000,-673000,0,0,0,0,0,0,-4552000,0,-2710000,4902000,7612000,-14528000,269000,-14528000,0,0
"2025-09-30","BENFW","USD","0001775734","2025-11-14","2025-11-14 17:18:07","2026","Q2",-17907000,143000,0,462000,-4793000,0,0,-2737000,-2056000,7567000,-14528000,269000,0,-814000,17184000,-269000,16370000,-4552000,-4552000,0,0,-673000,-673000,0,0,0,0,0,0,-4552000,0,-2710000,4902000,7612000,-14528000,269000,-14528000,0,0
"2025-10-31","BENZF","CAD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q2",-8161506,18807,0,0,1048938,-592736,0,0,1641674,1915018,-5178743,-773635,0,0,0,0,-773635,-12937,-12937,0,17783965,17783965,17783965,0,0,0,0,0,3708,17774736,136697,11959055,19683078,7724023,-5178743,-167248,-5345991,0,0
"2025-07-31","BETR.CN","CAD","0000000000","2025-07-31","2025-07-31 00:00:00","2026","Q2",-494476,0,0,38689,397358,-386,0,0,397744,-113882,-172311,0,0,0,0,0,0,25000,0,25000,150000,150000,150000,0,0,0,0,0,0,175000,476,3165,22163,18998,-172311,0,-172311,0,3575
"2025-07-31","BETRF","CAD","0001464165","2025-09-29","2025-09-29 17:03:21","2026","Q2",-494476,0,0,38689,381350,-386,0,0,381736,-97874,-172311,0,0,0,0,0,0,18044,0,18044,108265,108265,108265,0,0,0,0,0,48691,175000,476,3165,22163,18998,-172311,0,-172311,0,3575
"2025-10-31","BF-A","USD","0000014693","2025-12-04","2025-12-04 16:09:14","2026","Q2",224000000,22000000,-19000000,8000000,31000000,-191000000,7000000,109000000,106000000,-134000000,132000000,-25000000,-33000000,0,0,33000000,-25000000,-54000000,0,-54000000,-99000000,-99000000,0,-99000000,0,-107000000,-107000000,0,-1000000,-261000000,2000000,-152000000,338000000,490000000,132000000,-25000000,107000000,0,0
"2025-10-31","BF-B","USD","0000014693","2025-12-04","2025-12-04 16:09:14","2026","Q2",224000000,22000000,-19000000,8000000,31000000,-191000000,7000000,109000000,106000000,-134000000,132000000,-25000000,-33000000,0,0,33000000,-25000000,-54000000,0,-54000000,-99000000,-99000000,0,-99000000,0,-107000000,-107000000,0,-1000000,-261000000,2000000,-152000000,338000000,490000000,132000000,-25000000,107000000,0,0
"2025-09-30","BFG.NZ","NZD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",849595,844755,0,0,0,0,0,0,0,175537,1869887,-620177,7826,0,0,-79736,-692087,0,0,0,0,0,0,0,0,0,0,0,-354888,-354888,1826,824738,5650836,4826098,1869887,-116187,1753700,0,0
"2025-09-30","BGI","USD","0001179821","2025-12-05","2025-12-05 17:01:15","2026","Q2",-1852871,2672828,0,0,-2261401,323781,1340760,-3586225,-339717,-1653676,-3095120,-1066233,-5079098,0,0,0,-6145332,10466767,10500086,-33319,0,0,0,0,0,0,0,0,-746074,9720693,32314,512555,1561017,1048462,-3095120,-950339,-4045460,0,0
"2025-07-27","BGP.AX","NZD","0000000000","2025-07-27","2025-07-27 00:00:00","2026","Q2",29305000,18012000,0,273000,0,0,0,0,0,-25022254,22567746,-14374000,0,0,0,780761,-13593239,-9990000,-9990000,0,0,0,0,0,0,-20412765,-20412765,0,836828,-29565937,1083308,-19508122,109788590,129296712,24631000,-14374000,10257000,0,7783000
"2025-07-27","BGP.NZ","NZD","0000000000","2025-07-27","2025-07-27 00:00:00","2026","Q2",29305000,18012000,0,273000,0,0,0,0,0,-22959000,24631000,-14374000,17000,0,0,-479000,-14836000,-9990000,-9990000,0,0,0,0,0,0,-22279000,-22279000,0,0,-32269000,-101000,-22575000,119826000,142401000,24631000,-14374000,10257000,0,7783000
"2025-09-30","BHARTIARTL.BO","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",67917000000,131821000000,0,0,19267000000,-8813000000,0,10387000000,17693000000,58016000000,277021000000,-117548000000,-7596000000,-4951000000,72000000,0,-130023000000,-2718000000,0,-2718000000,-1245000000,-1245000000,15000000,-1260000000,0,-101531000000,-101531000000,0,-17645000000,-123139000000,-14109000000,9750000000,189839000000,180089000000,277021000000,-112029000000,164992000000,0,0
"2025-09-30","BHARTIARTL.NS","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",67917000000,131821000000,0,0,19267000000,-8813000000,0,10387000000,17693000000,58016000000,277021000000,-117548000000,-7596000000,-4951000000,72000000,0,-130023000000,-2718000000,0,-2718000000,-1245000000,-1245000000,15000000,-1260000000,0,-101531000000,-101531000000,0,-17645000000,-123139000000,-14109000000,9750000000,189839000000,180089000000,277021000000,-112029000000,164992000000,0,0
"2025-09-30","BHARTIHEXA.NS","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",4212000000,5543000000,0,0,937000000,-154000000,0,1182000000,-91000000,-1055000000,9637000000,-4285000000,65000000,0,-20000000,-2068000000,-6308000000,2498000000,0,2498000000,0,0,0,0,0,-5000000000,-5000000000,0,-966000000,-3468000000,5000000,-134000000,481000000,615000000,9637000000,-3774000000,5863000000,0,0
"2025-09-30","BIRLAMONEY.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",101455000,0,0,0,0,0,0,0,0,-101455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-30","BIRLAMONEY.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",101455000,0,0,0,0,0,0,0,0,-101455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-30","BITS.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1115000,0,0,0,0,0,0,0,0,-1115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025-10-31","BKG.L","GBP","0001447137","2025-10-31","2025-10-30 20:00:00","2026","Q2",178600000,1800000,11900000,0,-92700000,10200000,60400000,-163300000,0,47200000,146800000,-100000,23200000,-31900000,0,0,-8800000,0,0,0,-132000000,-132000000,0,-132000000,0,0,0,0,-1100000,-133100000,0,4900000,1020100000,1015200000,146800000,-100000,146700000,0,0
"2025-10-31","BKGFF","USD","0001447137","2025-10-31","2025-10-30 20:00:00","2026","Q2",234876860,2367180,15649690,0,-121909770,13414020,79432040,-214755830,0,62072720,193056680,-131510,30510320,-41951690,0,0,-11572880,0,0,0,-173593200,-173593200,0,-173593200,0,0,0,0,-1446610,-175039810,-17562960,-11118970,1341533510,1352652480,193056680,-131510,192925170,0,0
"2025-10-31","BKGFY","USD","0001447137","2025-10-31","2025-10-30 20:00:00","2026","Q2",240295302,2421789,16010717,0,-124722141,13723471,81264480,-219710094,0,63504693,197510360,-134543,31214171,-42919485,0,0,-11839858,0,0,0,-177597871,-177597871,0,-177597871,0,0,0,0,-1479983,-179077854,-22336903,-15744255,1340258385,1356002640,197510360,-134540,197375820,0,0
"2025-07-31","BKM.V","CAD","0000000000","2025-07-31","2025-07-31 00:00:00","2026","Q2",-516163,1288,0,417420,314333,-541,0,-8539,323413,2119,218997,-20256,0,0,0,0,-20256,-11655,-11655,0,0,0,0,0,0,0,0,0,0,-11655,0,187086,218177,31091,218997,0,218997,0,0
"2025-09-30","BLAGF","CAD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-2584027,0,0,1231377,930622,-23383,0,0,954005,418558,-3469,-766696,0,0,0,267047,-499649,0,0,0,-331723,-331723,-331723,0,0,0,0,0,0,-331723,-45596,-880438,1149286,2029724,-4832,-766696,-771528,0,0
"2025-10-31","BLIS","USD","0001703625","2025-12-15","2025-12-15 14:29:28","2026","Q2",-897416,10786,0,0,35490,0,0,-12111,47601,656800,-194340,0,0,0,0,0,0,207200,0,207200,1278,1278,1278,0,0,0,0,0,-11256,197222,0,2882,27492,24610,-194340,0,-194340,0,0
"2025-09-30","BLLG.CN","CAD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-2584027,0,0,1231377,1296132,-32567,0,0,1328699,51686,-4832,-766696,0,0,0,70806,-695890,0,0,0,-462010,-462010,-462010,0,0,0,0,0,0,-462010,0,-1162732,1600678,2763410,-4832,-766696,-771528,0,0
"2025-10-31","BLO.CN","CAD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q2",-876746,44777,0,0,-69501,-74843,0,0,5342,471539,-429931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39494,-39494,0,-469425,1050066,1519491,-429931,0,-429930,0,0
"2025-10-31","BLOZF","USD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q2",-625470,31943,0,0,-49582,-53392,0,0,3810,336397,-306712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28175,-28175,-12719,-347606,749117,1096723,-306712,0,-306712,0,0
"2025-09-30","BLT.NZ","NZD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",419000,206000,0,0,-1192000,-259000,-1189000,54000,202000,80000,-487000,-316000,0,-300000,0,0,-616000,0,0,0,27000,27000,27000,0,0,0,0,0,-88000,-61000,-42000,-1206000,3000000,4206000,-487000,-83000,-570000,0,0
"2025-09-30","BMAL.BO","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",8847,910363,0,0,3745371,-1856349,0,3702665,1899055,0,4664581,-56190,0,0,0,0,-56190,-4160669,0,-4160669,0,0,0,0,0,0,0,0,0,-4160669,200308,648030,1233030,585000,4664581,-56191,4608390,0,0
"2025-09-30","BME.L","GBP","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",53000000,146000000,0,0,-28000000,-6000000,-148000000,126000000,0,42000000,213000000,-76000000,2000000,0,0,150000000,76000000,-122000000,4000000,-126000000,0,0,0,0,0,-97000000,-97000000,0,-121000000,-340000000,-148000000,-199000000,168000000,367000000,213000000,-76000000,137000000,0,0
"2025-09-30","BMKDF","CAD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-481393,86499,0,13773,-107093,-6445,0,0,-100648,6386,-481828,-8719,0,234426,0,823921,1049628,-36453,-36453,0,0,0,0,0,0,0,0,0,-21699,-58152,0,509648,721541,211893,-481828,-8719,-490547,0,0
"2025-09-30","BMRPF","USD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",71242600,196253200,0,0,-37637600,-8065200,-198941600,169369200,0,56456400,286314600,-102159200,2688400,0,0,201630000,102159200,-163992400,5376800,-169369200,0,0,0,0,0,-130387400,-130387400,0,-162648200,-457028000,-179600700,-248154900,225825600,473980500,286314600,-102159200,184155400,0,0
"2025-09-30","BMRRY","USD","0001671235","2025-09-30","2025-09-29 20:00:00","2026","Q2",71130609,195944697,0,0,-37578435,-8052521,-198628871,169102958,0,56367653,285864524,-101998609,2684173,0,0,201313045,101998609,-163734610,5368347,-169102958,0,0,0,0,0,-130182436,-130182436,0,-162392523,-456309569,-179088814,-247535250,226170000,473705250,285864524,-101998614,183865910,0,0
"2025-08-31","BMS.L","GBP","0000000000","2025-08-31","2025-08-30 20:00:00","2026","Q2",214000,2059000,0,0,-3411000,1536000,0,-4819000,-128000,2114000,976000,-497000,0,0,0,1695000,1198000,3500000,0,3500000,-3293000,-3293000,0,-3293000,0,0,0,0,-1383000,-1176000,-803000,195000,20672000,20477000,976000,-484000,492000,0,0
"2025-09-30","BNG.TO","CAD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-678000,245000,0,4000,-118000,0,0,0,-118000,27000,-520000,-56000,0,0,0,454000,398000,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,-99000,814000,913000,-520000,-56000,-576000,0,45000
"2025-09-30","BNGLF","CAD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-678000,245000,0,4000,-118000,0,0,0,-118000,27000,-520000,-56000,0,0,0,454000,398000,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,-99000,814000,913000,-520000,-56000,-576000,0,45000
"2025-10-31","BNZ.AX","AUD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q2",-8985821,29514,0,0,1635469,-925776,0,0,2561246,-756510,-8077348,-1208492,0,0,0,0,-1208492,0,0,0,27784995,27784995,27784995,0,0,0,0,0,-14339,27770656,-427675,18057141,30079212,12022071,-8077348,-260741,-8338089,0,0
"2025-09-27","BOOT","USD","0001610250","2025-11-03","2025-10-31 21:50:45","2026","Q2",42222000,19454000,3995000,0,-62664000,-1586000,-81040000,30850000,-10888000,22728000,25735000,-43534000,15000,0,0,0,-43519000,-231000,-231000,0,-12502000,-12502000,0,-12502000,0,0,0,0,-74000,-12807000,0,-30591000,64727999,95319000,25735000,-43230000,-17495000,0,0
"2025-07-31","BOX","USD","0001372612","2025-08-27","2025-08-27 16:05:59","2026","Q2",13445000,7730000,0,60758000,-52957000,-14575000,0,-1054000,-37328000,16988000,45964000,-10149000,207000,-19118000,20550000,0,-8510000,0,0,0,-38671000,-38671000,1253000,-39924000,0,-3750000,-3750000,0,-22854999,-65275999,-2253000,-30075000,659553000,689628000,45964000,-2070000,43894000,0,0
"2025-09-30","BPL.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-1882000,6071000,0,0,-972157000,-3518000,10686000,0,-979325000,1152000,-966816000,-184000,0,0,0,2167000,1983000,970432000,970432000,0,0,0,0,0,0,0,0,0,-2930000,967502000,0,2668000,19264000,16596000,-966816000,-184000,-967000000,0,0
"2025-09-30","BPL.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-1882000,6071000,0,0,-972157000,-3518000,10686000,0,-979325000,1152000,-966816000,-184000,0,0,0,2167000,1983000,970432000,970432000,0,0,0,0,0,0,0,0,0,-2930000,967502000,0,2668000,19264000,16596000,-966816000,-184000,-967000000,0,0
"2025-10-31","BQST","USD","0001568628","2025-10-31","2025-10-30 20:00:00","2026","Q2",-72053,0,0,0,-119544,0,0,-27662,-91882,605,-190992,0,0,0,0,0,0,-4500,0,-4500,199698,199698,199698,0,0,0,0,0,0,195197,4.0000000066065695,4209,4323,114.00000000060001,-190992,0,-190990,0,0
"2025-09-30","BRBY.L","GBP","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",-26000000,188000000,0,0,-43000000,-6000000,-25000000,-12000000,0,-16000000,103000000,-38000000,0,0,0,0,-38000000,-225000000,-225000000,0,-5000000,-5000000,0,-5000000,0,0,0,0,-115000000,-345000000,-81000000,-361000000,452000000,813000000,103000000,-24000000,79000000,0,0
"2025-09-30","BRCNF","USD","0001158399","2025-09-30","2025-09-29 20:00:00","2026","Q2",-2579870,489583,0,0,-147184,113517,-326422,35758,29961,815935,-1421536,-374377,0,0,0,0,-374377,0,0,0,0,0,0,0,0,0,0,0,-5495,-5495,-47309,-1848718,1259330,3108048,-1421536,-374375,-1795911,0,0
"2025-09-30","BRKCF","CAD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-460990,6718,-683,48096,45994,1264,0,0,44730,177122,-183743,0,0,0,0,-1178054,-1178054,0,0,0,30000,30000,30000,0,0,0,0,0,480000,510000,0,-851797,618657,1470454,-183743,0,744723,0,0
"2025-09-30","BRO.V","CAD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",-460990,6718,-683,48096,45994,1264,0,0,44730,177122,-183743,-1178054,0,0,0,0,-1178054,0,0,0,30000,30000,30000,0,0,0,0,0,480000,510000,0,-851797,618657,1470454,-183743,3,-183740,0,0
"2025-09-30","BRTHF","USD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",111810400,89171160,0,0,-28709720,-35997000,398840,-189280,7077720,5353920,177625760,-66782040,121680,-18055960,20043400,-1872520,-66545440,1500720,0,1500720,-22923160,-22923160,0,-22923160,0,0,0,0,-14027000,-35449440,-8317800,67313080,1077909040,1010595960,177625760,-50470160,127155600,0,0
"2025-09-30","BRTHY","USD","0000014595","2025-09-30","2025-09-29 20:00:00","2026","Q2",112156964,89447552,0,0,-28851923,-36855197,580050,47752,7375470,8114080,180866673,-67748619,115398,-18336681,20386139,-1900066,-67483829,1529939,0,1529939,-23164920,-23164920,0,-23164920,0,374447,374447,0,-14234388,-35494922,-6471087,71416835,1079689880,1008273045,180866673,-51183053,129683619,0,0
"2025-07-31","BRZE","USD","0001676238","2025-09-05","2025-09-04 17:39:51","2026","Q2",-27763000,16191000,0,37555000,-18501000,2441000,0,-181000,-20761000,-530000,6952000,-2609000,-181200000,-22751000,-73933000,119943000,-160550000,0,0,0,7478000,7478000,7478000,0,0,0,0,0,0,7478000,-209000,-146329000,85700000,232029000,6952000,-1554000,5398000,843000,0
"2025-08-31","BSEAF","USD","0000000000","2025-08-31","2025-08-30 20:00:00","2026","Q2",288964,2780267,0,0,-4605873,2074060,0,-6507095,-172838,2854534,1317892,-671099,0,0,0,2288758,1617659,4726050,0,4726050,-4446537,-4446537,0,-4446537,0,0,0,0,-1867465,-1587952,818023,2165622,27913401,25747779,1317892,-653545,664347,0,0
