"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","revenue","costOfRevenue","grossProfit","researchAndDevelopmentExpenses","generalAndAdministrativeExpenses","sellingAndMarketingExpenses","sellingGeneralAndAdministrativeExpenses","otherExpenses","operatingExpenses","costAndExpenses","netInterestIncome","interestIncome","interestExpense","depreciationAndAmortization","ebitda","ebit","nonOperatingIncomeExcludingInterest","operatingIncome","totalOtherIncomeExpensesNet","incomeBeforeTax","incomeTaxExpense","netIncomeFromContinuingOperations","netIncomeFromDiscontinuedOperations","otherAdjustmentsToNetIncome","netIncome","netIncomeDeductions","bottomLineNetIncome","eps","epsDiluted","weightedAverageShsOut","weightedAverageShsOutDil"
"2025-06-30","001720.KS","KRW","0000000000","2025-06-30","2025-06-30 00:00:00","2026","Q1",179746246000,45815484000,133930762000,0,6618092000,3918045000,10536137000,45996812000,56532949000,102348433000,23120628000,68936112000,45815484000,3307185000,80704998000,77397813000,0,77397813000,0,77397813000,16341938000,61055875000,0,0,59118734000,0,59118734000,7374,7374,8017000,8017000
"2025-09-30","0065.KL","MYR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q1",6956000,2887000,4069000,0,1790000,15000,1805000,532000,2337000,5224000,-84000,0,84000,1090000,2846000,1756000,-24000,1732000,-60000,1672000,468000,1204000,0,0,1204000,0,1204000,0.002,0.002,609878000,609878000
"2025-10-31","0118.KL","MYR","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q1",2057999,1806000,252000,0,0,0,196000,-135000,61000,1867000,-2000,0,2000,24000,215000,191000,0,191000,-2000,189000,0,189000,0,0,189000,0,189000,0,0,1308421000,1308421000
"2025-09-30","0166.KL","MYR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q1",325771000,259500000,66271000,0,24329000,0,24329000,0,24329000,283829000,14294000,14668000,374000,33063000,87532000,54469000,-14668000,41942000,12153000,54095000,3746000,50349000,0,0,51499000,0,51499000,0.0136,0.0136,3788974000,3792131000
"2025-09-30","0232.KL","MYR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q1",24698000,19683000,5015000,0,4407000,322000,4729000,-151000,4578000,24261000,-391000,0,391000,1826000,2306000,480000,-194000,437000,-348000,89000,234000,-145000,0,0,-145000,0,-145000,-0.0008,-0.0008,181630000,181630000
"2025-06-30","0992.HK","USD","0000932477","2025-06-30","2025-06-30 00:00:00","2026","Q1",18830000000,16056000000,2774000000,524000000,0,0,1465000000,0,1989000000,18045000000,0,0,0,263210250,1048210250,785000000,0,785000000,-163000000,622000000,84000000,538000000,0,0,505000000,0,505000000,0.0412,0.0365,13835616438,13835616438
"2025-04-30","0A1O.L","USD","0001585521","2025-05-23","2025-05-23 16:02:04","2026","Q1",1174715000,278402000,896313000,205416000,102335000,346970000,449305000,0,654721000,933123000,0,0,0,35316000,351081000,315765000,-74173000,241592000,74173000,315765000,61162000,254603000,0,0,254603000,0,254603000,0.835,0.814,304909000,312784000
"2025-04-30","0A23.L","USD","0001412408","2025-05-28","2025-05-28 16:02:26","2026","Q1",115936000,38065000,77871000,31829000,16408000,26043000,42451000,6878000,81158000,119223000,-230000,205000,435000,6878000,4134000,-2744000,-543000,-3287000,108000,-3179000,735000,-3914000,0,0,-3914000,0,-3914000,-0.0664,-0.0664,58920782,58920782
"2025-06-30","0GFE.L","SEK","0000000000","2025-06-30","2025-06-30 00:00:00","2026","Q1",3355000000,438000000,2917000000,0,0,0,0,3174000000,3174000000,3612000000,10000000,42000000,32000000,983000000,479000000,-504000000,247000000,-257000000,-279000000,-536000000,-126000000,-410000000,0,0,-418000000,0,-418000000,-2.01,-2.01,208000000,208000000
"2025-09-30","0H8I.L","USD","0001138723","2025-11-05","2025-11-05 16:16:35","2026","Q1",93942000,67394000,26548000,11369000,14519000,11973000,26492000,0,37861000,105255000,-7780000,272000,8052000,2879000,-10276000,-13155000,1842000,-11313000,-9894000,-21207000,471000,-21678000,0,0,-21678000,0,-21678000,-0.18,-0.18,118946000,118946000
"2025-08-02","0HAL.L","USD","0001368622","2025-09-10","2025-09-09 18:01:14","2026","Q1",454676000,359558000,95118000,33113999,0,0,131306999,-30998,164390000,523948000,-17415000,0,17415000,90254000,20951000,-69303000,31000,-69272000,-13267000,-82539000,-15169000,-67370000,0,0,-67370000,0,-67370000,-2.4,-2.39,28019000,28173000
"2025-07-31","0HEM.L","USD","0001092796","2025-09-04","2025-09-04 16:15:49","2026","Q1",85077000,63003000,22074000,3007000,13316000,8752000,22068000,0,25075000,88078000,-1205000,0,1205000,8436000,5540000,-2896000,-105000,-3001000,-1100000,-4101000,-690000,-3411000,0,0,-3411000,0,-3411000,-0.0771,-0.0771,44262000,44262000
"2025-04-30","0HJF.L","USD","0000769397","2025-05-29","2025-05-29 16:02:28","2026","Q1",1633000000,160000000,1473000000,394000000,162000000,566000000,728000000,118000000,1240000000,1400000000,-2000000,0,2000000,48000000,284000000,236000000,-3000000,233000000,1000000,234000000,82000000,152000000,0,0,152000000,0,152000000,0.71,0.7,214000000,216000000
"2025-09-30","0HJI.L","USD","0000008670","2025-10-31","2025-10-31 12:09:56","2026","Q1",5175200000,2836100000,2339100000,251200000,0,0,1006300000,1204100000,2461600000,5297700000,-33900000,101500000,135400000,123300000,1566200000,1442900000,-1565400000,-122500000,1430000000,1307500000,294500000,1013000000,0,0,1013000000,0,1013000000,2.5,2.49,405200000,406827000
"2025-11-22","0HJL.L","USD","0000866787","2025-12-19","2025-12-19 16:42:52","2026","Q1",4628630000,2269317000,2359313000,0,0,0,1575108000,0,1575108000,3844425000,-106270000,0,106270000,148194000,932399000,784205000,0,784205000,-106270000,677935000,147112000,530823000,0,0,530823000,0,530823000,31.88,31.04,16652000,17102000
"2025-09-30","0HOB.L","USD","0000012659","2025-11-06","2025-11-06 16:54:22","2026","Q1",203551000,185656000,17895000,0,105001000,8342000,113343000,0,113343000,298999000,-17402000,0,17402000,28922000,-170007000,-198929000,103481000,-95448000,-120883000,-216331000,-50963000,-165368000,-451000,0,-165819000,0,-165368000,-1.26,-1.26,131602380,131602380
"2025-06-30","0HOT.L","USD","0001443646","2025-07-25","2025-07-25 06:49:07","2026","Q1",2924000000,1423000000,1501000000,0,323000000,0,323000000,921000000,1244000000,2667000000,-43000000,0,43000000,40000000,299000000,259000000,-2000000,257000000,-41000000,216000000,-55000000,271000000,0,-2000000,269000000,2000000,267000000,2.17,2.16,124114149,124475670
"2025-04-30","0HP1.L","USD","0001372612","2025-04-30","2025-04-29 20:00:00","2026","Q1",276272000,60673000,215599000,72301000,0,0,136960000,0,209261000,269934000,4002000,6698000,2696000,6896000,22736000,15840000,-9502000,6338000,6806000,13144000,4950000,8194000,0,0,8194000,0,3515000,0.0243,0.0235,144434000,149614000
"2025-09-30","0HPW.L","USD","0001383312","2025-11-04","2025-11-04 13:19:50","2026","Q1",1589400000,1166800000,422600000,0,0,0,233900000,0,233900000,1400700000,-24200000,0,24200000,126100000,363400000,237300000,-48500000,188800000,24300000,213100000,47700000,165400000,0,0,165400000,0,165400000,1.41,1.4,117000000,118000000
"2025-07-31","0HQ3.L","USD","0000014693","2025-08-28","2025-08-28 16:04:16","2026","Q1",924000000,372000000,552000000,0,177000000,120000000,297000000,-5000000,292000000,664000000,-21000000,4000000,25000000,22000000,267000000,245000000,15000000,260000000,-40000000,220000000,50000000,170000000,0,0,170000000,0,170000000,0.36,0.36,472724000,472963000
"2025-11-02","0HST.L","USD","0000016732","2025-12-09","2025-12-09 07:19:25","2026","Q1",2677000000,1885000000,792000000,24000000,167000000,253000000,420000000,11000000,455000000,2340000000,-80000000,1000000,81000000,99000000,436000000,337000000,0,337000000,-81000000,256000000,62000000,194000000,0,0,194000000,0,194000000,0.65,0.65,298000000,299000000
"2025-09-30","0HTG.L","USD","0000721371","2025-10-03","2025-10-03 06:25:39","2026","Q1",64009000000,61690000000,2319000000,0,0,1461000000,1461000000,190000000,1651000000,63341000000,-80000000,0,80000000,233000000,911000000,678000000,-10000000,668000000,-70000000,598000000,144000000,454000000,0,0,450000000,0,450000000,1.89,1.88,238000000,239000000
"2025-05-31","0HTQ.L","USD","0001170010","2025-06-26","2025-06-26 10:15:51","2026","Q1",8031891000,7062357000,969533999,0,591743000,67900000,659643000,0,659643000,7722000000,-27070000,0,27070000,84084000,394284000,310200000,-309000,309891000,-26761000,283130000,72749000,210381000,0,0,210381000,0,210381000,1.38,1.38,152137000,152607000
"2025-06-28","0HYI.L","USD","0000772406","2025-08-05","2025-08-05 16:03:38","2026","Q1",407272000,193242000,214030000,102892000,0,0,38744000,0,141636000,334878000,8622000,8840000,218000,13173000,94019000,80846000,-8452000,72394000,8234000,80628000,19931000,60697000,0,0,60697000,0,60697000,1.17,1.14,51727000,53319000
"2025-08-31","0HYJ.L","USD","0000723254","2025-10-08","2025-10-08 14:16:21","2026","Q1",2718122000,1351561000,1366561000,0,0,0,748702000,0,748702000,2100263000,-21952000,2209000,24161000,125937000,746005000,620068000,-2209000,617859000,-21952000,595907000,104767000,491140000,0,0,491140000,0,491140000,1.21,1.2,403292000,409294000
"2025-09-30","0I0J.L","USD","0000021076","2025-11-03","2025-11-03 16:45:07","2026","Q1",1429000000,835000000,594000000,28000000,0,0,443000000,0,471000000,1306000000,-24000000,2000000,26000000,56000000,189000000,133000000,-10000000,123000000,-16000000,107000000,25000000,82000000,0,0,80000000,0,80000000,0.65,0.65,122629000,123018000
"2025-09-30","0I17.L","USD","0000820318","2025-11-05","2025-11-05 16:16:03","2026","Q1",1581378000,1002178000,579200000,154877000,0,0,0,252084000,406961000,1409139000,0,0,0,122429000,339315000,216886000,-44647000,172239000,44647000,216886000,-8310000,225196000,0,0,226349000,1,192870000,1.24,1.24,155500000,155500000
"2025-08-24","0I2P.L","USD","0000023217","2025-10-01","2025-10-01 16:31:03","2026","Q1",2632600000,1992000000,640600000,0,0,0,335600000,-42400000,293200000,2285200000,-93100000,2600000,95700000,95300000,480800000,385500000,-38100000,347400000,-58300000,289100000,124600000,164500000,0,0,164500000,0,164500000,0.34,0.34,478700000,479600000
"2025-11-23","0I47.L","USD","0000909832","2025-12-17","2025-12-17 17:12:42","2026","Q1",67307000000,58510000000,8797000000,0,0,0,6334000000,0,6334000000,64844000000,120000000,155000000,35000000,597000000,3060000000,2463000000,0,2463000000,120000000,2583000000,582000000,2001000000,0,0,2001000000,0,2001000000,4.51,4.5,443961000,444515000
"2025-09-30","0I4A.L","USD","0001024305","2025-11-05","2025-11-05 16:37:52","2026","Q1",1577200000,560400000,1016800000,0,381500000,409300000,790800000,41000000,831800000,1392200000,-47500000,4100000,51600000,94900000,253600000,158700000,26300000,185000000,-77900000,107100000,33100000,74000000,0,0,67900000,1,64599999,0.074,0.0737,872800000,876300000
"2025-09-28","0I4Q.L","USD","0000895419","2025-11-07","2025-11-07 16:04:52","2026","Q1",196800000,273900000,-77100000,31700000,0,0,37900000,-124300000,-54700000,219200000,-700000,0,700000,69300000,-573500000,-642800000,620400000,-22400000,-621100000,-643500000,100000,-643600000,0,0,-643600000,0,-643600000,-4.12,-4.12,156185000,156185000
"2025-06-30","0I6U.L","USD","0001688568","2025-06-30","2025-06-29 20:00:00","2026","Q1",3159000000,2692000000,467000000,0,0,0,393000000,0,393000000,3085000000,-8000000,46000000,54000000,309000000,430000000,121000000,-47000000,74000000,-7000000,67000000,49000000,18000000,0,0,16000000,0,16000000,0.0884,0.0865,181100000,184960000
"2025-08-24","0I77.L","USD","0000940944","2025-09-26","2025-09-26 16:00:04","2026","Q1",3044700000,929100000,2115600000,0,136100000,49100000,185200000,1591200000,1776400000,2705500000,-46200000,0,46200000,135100000,428900000,293800000,45400000,339200000,-45400000,293800000,35900000,257900000,-100000,0,257800000,0,257800000,2.21,2.19,116700000,117600000
"2025-06-30","0IFX.L","USD","0000712515","2025-07-29","2025-07-29 16:07:23","2026","Q1",1671000000,279000000,1392000000,706000000,184000000,214000000,398000000,17000000,1121000000,1400000000,-2000000,0,2000000,79000000,350000000,271000000,8000000,271000000,2000000,273000000,72000000,201000000,0,0,201000000,0,201000000,0.8,0.79,251000000,254000000
"2025-09-30","0IJW.L","USD","0001078271","2025-10-30","2025-10-30 16:12:58","2026","Q1",310245000,122216000,188029000,57753000,29187000,88923000,118110000,871000,176734000,298950000,-2456000,1197000,3653000,4910000,12304000,7394000,3901000,11295000,-7554000,3741000,-2741000,6482000,0,0,6482000,0,6482000,0.04,0.04,132973000,135071000
"2025-06-30","0IVR.L","USD","0001321741","2025-06-30","2025-06-29 20:00:00","2026","Q1",23544000,3905000,19639000,0,0,0,0,0,0,6363000,0,0,0,0,17181000,17181000,0,17181000,-9409000,7772000,0,7772000,0,0,7772000,0,7772000,0.21,0.21,36908943,36908943
"2025-06-30","0IWU.L","EUR","0000000000","2025-06-30","2025-06-30 00:00:00","2026","Q1",21196000,13354000,7842000,0,0,0,0,5431000,5431000,18785000,-164000,2000,166000,1894000,4307000,2413000,-2000,2411000,-164000,2247000,539000,1708000,0,0,1600000,0,1600000,0.15,0.15,10666667,10666667
"2025-10-31","0J1G.L","USD","0001528396","2025-12-04","2025-12-03 18:04:27","2026","Q1",332639000,123117000,209522000,78317000,48469000,64258000,112727000,0,191044000,314161000,11338000,14650000,3312000,6362000,34176000,27814000,-9336000,18478000,6024000,24502000,-6806000,31308000,0,0,31308000,0,31308000,0.37,0.36,84780201,86451737
"2025-09-30","0J2I.L","USD","0000910406","2025-09-15","2025-09-15 07:20:26","2026","Q1",367883000,294522000,73361000,0,0,0,65512000,14714000,80226000,374748000,-13746000,0,13746000,15411000,22048000,6637000,-13502000,-6865000,-15016000,-21881000,-1256000,-20625000,0,0,-20625000,0,-20625000,-0.22,-0.22,89861000,89861000
"2025-10-31","0JCT.L","USD","0000896878","2025-11-20","2025-11-20 16:16:24","2026","Q1",3885000000,824000000,3061000000,843000000,422000000,1082000000,1504000000,180000000,2527000000,3351000000,27000000,85000000,58000000,209000000,743000000,534000000,0,534000000,27000000,561000000,115000000,446000000,0,0,446000000,0,446000000,1.6,1.59,279000000,281000000
"2025-09-30","0JPO.L","USD","0000319201","2025-10-31","2025-10-31 16:07:19","2026","Q1",3209696000,1243070000,1966626000,360461000,0,0,268988000,0,629449000,1872519000,-71075000,0,71075000,97016000,1477567000,1380551000,-43374000,1337177000,-27701000,1309476000,188436000,1121040000,0,0,1121040000,0,1121040000,8.51,8.47,131757000,132381000
"2025-09-28","0JT5.L","USD","0000707549","2025-10-24","2025-10-24 16:06:29","2026","Q1",5324173000,2639294000,2684879000,576446000,0,0,279345000,0,855791000,3495085000,-695000,0,695000,101644000,1961501000,1859857000,-30769000,1829088000,30074000,1859162000,290502000,1568660000,0,0,1568660000,0,1568660000,1.24,1.24,1264446000,1269313000
"2025-09-30","0JTM.L","USD","0001001250","2025-10-30","2025-10-30 13:43:17","2026","Q1",3481000000,927000000,2554000000,0,0,0,2296000000,89000000,2385000000,3312000000,-56000000,30000000,86000000,200000000,395000000,195000000,-26000000,169000000,-60000000,109000000,62000000,47000000,0,0,47000000,0,47000000,0.13,0.13,361200000,363300000
"2025-09-27","0JVV.L","USD","0001633978","2025-11-05","2025-11-04 18:03:27","2026","Q1",533800000,352300000,181500000,81400000,0,0,85100000,8300000,174800000,527100000,2900000,8600000,5700000,62200000,73100000,10900000,-4200000,6700000,-1500000,5200000,1000000,4200000,0,0,4200000,0,4200000,0.06,0.05,70300000,78300000
"2025-09-30","0JW9.L","USD","0001262104","2025-11-14","2025-11-14 16:30:50","2026","Q1",0,0,0,10000,3098000,0,3098000,631000,3739000,0,0,0,0,0,-3639000,-3639000,-100000,-3739000,100000,-3639000,0,-3639000,0,0,-3639000,0,-3639000,-0.12,-0.12,29475000,29475000
"2025-06-30","0JZU.L","USD","0000927653","2025-08-06","2025-08-06 17:30:47","2026","Q1",97827000000,94548000000,3279000000,0,0,0,2196000000,47000000,2243000000,96791000000,-49000000,0,49000000,157000000,1257000000,1100000000,-64000000,1036000000,15000000,1051000000,220000000,831000000,0,0,784000000,0,784000000,6.28,6.25,124900000,125500000
"2025-06-30","0K19.L","USD","0000827054","2025-08-07","2025-08-07 16:25:07","2026","Q1",1075500000,498800000,576700000,255500000,0,0,159300000,129800000,544600000,1043400000,-52500000,4900000,57400000,171100000,211300000,40200000,-8100000,32100000,-47900000,-15800000,2800000,-18600000,0,0,-18600000,0,-46400000,-0.0861,-0.0861,539200000,539200000
"2025-08-02","0K50.L","USD","0000069891","2025-09-11","2025-09-11 16:36:50","2026","Q1",330515000,205052000,125463000,0,0,0,54687000,0,54687000,259739000,2200000,2200000,0,5405000,76181000,70776000,0,70776000,2237000,73013000,17253000,55760000,0,0,55760000,0,55760000,0.6,0.6,93620000,93699000
"2025-07-25","0K6F.L","USD","0001002047","2025-08-27","2025-08-27 16:11:15","2026","Q1",1559000000,461000000,1098000000,242000000,84000000,461000000,545000000,2000000,789000000,1250000000,7000000,36000000,29000000,51000000,384000000,333000000,-24000000,309000000,-5000000,304000000,71000000,233000000,0,0,233000000,0,233000000,1.16,1.15,201000000,203000000
"2025-09-30","0K7U.L","USD","0001564708","2025-11-07","2025-11-07 07:05:22","2026","Q1",2144000000,0,2144000000,0,0,0,863000000,1058000000,1921000000,1921000000,-6000000,0,6000000,117000000,335000000,218000000,5000000,223000000,-11000000,212000000,62000000,150000000,0,0,112000000,0,112000000,0.2,0.2,567450000,569700000
"2025-10-31","0K9O.L","USD","0001618732","2025-12-04","2025-12-04 16:16:11","2026","Q1",670576000,87470000,583106000,187482000,61056000,285233000,346289000,-88000,533683000,621435000,0,0,0,18374000,83754000,65380000,-16239000,49141000,16433000,65574000,3478000,62096000,0,0,62096000,0,62096000,0.23,0.21,269872000,296518000
"2025-04-30","0KB7.L","USD","0001660134","2025-05-28","2025-05-27 18:06:01","2026","Q1",688000000,155000000,533000000,154000000,103000000,237000000,340000000,0,494000000,649000000,29000000,30000000,1000000,24000000,93000000,69000000,-30000000,39000000,29000000,68000000,6000000,62000000,0,0,62000000,0,62000000,0.36,0.35,174172000,181754000
"2025-09-30","0KF3.L","USD","0000911216","2025-11-14","2025-11-14 16:33:04","2026","Q1",8847550,0,8847550,2525766,0,0,0,1660731,4186497,4186497,16481,18483,2001.9999999999998,14387,4693923,4679536,-18483,4661053,16481,4677534,0,4677534,0,0,4677534,0,4677534,4.81,4.26,971650,1098490
"2025-10-31","0KF5.L","USD","0001327567","2025-11-20","2025-11-19 19:19:10","2026","Q1",2474000000,638000000,1836000000,528000000,179000000,820000000,999000000,0,1527000000,2165000000,105000000,105000000,0,89000000,501000000,412000000,-103000000,309000000,103000000,412000000,78000000,334000000,0,0,334000000,0,334000000,0.49,0.47,679000000,709000000
"2025-09-30","0KFZ.L","USD","0000076334","2025-11-07","2025-11-07 07:51:15","2026","Q1",5084000000,3177000000,1907000000,0,873000000,0,873000000,0,873000000,4050000000,-96000000,5000000,101000000,232000000,1373000000,1141000000,-107000000,1034000000,6000000,1040000000,232000000,808000000,0,0,808000000,0,808000000,6.39,6.29,126500000,128400000
"2025-08-31","0KGE.L","USD","0000723531","2025-09-30","2025-09-30 16:02:42","2026","Q1",1540000000,413800000,1126200000,0,0,0,584300000,0,584300000,998100000,-49500000,18700000,68200000,109300000,675000000,565700000,-23800000,541900000,-44400000,497500000,113700000,383800000,0,0,383800000,0,383800000,1.07,1.06,360100000,361900000
"2025-04-30","0KKZ.L","USD","0001441816","2025-06-04","2025-06-04 17:16:26","2026","Q1",549014000,158041000,390973000,168829000,54775000,220923000,275698000,0,444527000,602568000,22392000,23458000,1066000,9060000,-23198000,-32258000,-21296000,-53554000,20230000,-33324000,4302000,-37626000,0,0,-37626000,0,-37626000,-0.46,-0.46,81061000,81061000
"2025-05-04","0KSA.L","USD","0001474432","2025-06-11","2025-06-10 18:21:45","2026","Q1",778485000,242332000,536153000,221740000,67072000,278512000,345584000,0,567324000,809656000,15069000,16876000,1807000,33770000,36061000,2291000,-33462000,-31171000,31655000,484000,14479000,-13995000,0,0,-13995000,0,-13995000,-0.04,-0.04,326539000,326539000
"2025-06-28","0KSJ.L","USD","0001604778","2025-07-30","2025-07-30 16:09:12","2026","Q1",818778000,486976000,331802000,179244000,50998000,56891000,107889000,14583000,301716000,788692000,-18787000,0,18787000,67460000,117932000,50472000,-20386000,30086000,1599000,31685000,6091000,25594000,0,0,25594000,0,25594000,0.28,0.27,92915000,93770000
"2025-06-28","0KTS.L","USD","0001037038","2025-08-07","2025-08-07 10:56:19","2026","Q1",1719100000,476800000,1242300000,0,0,0,949400000,19300000,968700000,1445500000,3300000,14800000,11500000,55500000,345000000,289500000,-15900000,273600000,4400000,278000000,57600000,220400000,0,0,220400000,0,220400000,3.61,3.53,61000000,62500000
"2025-09-30","0KW4.L","USD","0000943819","2025-10-31","2025-10-30 20:01:49","2026","Q1",1335582000,514762000,820820000,87323000,0,0,259194000,27766000,374283000,889045000,-8793000,0,8793000,47698000,503284000,455586000,-9049000,446537000,256000,446793000,98257000,348536000,0,0,348536000,0,348536000,2.38,2.37,146472000,147037000
"2025-07-31","0L7F.L","USD","0000091419","2025-08-27","2025-08-27 16:17:29","2026","Q1",2113300000,1638600000,474700000,0,0,377400000,377400000,51700000,429100000,2067700000,-100200000,0,100200000,135200000,178900000,43700000,1900000,45600000,-102100000,-56500000,-12600000,-43900000,0,0,-43900000,0,-43900000,-0.41,-0.41,106600000,106600000
"2025-10-31","0L9X.L","USD","0001576942","2025-10-31","2025-10-30 20:00:00","2026","Q1",342127000,198797000,143330000,0,0,0,151905000,0,151905000,350702000,2356000,2356000,0,5994000,-310000,-6304000,-2271000,-8575000,2271000,-6304000,58000,-6362000,0,0,-6362000,0,-6362000,-0.0477,-0.0477,133345589,133345589
"2025-09-27","0LC6.L","USD","0000096021","2025-09-08","2025-09-08 06:08:18","2026","Q1",21148000000,17247000000,3901000000,0,0,0,0,3101000000,3101000000,20348000000,-172000000,0,172000000,233000000,1005000000,772000000,28000000,800000000,-200000000,600000000,124000000,476000000,0,0,476000000,0,476000000,0.99,0.99,478761180,480365666
"2025-05-03","0LCE.L","USD","0000109198","2025-05-30","2025-05-30 11:12:46","2026","Q1",13111000000,9246000000,3865000000,0,0,0,2549000000,0,2549000000,11795000000,30000000,48000000,18000000,296000000,1660000000,1364000000,-48000000,1316000000,30000000,1346000000,310000000,1036000000,0,0,1036000000,0,1036000000,0.92,0.92,1132000000,1132000000
"2025-06-30","0LCX.L","USD","0000946581","2025-08-07","2025-08-07 16:47:54","2026","Q1",1503800000,558800000,945000000,261400000,207000000,408800000,615800000,46200000,923400000,1482200000,-14300000,0,14300000,263000000,280400000,17400000,4200000,21600000,-35400000,-13800000,-1900000,-11900000,0,0,-11900000,0,-11900000,-0.0658,-0.0658,180800000,180800000
"2025-09-27","0LD5.L","USD","0001116132","2025-11-06","2025-11-06 06:47:38","2026","Q1",1704600000,404100000,1300500000,0,0,0,972300000,0,972300000,1376400000,-12800000,0,12800000,37200000,368700000,331500000,-3300000,328200000,-9500000,318700000,43900000,274800000,0,0,274800000,0,274800000,1.32,1.28,214687500,215500000
"2025-10-31","0LF8.L","USD","0000730263","2025-12-03","2025-12-03 06:34:13","2026","Q1",2389123000,2068149000,320974000,0,0,0,254030000,0,254030000,2322179000,-8995000,0,8995000,0,66944000,0,0,66944000,0,32488000,9319000,0,0,0,21669000,0,0,0.41,0.41,52690083,52975577
"2025-09-30","0LHO.L","USD","0000820318","2025-11-05","2025-11-05 16:16:03","2026","Q1",1581378000,1002178000,579200000,154877000,0,0,0,252084000,406961000,1409139000,0,0,0,122429000,339315000,216886000,-44647000,172239000,44647000,216886000,-8310000,225196000,0,0,226349000,1,192870000,1.24,1.24,155500000,155500000
"2025-09-30","0LHX.L","USD","0000754811","2025-11-12","2025-11-12 16:18:17","2026","Q1",2251000,1182000,1069000,0,1410000,161000,1571000,13000,1584000,2766000,-2000,0,2000,11000,1857000,1846000,-2361000,-515000,2359000,1844000,337000,1507000,0,0,1507000,0,1507000,0.12,0.12,12971512,12974543
"2025-09-30","0LI9.L","USD","0001511737","2025-09-30","2025-09-29 20:00:00","2026","Q1",733773000,396364000,337409000,48543000,0,0,27144000,0,75687000,472051000,-3182000,0,3182000,5089000,266810999,261721999,0,261721999,-3181999,258540000,50664000,207876000,0,0,207876000,0,207876000,3.44,3.43,60499000,60559000
"2025-10-31","0LJQ.L","USD","0001334933","2025-12-10","2025-12-09 19:55:49","2026","Q1",0,0,0,0,7423000,0,7423000,0,7423000,0,0,2763000,-723000,1479000,-28343000,0,0,-29822000,18813000,-11009000,0,0,0,0,-11009000,0,0,-0.02,-0.02,467942060,467942060
"2025-10-31","0LK3.L","USD","0000812011","2025-10-31","2025-10-30 20:00:00","2026","Q1",271029000,376044000,-105015000,0,0,0,106724000,0,106724000,482768000,-48264000,3023000,51287000,73117000,-132667000,-205784000,-5955000,-211739000,-45332000,-257071000,-60615000,-196456000,0,0,-186752000,0,-186752000,-5.2,-5.2,35910000,35910000
"2025-04-30","0LO3.L","USD","0001393052","2025-06-02","2025-06-02 16:05:29","2026","Q1",759043000,173824000,585219000,184033000,68826000,98628000,167454000,0,351487000,525311000,0,0,0,9822000,243554000,233732000,0,233732000,65089000,298821000,70631000,228190000,0,0,228190000,0,228190000,1.4,1.37,162749000,166229000
"2025-04-30","0M18.L","USD","0001327811","2025-05-23","2025-05-23 16:03:31","2026","Q1",2240000000,537000000,1703000000,663000000,212000000,623000000,835000000,166000000,1664000000,2201000000,64000000,93000000,29000000,84000000,216000000,132000000,-93000000,39000000,64000000,103000000,35000000,68000000,0,0,68000000,0,68000000,0.26,0.25,266516000,270296000
"2025-04-30","0M2Q.L","USD","0001614178","2025-06-09","2025-06-09 16:06:16","2026","Q1",109483000,27105000,82378000,21896000,23155000,36209000,59364000,0,81260000,108365000,-10000,632000,642000,9170000,10565000,1395000,-277000,1118000,-365000,753000,-17000,770000,0,0,770000,0,770000,0.0061,0.0059,125651595,131272117
"2025-07-31","0MJH.L","EUR","0000000000","2025-07-31","2025-07-31 00:00:00","2026","Q1",266406000,173167000,93239000,17100000,12996000,81501000,94497000,-17529000,94068000,267235000,-1998000,277000,2275000,13514000,11923000,-1591000,762000,-829000,-3037000,-3866000,114000,-3980000,0,0,-3875000,0,-3875000,-0.0915,-0.0915,42338000,42338000
"2025-09-30","0NLY.L","EUR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q1",438230000,380353000,57877000,0,0,0,0,57748000,57748000,438101000,-1949000,495000,2444000,15232000,15856000,624000,-495000,129000,-1949000,-1820000,2222000,-4042000,0,0,-4042000,0,-4042000,-0.06,-0.06,67366667,67366667
"2025-07-31","0O5H.IL","SEK","0000000000","2025-07-31","2025-07-31 00:00:00","2026","Q1",3646000000,2305000000,1342000000,438000000,321000000,377000000,698000000,-14000000,1122000000,3427000000,-83000000,0,83000000,313000000,509000000,196000000,23000000,219000000,-83000000,136000000,30000000,106000000,0,1000000,107000000,0,107000000,0.28,0.28,382000000,382000000
"2025-07-31","0QHK.L","EUR","0000000000","2025-07-31","2025-07-31 00:00:00","2026","Q1",829135000,711749000,117386000,0,0,0,0,86426000,86426000,798175000,310000,11205000,10895000,21445000,63711000,42266000,-11306000,30960000,411000,31371000,7888000,23483000,0,0,21583000,0,21583000,1.41,1.41,15343112,15343112
"2025-06-30","0QS9.L","EUR","0000000000","2025-06-30","2025-06-30 00:00:00","2026","Q1",172644000,24304000,148340000,0,29000,95616000,95645000,20515000,116160000,140464000,-9352000,0,9352000,11515000,43135000,31620000,560000,32180000,-13101000,19079000,5510000,13569000,0,0,13569000,0,13569000,0.12,0.11,123355666,120989919
