"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","cashAndCashEquivalents","shortTermInvestments","cashAndShortTermInvestments","netReceivables","accountsReceivables","otherReceivables","inventory","prepaids","otherCurrentAssets","totalCurrentAssets","propertyPlantEquipmentNet","goodwill","intangibleAssets","goodwillAndIntangibleAssets","longTermInvestments","taxAssets","otherNonCurrentAssets","totalNonCurrentAssets","otherAssets","totalAssets","totalPayables","accountPayables","otherPayables","accruedExpenses","shortTermDebt","capitalLeaseObligationsCurrent","taxPayables","deferredRevenue","otherCurrentLiabilities","totalCurrentLiabilities","longTermDebt","capitalLeaseObligationsNonCurrent","deferredRevenueNonCurrent","deferredTaxLiabilitiesNonCurrent","otherNonCurrentLiabilities","totalNonCurrentLiabilities","otherLiabilities","capitalLeaseObligations","totalLiabilities","treasuryStock","preferredStock","commonStock","retainedEarnings","additionalPaidInCapital","accumulatedOtherComprehensiveIncomeLoss","otherTotalStockholdersEquity","totalStockholdersEquity","totalEquity","minorityInterest","totalLiabilitiesAndTotalEquity","totalInvestments","totalDebt","netDebt"
"2025-10-31","0M18.L","USD","0001327811","2025-11-26","2025-11-26 16:03:42","2026","Q3",2609000000,4234000000,6843000000,1750000000,1750000000,0,0,0,582000000,9175000000,1853000000,4263000000,549000000,4812000000,305000000,905000000,701000000,8576000000,0,17751000000,103000000,103000000,0,0,117000000,0,0,3871000000,926000000,5017000000,2986000000,690000000,70000000,0,109000000,3855000000,0,690000000,8872000000,-2706000000,0,0,-657000000,12311000000,-69000000,0,8879000000,8879000000,0,17751000000,4539000000,3793000000,1184000000
"2025-10-31","0M2Q.L","USD","0001614178","2025-12-08","2025-12-08 16:11:40","2026","Q3",139916000,0,139916000,62857000,62857000,0,0,0,40072000,242845000,88900000,110726000,89172000,199898000,0,0,24130000,312928000,0,555773000,0,0,0,0,18147000,0,0,154631000,49185000,221963000,65140000,65140000,400000,3600000,15331000,178638000,0,65140000,400601000,-190357000,0,158000,-673463000,1021190000,-2356000,0,155172000,155172000,0,555773000,0,83287000,-56629000
"2025-11-30","0R0P.L","USD","0001070235","2025-12-19","2025-12-19 16:20:39","2026","Q3",284300000,33900000,318200000,199947197,149013489,50933707,0,0,-1747197,516400000,29400000,478100000,40700000,518800000,59300000,0,0,607500000,0,1123900000,25815714,13400000,12459321,0,21200000,0,12500000,121300000,84159984,252475698,195561516,21131009,4784379,0,1794142,223271047,0,21131009,475746746,0,0,2944187596,-2192441951,0,-13100000,0,738688275,738688275,0,1214435021,93200000,21200000,-263100000
"2025-11-01","0R18.L","USD","0000764478","2025-12-05","2025-12-05 16:57:48","2026","Q3",1194000000,162000000,1356000000,1017000000,1017000000,0,7993000000,0,207000000,10573000000,4875000000,790000000,7000000,797000000,41000000,0,500000000,6213000000,0,16786000000,7319000000,7319000000,0,392000000,629000000,0,0,1084000000,689000000,10113000000,1155000000,2309000000,0,0,556000000,4020000000,0,2309000000,14133000000,0,0,22000000,2306000000,16000000,309000000,0,2653000000,2653000000,0,16786000000,203000000,4093000000,2899000000
"2025-10-31","0V9N.L","USD","0001571123","2025-10-31","2025-10-30 20:00:00","2026","Q3",48000000,0,48000000,1045000000,1045000000,0,0,145000000,19000000,1257000000,270000000,2960000000,779000000,3739000000,76000000,0,81000000,4166000000,0,5423000000,627000000,627000000,0,308000000,12000000,0,0,24000000,79000000,1050000000,2475000000,159000000,1000000,124000000,102000000,2861000000,0,159000000,3911000000,0,0,0,1504000000,0,8000000,0,1512000000,1512000000,0,5423000000,76000000,2646000000,2598000000
"2025-10-31","0XNH.L","USD","0001261333","2025-12-05","2025-12-05 16:57:27","2026","Q3",600291000,256579999,856871000,363956000,363956000,0,0,0,86328000,1307155000,476819000,457247000,60816000,518063000,208529000,838694000,632779000,2674884000,0,3982039000,22482000,22482000,0,180982000,15840000,0,0,1444599000,119841000,1783744000,0,134533000,28027000,18497000,35717000,216774000,0,134533000,2000518000,-3387000,0,20000,-1668720000,3665653000,-12045000,0,1981521000,1981521000,0,3982039000,465109000,150373000,-449918000
"2025-10-31","0YU1.L","USD","0001280263","2025-12-04","2025-12-04 14:30:54","2026","Q3",174057000,121241000,295298000,42227000,42227000,0,39159000,0,6983000,383667000,23490000,303625000,37954000,341579000,0,0,3154000,368223000,0,751890000,36813000,34923000,1890000,0,1733000,0,1890000,17509000,88398000,144453000,11913000,11913000,0,0,0,17324000,0,11913000,161777000,0,0,19000,-311487000,901047000,534000,0,590113000,590113000,0,751890000,121241000,13646000,-160411000
"2025-10-31","12DA.DE","USD","0001571996","2025-11-25","2025-11-25 16:10:47","2026","Q3",9569000000,0,9569000000,11721000000,0,0,6949000000,0,14863000000,43102000000,6538000000,19358000000,4628000000,23986000000,1760000000,0,12093000000,44377000000,0,87479000000,0,23794000000,0,0,7394000000,0,0,12649000000,30473000000,50516000000,23849000000,0,0,0,15734000000,39583000000,0,0,90099000000,0,0,0,1420000000,0,-654000000,0,-2620000000,-2620000000,0,87479000000,0,31243000000,21674000000
"2025-11-30","2300.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",455059000,0,455059000,162939000,162939000,0,49598000,77910000,82473000,827979000,1925065000,41932000,125002000,166934000,707074000,0,909668000,3708741000,0,4536720000,101745000,33427000,68318000,42194000,432742000,0,0,0,574667000,1151348000,494918000,0,0,0,549391000,1044309000,0,0,2195657000,-167015000,0,555092000,1140505000,395973000,416503000,1000,2341059000,2341059000,0,4536716000,707074000,927660000,472601000
"2025-11-30","2337.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",51635000000,0,51635000000,5890000000,0,5890000000,0,0,-57525000000,0,174783000000,758000000,0,1777000000,0,333000000,-176893000000,0,444045000000,444045000000,0,0,0,0,31391000000,0,0,0,10208000000,41599000000,266792000000,0,0,1653000000,-268445000000,0,276797000000,0,318396000000,-13097000000,0,26953000000,87390000000,10370000000,2876000000,3000000,114495000000,125653000000,11158000000,444049000000,0,298183000000,246548000000
"2025-11-30","2341.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",1610265000,0,1610265000,439358000,439358000,0,0,0,120649000,2170272000,544273000,424277000,119497000,543774000,0,0,165966000,1254013000,0,3424285000,43235000,0,43235000,48227000,0,0,0,0,543993000,635455000,0,0,0,0,32759999,32759999,0,0,668215000,-1374007000,0,455997000,3133775000,538374000,1928999,2000,2756070000,2756070000,0,3424285000,0,0,-1610265000
"2025-11-30","2354.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",3642899000,0,3642899000,5526980000,5526980000,0,539774000,0,789003000,10498656000,982352000,0,520748000,520748000,0,990322000,1082544999,3575966999,0,14074623000,1671311000,1558746000,112565000,36200000,0,0,0,468371000,2467530000,4643412000,0,0,0,0,1857697000,1857697000,0,0,6501109000,-313352000,0,750608000,6237046000,404608000,481150000,999.9999999403954,7560061000,7573513000,13452000,14074622000,0,0,-3642899000
"2025-11-30","2670.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",195490000000,0,195490000000,21622000000,21622000000,0,116409000000,0,7947000000,341468000000,55225000000,79000000,3440000000,3519000000,20166000000,1995000000,27466000000,108371000000,0,449839000000,41538000000,34723000000,6815000000,2240000000,4754000000,0,0,985000000,12936000000,62453000000,0,0,0,0,2091000000,2091000000,0,0,64544000000,-4000000,0,19972000000,313727000000,24114000000,24636000000,3000000,382448000000,385295000000,2847000000,449839000000,20166000000,4754000000,-190736000000
"2025-11-30","3080.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",4173048000,0,4173048000,560063000,560063000,0,2412595000,0,210796000,7356502000,2566467000,156873000,158835000,315708000,0,209313000,1132844999,4224332999,0,11580835000,2458428000,2405453000,52975000,64281000,879649000,0,0,0,624534000,4026892000,254360000,142823000,0,9774000,816700000,1223657000,0,142823000,5250549000,-57000,0,320300000,5750440000,259600000,0,0,6330283000,6330283000,0,11580832000,0,1276832000,-2896216000
"2025-11-30","3382.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",664694000000,13993000000,678687000000,332469000000,332469000000,0,220174000000,86502000000,408001000000,1725833000000,4133968000000,2029505000000,359206000000,2388711000000,373891000000,42506000000,249072000000,7188148000000,0,8913981000000,469922000000,453456000000,16466000000,1583000000,937124000000,0,0,67506000000,643560000000,2119695000000,1573277000000,1174328000000,0,222687000000,294773000000,3265065000000,0,1174328000000,5384760000000,-461574000000,0,50000000000,2811982000000,293432000000,808071000000,3000000,3501914000000,3529221000000,27307000000,8913981000000,387884000000,3684729000000,3020035000000
"2025-11-30","3678.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",12107000000,0,12107000000,28528000000,28528000000,0,0,0,1922000000,42557000000,529000000,4015000000,1746000000,5761000000,5735000000,310000000,613000000,12948000000,0,55505000000,30407000000,29669000000,738000000,84000000,1416000000,0,0,0,2611000000,34518000000,1247000000,0,0,67000000,749000000,2063000000,0,0,36581000000,-48000000,0,6019000000,5731000000,5961000000,1084000000,2000000,18749000000,18921000000,172000000,55502000000,5735000000,2663000000,-9444000000
"2025-11-30","4530.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",101418000000,9358000000,110776000000,48525000000,48525000000,0,25703000000,0,10543000000,195547000000,59861000000,1180000000,4374000000,5554000000,69115000000,0,12232000000,146762000000,0,342309000000,18569000000,17157000000,1412000000,980000000,927000000,0,0,0,31372000000,51848000000,1431000000,0,0,0,17414000000,18845000000,0,0,70693000000,-20468000000,0,8473000000,223384000000,2272000000,51892000000,3340000000,268893000000,271614000000,2721000000,342307000000,78473000000,2358000000,-99060000000
"2025-10-31","4592.T","JPY","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",1905912000,0,1905912000,0,0,0,0,265841000,129791000,2301544000,39636000,0,43891000,43891000,0,0,21132000,104659000,0,2406203000,907000,0,907000,87698000,196000000,0,0,0,151193000,435798000,1101600000,0,0,376618000,0,1478218000,0,0,1914016000,-1161000,0,1236068000,132822000,4947511000,-5823054000,1000,492187000,492187000,0,2406203000,0,1297600000,-608312000
"2025-12-31","5PAISA.BO","INR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",95000000,13539000000,13634000000,0,0,0,0,0,-13634000000,0,134000000,0,0,29000000,0,107000000,-270000000,0,18569000000,18569000000,0,0,0,0,0,0,0,0,505000000,505000000,2881000000,0,0,0,-2881000000,0,11673000000,0,12178000000,0,0,312000000,0,0,0,6079000000,6391000000,6391000000,0,18569000000,13539000000,2881000000,2786000000
"2025-12-31","5PAISA.NS","INR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",95000000,13539000000,13634000000,0,0,0,0,0,-13634000000,0,134000000,0,0,29000000,0,107000000,-270000000,0,18569000000,18569000000,0,0,0,0,0,0,0,0,505000000,505000000,2881000000,0,0,0,-2881000000,0,11673000000,0,12178000000,0,0,312000000,0,0,0,6079000000,6391000000,6391000000,0,18569000000,13539000000,2881000000,2786000000
"2025-10-31","5ZM.F","USD","0001585521","2025-11-25","2025-11-25 16:02:47","2026","Q3",1215877000,6727428000,7943305000,417693000,417693000,0,0,0,353969000,8714967000,325721000,307295000,0,307295000,1052604000,746400000,243824000,2675844000,0,11390811000,12843000,12843000,0,514778000,0,0,0,1431802000,0,1959423000,0,28072000,12682000,0,103794000,144548000,0,28072000,2103971000,0,0,296000,5025586000,4250595000,10363000,0,9286840000,9286840000,0,11390811000,7780032000,28072000,-1187805000
"2025-11-30","6506.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",43721000000,0,43721000000,190403000000,190403000000,0,216906000000,0,22043000000,473073000000,174299000000,7372000000,28121000000,35493000000,87488000000,10701000000,15513000000,323494000000,0,796567000000,62980000000,60297000000,2683000000,0,58359000000,0,0,46106000000,53682000000,221127000000,49025000000,10322000000,0,7143000000,36252000000,102742000000,0,10322000000,323869000000,-31609000000,0,30562000000,358120000000,29853000000,76297000000,1000000,463224000000,472696000000,9472000000,796565000000,87488000000,117706000000,73985000000
"2025-11-30","6532.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",68797000000,0,68797000000,23473000000,23473000000,0,700000000,0,4963000000,97933000000,10173000000,19187000000,102000000,19289000000,2997000000,3008000000,70000000,35537000000,0,133470000000,3834000000,0,3834000000,0,2609000000,0,0,0,17733000000,24176000000,0,3134000000,0,0,1157000000,4291000000,0,3134000000,28467000000,-11025000000,0,282000000,107453000000,8293000000,5000000,-5000000,105003000000,105003000000,0,133470000000,2997000000,5743000000,-63054000000
"2025-11-30","7649.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",108033000000,0,108033000000,74626000000,74626000000,0,101518000000,0,23863000000,308040000000,124331000000,43668000000,8453000000,52121000000,59524000000,30163000000,41696000000,307835000000,0,615875000000,165615000000,164522000000,1093000000,6417000000,26860000000,0,0,0,41952000000,240844000000,68324000000,0,0,0,26148000000,94472000000,0,0,335316000000,-18158000000,0,15434000000,261205000000,21493000000,566000000,2000000,280542000000,280556000000,14000000,615872000000,59524000000,95184000000,-12849000000
"2025-11-30","8227.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",138992000000,142089000000,281081000000,28869000000,28869000000,0,78669000000,0,3459000000,392078000000,153328000000,0,1614000000,1614000000,0,0,69882000000,224824000000,0,616902000000,57013000000,50952000000,6061000000,135000000,0,0,0,0,26433000000,83581000000,0,0,0,0,10952000000,10952000000,0,0,94533000000,-1411000000,0,17086000000,481741000000,18692000000,6257000000,1000000,522366000000,522366000000,0,616899000000,142089000000,0,-138992000000
"2025-11-30","8233.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",81674000000,0,81674000000,213399000000,213399000000,0,41759000000,0,48305000000,385137000000,751360000000,2764000000,34557000000,37321000000,123653000000,0,39504000000,951838000000,0,1336975000000,156770000000,151013000000,5757000000,0,23427000000,0,0,113599000000,141496000000,435292000000,196718000000,119154000000,0,0,81318000000,397190000000,0,119154000000,832482000000,-27530000000,0,66025000000,357614000000,37522000000,41252000000,2463000000,477346000000,504490000000,27144000000,1336972000000,123653000000,339299000000,257625000000
"2025-11-30","8267.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",1102422000000,1227610000000,2330032000000,5785188000000,1997565000000,3787623000000,696723000000,0,587278000000,9399221000000,3734947000000,134917000000,272403000000,407320000000,348534000000,177996000000,624735000000,5293532000000,0,14692753000000,1483076000000,1447977000000,35099000000,64846000000,944123000000,0,0,0,6641040000000,9133085000000,2734092000000,0,0,37419000000,807904000000,3579415000000,0,0,12712500000000,-6545000000,0,220007000000,390380000000,412549000000,139523000000,2000000,1155916000000,1980246000000,824330000000,14692746000000,1576144000000,3678215000000,2575793000000
"2025-11-30","9238.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",1040032999,0,1040032999,3422096000,3422096000,0,0,50727000,389196000,4902052000,85622000,111430000,17727000,129157000,0,0,205541999,420320999,0,5322373000,3153107000,3113662000,39445000,0,401594000,0,0,21253000,565997000,4141951000,568088000,0,0,0,0,568087999,0,0,4710039000,-71158000,0,50000000,401813000,231678000,0,0,612333000,612333000,0,5322372000,0,969682000,-70350999
"2025-11-30","9793.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",16339000000,0,16339000000,15291000000,15291000000,0,2420000000,0,548000000,34598000000,53827000000,690000000,1117000000,1807000000,6978000000,1488000000,4186000000,68286000000,0,102884000000,6107000000,4457000000,1650000000,411000000,3613000000,0,0,0,4833000000,14964000000,3748000000,0,0,258000000,1768000000,5774000000,0,0,20738000000,-2761000000,0,6382000000,74070000000,1763000000,288000000,2000000,79744000000,82143000000,2399000000,102881000000,6978000000,7361000000,-8978000000
"2025-10-31","AAB.TO","CAD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",132452,2095786,2228238,552670,0,552670,0,0,-2780908,0,0,0,0,0,0,0,0,0,3495161,3495161,0,0,0,0,43787,0,0,0,2370085,2413872,0,0,0,0,0,0,0,0,2413872,0,0,49521078,-57102221,0,8662432,0,1081289,1081289,0,3495161,2095786,43787,-88665
"2025-10-31","AABVF","CAD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",132434,2096000,2228000,552595,0,552595,0,0,-3000000,0,0,0,0,0,0,0,0,0,3495000,3495000,0,0,0,0,43780,0,0,0,2370000,2414000,0,0,0,0,0,0,0,0,2414000,0,0,49514000,-57000000,0,8661000,0,1081000,1081000,0,3495000,2096000,43780,0
"2025-10-31","ADSK","USD","0000769397","2025-11-26","2025-11-26 16:03:09","2026","Q3",1989000000,300000000,2289000000,806000000,806000000,0,0,0,800000000,3895000000,152000000,4278000000,493000000,4771000000,302000000,936000000,1142000000,7303000000,0,11198000000,482000000,384000000,98000000,177000000,0,57000000,98000000,3577000000,442000000,4735000000,2482000000,195000000,269000000,27000000,597000000,3570000000,0,252000000,8305000000,0,0,4588000000,-1432000000,0,-263000000,0,2893000000,2893000000,0,11198000000,602000000,2734000000,745000000
"2025-11-30","AFDG","USD","0001486297","2025-11-30","2025-11-29 19:00:00","2026","Q3",17088,1118,18206,0,0,0,0,0,10000,28206,0,0,0,0,0,0,0,0,0,28206,798606,798606,0,0,0,0,0,0,0,798606,0,0,0,0,0,0,0,0,798606,0,0,694363,-2410126,788735,156628,0,-770400,-770400,0,28206,1118,0,-17088
"2025-10-31","AGX","USD","0000100591","2025-12-04","2025-12-04 16:21:40","2026","Q3",306294000,420527000,726821000,213391000,208783000,4608000,6759000,6311000,43889000,997171000,21633000,28033000,1532000,29565000,2500000,0,0,53697999,0,1050869000,100798000,100798000,0,28045000,2626000,0,0,451918000,36473000,619860000,0,0,0,6116000,5182999,11298999,0,0,631159000,-113590000,0,2374000,363960000,167075000,-109000,0,419710000,419710000,0,1050869000,423027000,2626000,-303668000
"2025-10-31","AIR.V","CAD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",1643422,0,1643422,160950,0,160950,0,20884,0,1825256,4255,0,0,0,0,0,34773042,34777297,0,36602553,0,0,0,0,3500000,0,0,0,71710,3571710,0,0,0,0,0,0,0,0,3571710,0,0,109739669,-91104425,0,14395599,0,33030842,33030842,0,36602553,0,3500000,1856578
"2025-11-30","AITX","USD","0001498148","2026-01-14","2026-01-14 16:00:06","2026","Q3",143801,0,143801,1306020,1306020,0,1138333,0,505285,3093439,1191757,0,0,0,0,0,5346507,6538264,0,9631703,0,0,0,0,6992288,0,0,162811,9962169,17117268,711842,0,0,0,40505526,41217368,0,0,58334636,0,882831,232878,-165088555,115170827,99086,0,-48702933,-48702933,0,9631703,0,7704130,7560329
"2025-10-31","ALOT","USD","0000008146","2025-11-06","2025-11-06 16:48:09","2026","Q3",3606000,0,3606000,20396000,20396000,0,45124000,0,5022000,74148000,17282000,17121000,22070000,39191000,0,8565000,1647000,66685000,0,140833000,7402000,7402000,0,0,21298000,0,684000,846000,11085000,40631000,2107000,2107000,1061000,0,21215000,23322000,0,2107000,63953000,-35226000,0,553000,48139000,65681000,-2267000,0,76880000,76880000,0,140833000,0,23405000,19799000
"2025-10-31","AMBA","USD","0001280263","2025-12-04","2025-12-04 14:30:54","2026","Q3",174057000,121241000,295298000,42227000,42227000,0,39159000,0,6983000,383667000,23490000,303625000,37954000,341579000,0,0,3154000,368223000,0,751890000,36813000,34923000,1890000,0,1733000,0,1890000,17509000,88398000,144453000,11913000,11913000,0,0,0,17324000,0,11913000,161777000,0,0,19000,-311487000,901047000,534000,0,590113000,590113000,0,751890000,121241000,13646000,-160411000
"2025-11-30","AMKYF","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",195145000000,0,195145000000,21584000000,21584000000,0,116203000000,0,7933000000,340865000000,55127000000,78860000,3434000000,3513000000,20130000000,1991000000,27417000000,108180000000,0,449045000000,41465000000,34662000000,6803000000,2236000000,4746000000,0,0,983261000,12913000000,62343000000,0,0,0,0,2087000000,2087000000,0,0,64430000000,-4000000,0,19937000000,313173000000,24071000000,24592000000,2995000,381773000000,384615000000,2842000000,449045000000,20130000000,4746000000,-190399000000
"2025-11-30","AONNF","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",1100475000000,1225442000000,2325917000000,5774972000000,1994038000000,3780934000000,695493000000,0,586241000000,9382623000000,3728352000000,134679000000,271922000000,406601000000,347918000000,177682000000,623632000000,5284184000000,0,14666807000000,1480457000000,1445420000000,35037000000,64731000000,942456000000,0,0,0,6629312000000,9116957000000,2729264000000,0,0,37353000000,806477000000,3573094000000,0,0,12690051000000,-6533000000,0,219619000000,389691000000,411820000000,139277000000,1996000,1153875000000,1976749000000,822874000000,14666800000000,1573361000000,3671720000000,2571244000000
"2025-11-30","AONNY","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",1101369000000,1226438000000,2327807000000,5779664000000,1995658000000,3784006000000,696058000000,0,586717000000,9390246000000,3731381000000,134788000000,272143000000,406931000000,348201000000,177826000000,624139000000,5288478000000,0,14678724000000,1481660000000,1446594000000,35065000000,64784000000,943221000000,0,0,0,6634699000000,9124365000000,2731481000000,0,0,37383000000,807133000000,3575997000000,0,0,12700362000000,-6539000000,0,219797000000,390007000000,412155000000,139390000000,1998000,1154812000000,1978355000000,823543000000,14678717000000,1574639000000,3674703000000,2573334000000
