"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","revenue","costOfRevenue","grossProfit","researchAndDevelopmentExpenses","generalAndAdministrativeExpenses","sellingAndMarketingExpenses","sellingGeneralAndAdministrativeExpenses","otherExpenses","operatingExpenses","costAndExpenses","netInterestIncome","interestIncome","interestExpense","depreciationAndAmortization","ebitda","ebit","nonOperatingIncomeExcludingInterest","operatingIncome","totalOtherIncomeExpensesNet","incomeBeforeTax","incomeTaxExpense","netIncomeFromContinuingOperations","netIncomeFromDiscontinuedOperations","otherAdjustmentsToNetIncome","netIncome","netIncomeDeductions","bottomLineNetIncome","eps","epsDiluted","weightedAverageShsOut","weightedAverageShsOutDil"
"2025-12-27","0KSJ.L","USD","0001604778","2026-01-28","2026-01-28 16:11:51","2026","Q3",992959000,528768000,464191000,178066000,32007000,49424000,81431000,12553000,272050000,800818000,-18024000,0,18024000,61779000,269606000,207827000,-15686000,192141000,-2338000,189803000,25741000,164062000,0,0,164062000,0,164062000,1.77,1.75,92827000,93770000
"2025-11-01","0LCE.L","USD","0000109198","2025-12-02","2025-12-02 11:19:44","2026","Q3",15117000000,10134000000,4983000000,0,0,0,3039000000,-28000000,3011000000,13145000000,-28000000,0,28000000,316000000,2260000000,1944000000,28000000,1972000000,-56000000,1916000000,474000000,1442000000,0,0,1442000000,0,1442000000,1.28,1.28,1126000000,1126000000
"2025-10-31","0LO3.L","USD","0001393052","2025-11-21","2025-11-21 16:07:12","2026","Q3",811236000,199465000,611771000,191883000,68483000,110552000,179035000,0,370918000,570383000,0,0,0,19948000,260801000,240853000,0,240853000,71933000,312786000,76583000,236203000,0,0,236203000,0,236203000,1.44,1.4,163676000,167953000
"2025-10-31","0M18.L","USD","0001327811","2025-11-26","2025-11-26 16:03:42","2026","Q3",2432000000,591000000,1841000000,666000000,234000000,677000000,911000000,5000000,1582000000,2173000000,55000000,84000000,29000000,85000000,452000000,367000000,-108000000,259000000,79000000,338000000,86000000,252000000,0,0,252000000,0,252000000,0.95,0.94,266387000,269700000
"2025-10-31","0M2Q.L","USD","0001614178","2025-12-08","2025-12-08 16:11:40","2026","Q3",111998000,29203000,82795000,22614000,18364000,34037000,52401000,0,75015000,104218000,0,1156000,-2358000,0,7780000,0,0,7780000,-1108000,6672000,-536000,0,0,0,6136000,0,0,0.05,0.01,123151525,128888811
"2025-11-30","0R0P.L","USD","0001070235","2025-12-19","2025-12-19 16:20:39","2026","Q3",141800000,31900000,109900000,29600000,36100000,29300000,65400000,3000000,98000000,129900000,2892650,2892650,0,4000000,16500000,12500000,-600000,11900000,2900000,14800000,1100000,13700000,0,0,13700000,0,13700000,0.0232,0.0229,593386000,598054000
"2025-11-01","0R18.L","USD","0000764478","2025-12-05","2025-12-05 16:57:48","2026","Q3",9672000000,7424000000,2248000000,0,0,0,1860000000,3000000,1863000000,9287000000,7000000,19000000,12000000,0,217000000,217000000,168000000,385000000,-181000000,204000000,64000000,140000000,0,0,140000000,0,140000000,0.66,0.66,210700000,212100000
"2025-12-27","0R30.L","USD","0000103379","2026-01-28","2026-01-28 12:37:12","2026","Q3",2875801000,1278176000,1597625000,0,0,0,1308571000,0,1308571000,2586747000,-34611000,5136000,39747000,94359000,496965000,402606000,-113552000,289054000,73805000,362859000,62014000,300845000,0,0,300845000,0,300845000,0.76,0.76,390915000,397157000
"2025-10-31","0V9N.L","USD","0001571123","2025-10-31","2025-10-30 20:00:00","2026","Q3",1866000000,1639000000,227000000,0,0,0,100000000,0,100000000,1739000000,-35000000,0,35000000,38000000,167000000,129000000,-2000000,127000000,-33000000,94000000,16000000,78000000,0,0,78000000,0,78000000,1.7,1.69,45900000,46100000
"2025-10-31","0XNH.L","USD","0001261333","2025-12-05","2025-12-05 16:57:27","2026","Q3",818350000,170546000,647804000,167626000,98307000,296516000,394823000,0,562449000,732995000,-654000,0,654000,98773000,194956000,96183000,-10828000,85355000,10174000,95529000,11804000,83725000,0,0,83725000,0,83725000,0.41,0.4,202619000,210605000
"2025-10-31","0YU1.L","USD","0001280263","2025-12-04","2025-12-04 14:30:54","2026","Q3",108452000,43109000,65343000,61451000,0,0,18927000,0,80378000,123487000,0,0,0,0,-14174000,-14174000,-860999,-15035000,861000,-14174000,933000,-15107000,0,0,-15107000,0,-15107000,-0.35,-0.35,42544622,42544622
"2025-10-31","12DA.DE","USD","0001571996","2025-11-25","2025-11-25 16:10:47","2026","Q3",27005000000,21291000000,5714000000,752000000,0,0,2722000000,121000000,3595000000,24886000000,-178000000,0,178000000,0,2119000000,2119000000,0,2119000000,-178000000,1941000000,393000000,1548000000,0,0,1548000000,0,1548000000,2.24,2.21,692000000,702000000
"2025-12-31","1321.SR","SAR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",640730104,462422097,178308007,0,0,0,0,621200,621200,463043296,0,0,0,0,177686808,177686808,0,177686808,-177686808,0,0,0,0,160001072,160001072,160001072,0,5.08,0,0,0
"2025-12-31","1878.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",484018000000,399920000000,84098000000,0,0,0,46904000000,0,46904000000,446824000000,-584000000,365000000,949000000,6030000000,44868000000,38838000000,-1644000000,37194000000,698000000,37892000000,11581000000,26311000000,0,-1000000,26310000000,0,26310000000,79.12,79.12,332521657,332521657
"2025-12-31","1930.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",17204000000,13704000000,3500000000,0,0,0,1552000000,0,1552000000,15256000000,-2000000,0,2000000,248000000,2266000000,2018000000,-70000000,1948000000,69000000,2017000000,640000000,1377000000,0,0,1377000000,0,1377000000,50.07,50.07,27502545,27502545
"2025-12-31","1934.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",65619000000,53103000000,12516000000,0,0,0,6079000000,0,6079000000,59182000000,36000000,36000000,0,1244000000,8166000000,6922000000,-485000000,6437000000,487000000,6924000000,2190000000,4734000000,0,0,4733000000,0,4733000000,68.91,68.91,68687328,68687328
"2025-12-31","1941.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",53814000000,42728000000,11086000000,0,0,0,4106000000,0,4106000000,46834000000,138000000,138000000,0,1148000000,8611000000,7463000000,-483000000,6980000000,483000000,7463000000,2411000000,5052000000,0,1000000,4990000000,-1000000,4991000000,92.15,92.14,54161572,54168336
"2025-12-31","2002.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",222645000000,170192000000,52453000000,0,0,0,37587000000,0,37587000000,207779000000,-617000000,312000000,929000000,7082000000,26281000000,19199000000,-4333000000,14866000000,3402000000,18268000000,5362000000,12906000000,0,0,12596000000,0,12596000000,43.64,43.64,288664000,288664000
"2025-12-31","20MICRONS.BO","INR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",2148214000,1374402000,773812000,0,0,0,545605000,0,545605000,1920007000,-40784000,0,40784000,48992000,290324000,241332000,-13125000,228207000,-28897000,199310000,50626000,148684000,0,0,149560000,-1000,149561000,4.24,4.24,35286502,35286502
"2025-12-31","20MICRONS.NS","INR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",2148214000,1374402000,773812000,0,0,0,545605000,0,545605000,1920007000,-40784000,0,40784000,48992000,290324000,241332000,-13125000,228207000,-28897000,199310000,50626000,148684000,0,0,149560000,-1000,149561000,4.24,4.24,35286502,35286502
"2025-12-31","2121.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",48997000000,16832000000,32165000000,0,0,0,26210000000,0,26210000000,43042000000,16000000,73000000,57000000,2421000000,10284000000,7863000000,-1908000000,5955000000,1847000000,7802000000,2252000000,5550000000,0,1000000,5661000000,1000000,5660000000,85.66,84.78,66077448,66764353
"2025-12-31","2127.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",15150231000,5124117000,10026114000,0,0,0,2784764000,0,2784764000,7908881000,18819000,34625000,15806000,0,7169795000,7169795000,71555000,7241350000,-87365000,7153985000,2496731000,4657254000,0,0,4611077000,1000,4611076000,14.53,14.53,317323920,317323920
"2025-12-31","2175.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",13871000000,2958000000,10913000000,0,0,0,11399000000,0,11399000000,14357000000,-32000000,0,32000000,1101000000,759000000,-342000000,-144000000,-486000000,112000000,-374000000,-42000000,-332000000,0,0,-332000000,0,-332000000,-4.04,-4.04,82080449,82080449
"2025-12-31","2208.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",34773000000,25847000000,8926000000,0,0,0,6041000000,0,6041000000,31888000000,-6000000,0,6000000,1436000000,4642000000,3206000000,-321000000,2885000000,321000000,3206000000,910000000,2296000000,0,-1000000,2295000000,0,2295000000,94.94,94.94,24172845,24172845
"2025-11-30","2300.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",1131975000,352776000,779199000,0,0,0,893830000,0,893830000,1246606000,-3106000,41000,3147000,28808000,-55990000,-84798000,-29833000,-114631000,26687000,-87944000,-25861000,-62083000,0,1000,-62082000,0,-62082000,-11.8,-11.8,5261026,5261026
"2025-12-31","2327.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",97020000000,70062000000,26958000000,0,0,0,14226000000,0,14226000000,84288000000,245000000,294000000,49000000,3703000000,16723000000,13020000000,-288000000,12732000000,231000000,12963000000,3550000000,9413000000,0,-1000000,9111000000,-1000000,9112000000,49.8,49.8,182981405,182981405
"2025-11-30","2337.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",21993000000,15731000000,6262000000,0,0,0,0,0,0,17520000000,8000000,8000000,0,1241000000,5714000000,4473000000,0,4473000000,-1564000000,2909000000,950000000,1959000000,0,-1000000,1900000000,0,1900000000,4.62,4.62,411040397,411040397
"2025-11-30","2341.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",1144507000,373953000,770554000,0,0,0,725592000,0,725592000,1099545000,1006000,1010000,4000,25052000,73859000,48807000,-3845000,44962000,3841000,48803000,23928000,24875000,0,0,24875000,0,24875000,1.36,1.36,18289482,18289482
"2025-11-30","2354.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",5316162000,3746648000,1569514000,0,0,0,974981000,0,974981000,4721629000,313000,313000,0,72347000,692468000,620121000,-25588000,594533000,25587000,620120000,189073000,431047000,0,0,424418000,0,424418000,23.81,22.3,17825985,19028031
"2025-11-30","2670.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",89153000000,45791000000,43362000000,0,0,0,29774000000,598000000,30372000000,76163000000,172000000,184000000,12000000,1648000000,15404000000,13756000000,-766000000,12990000000,757000000,13747000000,4341000000,9406000000,0,1000000,9365000000,1000000,9364000000,37.82,37.82,247616635,247616635
"2025-12-31","2875.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",146562000000,100226000000,46336000000,0,0,0,21541000000,0,21541000000,121767000000,1490000000,1540000000,50000000,4755000000,31810000000,27055000000,-2260000000,24795000000,2212000000,27007000000,6814000000,20193000000,0,1000000,20106000000,1000000,20105000000,205.62,205.62,97779000,97779000
"2025-11-30","3080.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",6973436000,5169429000,1804007000,0,0,0,1776543000,0,1776543000,6945972000,-358000,2532000,2890000,66197999,111169000,44971000,-17507000,27464000,14618000,42082000,27702000,14380000,0,0,14380000,0,14380000,1.12,1.12,12811720,12811720
"2025-12-31","3092.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",66556000000,6631000000,59925000000,0,0,0,36078000000,0,36078000000,42709000000,-53000000,0,53000000,2003000000,25194000000,23191000000,656000000,23847000000,-709000000,23138000000,7169000000,15969000000,0,1000000,15970000000,0,15970000000,18.06,18.06,884325031,884325031
"2025-12-31","3231.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",183813000000,121624000000,62189000000,0,0,0,0,0,0,160686000000,54000000,54000000,0,7317000000,30444000000,23127000000,0,23127000000,-17044000000,6083000000,-5502000000,11585000000,0,0,11581000000,0,11581000000,13.56,13.56,854170000,854170000
"2025-11-30","3382.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",2434300000000,1726659000000,707641000000,0,0,0,590955000000,0,590955000000,2317614000000,-9967000000,2605000000,12572000000,117930000000,236589000000,118659000000,-1973000000,116686000000,-10602000000,106084000000,29030000000,77054000000,0,0,76660000000,0,76660000000,31.45,31.44,2437861000,2438295165
"2025-12-31","3593.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",9862000000,6597000000,3265000000,0,0,0,2454000000,0,2454000000,9051000000,19000000,45000000,26000000,1374000000,2138000000,764000000,47000000,811000000,-75000000,736000000,206000000,530000000,0,1000000,531000000,0,531000000,24.63,24.63,21559759,21559759
"2025-12-31","360ONE.BO","INR","0000000000","2025-12-31","2025-12-31 00:00:00","2026","Q3",12199900000,3656700000,4642000000,0,0,0,0,1515600000,1515600000,4944900000,-2183700000,775900000,2959600000,408800000,4704200000,4295400000,0,4295400000,-24900000,4270500000,997700000,3272800000,0,0,3272800000,0,3272800000,8.08,7.82,405050000,418517000
"2025-12-31","360ONE.NS","INR","0000000000","2025-12-31","2025-12-31 00:00:00","2026","Q3",12199900000,3656700000,4642000000,0,0,0,0,1515600000,1515600000,4944900000,-2183700000,775900000,2959600000,408800000,4704200000,4295400000,0,4295400000,-24900000,4270500000,997700000,3272800000,0,0,3272800000,0,3272800000,8.08,7.82,405050000,418517000
"2025-11-30","3678.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",26644000000,24366000000,2278000000,0,0,0,1770000000,0,1770000000,26136000000,-9000000,0,9000000,307000000,848000000,541000000,-33000000,508000000,26000000,534000000,200000000,334000000,0,0,307000000,1000000,306000000,20.16,20.16,15179776,15179776
"2025-12-31","4043.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",87768000000,56397000000,31371000000,4611000000,0,0,19181000000,0,23792000000,80189000000,-321000000,49000000,370000000,5383000000,15813000000,10430000000,-2851000000,7579000000,2480000000,10059000000,2998000000,7061000000,0,-1000000,6725000000,0,6725000000,93.47,93.47,71946000,71946000
"2025-12-31","4063.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",649478000000,425814000000,223664000000,18248000000,0,0,41326000000,0,59574000000,485388000000,14053000000,14967000000,914000000,61359000000,253187000000,191828000000,-27738000000,164090000000,26823000000,190913000000,56380000000,134533000000,0,1000000,126477000000,0,126477000000,67.51,67.42,1873349000,1874412000
"2025-12-31","4204.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",330110000000,221887000000,108223000000,0,0,0,80766000000,0,80766000000,302653000000,147000000,538000000,391000000,14570000000,35038000000,20468000000,6989000000,27457000000,-7384000000,20073000000,3359000000,16714000000,0,0,16108000000,0,16108000000,39.15,39.15,411443000,411443000
"2025-12-31","4205.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",103241000000,75035000000,28206000000,0,0,0,20468000000,0,20468000000,95503000000,18000000,52000000,34000000,4288000000,12561000000,8273000000,-535000000,7738000000,505000000,8243000000,2195000000,6048000000,0,-1000000,6019000000,-1000000,6020000000,31.58,31.56,190601055,190736887
"2025-12-31","4307.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",205268000000,129217000000,76051000000,0,0,0,36640000000,0,36640000000,165857000000,94000000,1226000000,1132000000,13043000000,53999000000,40956000000,-1545000000,39411000000,664000000,40075000000,10285000000,29790000000,0,0,29636000000,0,29636000000,51.69,51.69,573390000,573390000
"2025-12-31","4461.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",22598000000,15501000000,7097000000,0,0,0,3906000000,0,3906000000,19407000000,-66000000,5000000,71000000,782000000,4126000000,3344000000,-153000000,3191000000,85000000,3276000000,864000000,2412000000,0,0,2050000000,0,2050000000,193.19,193.19,10611118,10611118
"2025-12-31","4506.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",120624000000,55437000000,65187000000,10350000000,0,0,42935000000,0,53285000000,108722000000,-4880000000,258000000,5138000000,5318000000,19193000000,13875000000,-1973000000,11902000000,-3165000000,8737000000,-80000000,8817000000,0,0,8817000000,0,8817000000,22.19,22.19,397289000,397289000
"2025-12-31","4507.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",147719000000,25652000000,122067000000,29867000000,0,0,35484000000,0,65351000000,91003000000,18918000000,20529000000,1611000000,6035000000,100533000000,94498000000,-37782000000,56716000000,36170000000,92886000000,18206000000,74680000000,0,0,74683000000,0,74683000000,87.76,87.75,850976000,851088000
"2025-11-30","4530.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",39571000000,16428000000,23143000000,0,0,0,18662000000,0,18662000000,35090000000,610000000,615000000,5000000,1740000000,8077000000,6337000000,-1856000000,4481000000,1853000000,6334000000,1345000000,4989000000,0,1000000,4869000000,1000000,4868000000,68.76,68.69,70792558,70869701
"2025-12-31","4547.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",26802000000,14498000000,12304000000,0,0,0,9149000000,0,9149000000,23647000000,27000000,34000000,7000000,1196000000,5397000000,4201000000,-1046000000,3155000000,1042000000,4197000000,916000000,3281000000,0,0,3230000000,0,3230000000,77.92,77.92,41452095,41452095
"2025-12-31","4552.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",8991000000,2480000000,6511000000,5537000000,0,0,2962000000,0,8499000000,10979000000,-135000000,16000000,151000000,559000000,943000000,384000000,-2372000000,-1988000000,2219000000,231000000,142000000,89000000,0,0,34000000,0,34000000,0.28,0.28,121986406,121986406
"2025-12-31","4568.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",558106000000,118279000000,439827000000,122107000000,0,0,228231000000,0,350338000000,468617000000,16914000000,19079000000,2165000000,19647000000,128264000000,108617000000,-19128000000,89489000000,17244000000,106733000000,20100000000,86633000000,0,-1000000,86632000000,0,86632000000,46.8,46.76,1851058000,1852572000
"2025-10-31","4592.T","JPY","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",0,1938000,-1938000,573340000,0,0,210569000,0,783909000,785847000,-8828000,571000,9399000,1938000,-666232000,-668170000,-117677000,-785847000,108279000,-677568000,39076000,-716644000,0,0,-716644000,0,-716644000,-9.95,-9.95,72027793,72027793
"2025-12-31","4661.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",214037000000,114806000000,99231000000,0,0,0,26059000000,0,26059000000,140865000000,-440000000,684000000,1124000000,16662000000,91278000000,74616000000,-1444000000,73172000000,320000000,73492000000,22236000000,51256000000,0,-1000000,51255000000,0,51255000000,31.26,31.26,1639538000,1639538000
"2025-12-31","4684.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",34329000000,7642000000,26687000000,0,0,0,4077000000,0,4077000000,11719000000,90000000,90000000,0,706000000,27639000000,26933000000,-4323000000,22610000000,4323000000,26933000000,7621000000,19312000000,0,1000000,19313000000,0,19313000000,44.02,44.02,438693000,438693000
"2025-12-31","4816.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",22187000000,11145000000,11042000000,0,0,0,4363000000,0,4363000000,15508000000,275000000,275000000,0,191000000,7732000000,7541000000,-862000000,6679000000,864000000,7543000000,2603000000,4940000000,0,-1000000,4939000000,0,4939000000,24.17,24.17,204312971,204312971
"2025-12-31","4832.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",14405244000,10475384000,3929860000,0,0,0,2039949000,0,2039949000,12515333000,20900000,22073000,1173000,724403000,2663683000,1939280000,-49369000,1889911000,48199000,1938110000,464744000,1473366000,0,0,1438116000,1000,1438115000,45.79,45.79,31409675,31409675
"2025-12-31","5140.KL","MYR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",226057000,188769000,37288000,0,0,0,19594000,0,19594000,208363000,-3932000,0,3932000,12737000,28962000,16225000,1469000,17694000,-5610000,12084000,1553000,10531000,0,0,10116000,0,10116000,0.0126,0.0126,800000000,800000000
"2025-12-31","531216.BO","INR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",598838000,553599000,45239000,0,0,0,0,0,0,587951000,0,0,0,2387000,13274000,10887000,0,10887000,-13340000,-2453000,746000,-3199000,0,0,-4086000,0,-4086000,-0.0128,-0.0128,319938080,319938080
"2025-12-31","5332.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",197727000000,126134000000,71593000000,0,0,0,51955000000,0,51955000000,178089000000,15000000,192000000,177000000,7982000000,36349000000,28367000000,-8729000000,19638000000,8552000000,28190000000,8203000000,19987000000,0,1000000,19749000000,-1000000,19750000000,120.12,119.13,164413650,165783207
"2025-12-31","5333.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",161704000000,111823000000,49881000000,0,0,0,25534000000,0,25534000000,137357000000,-131000000,719000000,850000000,14820000000,39451000000,24631000000,-284000000,24347000000,-566000000,23781000000,6418000000,17363000000,0,0,17255000000,-1000000,17256000000,59.56,59.48,289704707,290106531
"2025-12-31","5334.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",174884000000,101936000000,72948000000,0,0,0,34871000000,0,34871000000,136807000000,3142000000,4126000000,984000000,10807000000,53583000000,42776000000,-4699000000,38077000000,3979000000,42056000000,12054000000,30002000000,0,1000000,29796000000,1000000,29795000000,150.43,150.43,198071000,198071000
"2025-12-31","5929.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",158920000000,108157000000,50763000000,0,0,0,34783000000,0,34783000000,142940000000,581000000,933000000,352000000,3959000000,20403000000,16444000000,-464000000,15980000000,114000000,16094000000,4502000000,11592000000,0,0,11554000000,0,11554000000,54.65,54.49,211402306,0
"2025-12-31","5938.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",402561000000,263273000000,139288000000,0,0,0,119644000000,0,119644000000,382917000000,-3175000000,1018000000,4193000000,20947000000,41008000000,20061000000,-417000000,19644000000,-4027000000,15617000000,7105000000,8512000000,0,0,8452000000,0,8452000000,29.4,29.4,287445000,287445000
"2025-12-31","5PAISA.BO","INR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",793366000,103759000,689607000,0,0,0,0,322524000,322524000,628043000,265111000,347236000,82125000,21634000,186957000,165323000,0,-100404000,265727000,165323000,42327000,122996000,0,0,122996000,0,122996000,3.94,3.93,31242300,31296692
"2025-12-31","5PAISA.NS","INR","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",793366000,103759000,689607000,0,0,0,0,322524000,322524000,628043000,265111000,347236000,82125000,21634000,186957000,165323000,0,-100404000,265727000,165323000,42327000,122996000,0,0,122996000,0,122996000,3.94,3.93,31242300,31296692
"2025-10-31","5ZM.F","USD","0001585521","2025-11-25","2025-11-25 16:02:47","2026","Q3",1229835000,271770000,958065000,210097000,94740000,342814000,437554000,0,647651000,919421000,0,0,0,32391000,342805000,310414000,0,310414000,484295000,794709000,181836000,612873000,0,0,612873000,0,612873000,2.03,2,301807298,308702227
"2025-12-31","6146.T","JPY","0000000000","2025-12-31","2025-12-30 19:00:00","2026","Q3",109291000000,31471000000,77820000000,0,0,0,30723000000,0,30723000000,62194000000,9000000,9000000,0,3838000000,50641000000,46803000000,294000000,47097000000,-295000000,46802000000,10061000000,36741000000,0,-1000000,36727000000,1000000,36726000000,338.71,337.63,108430528,108776225
