"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","netIncome","depreciationAndAmortization","deferredIncomeTax","stockBasedCompensation","changeInWorkingCapital","accountsReceivables","inventory","accountsPayables","otherWorkingCapital","otherNonCashItems","netCashProvidedByOperatingActivities","investmentsInPropertyPlantAndEquipment","acquisitionsNet","purchasesOfInvestments","salesMaturitiesOfInvestments","otherInvestingActivities","netCashProvidedByInvestingActivities","netDebtIssuance","longTermNetDebtIssuance","shortTermNetDebtIssuance","netStockIssuance","netCommonStockIssuance","commonStockIssuance","commonStockRepurchased","netPreferredStockIssuance","netDividendsPaid","commonDividendsPaid","preferredDividendsPaid","otherFinancingActivities","netCashProvidedByFinancingActivities","effectOfForexChangesOnCash","netChangeInCash","cashAtEndOfPeriod","cashAtBeginningOfPeriod","operatingCashFlow","capitalExpenditure","freeCashFlow","incomeTaxesPaid","interestPaid"
"2025-06-30","0016.HK","HKD","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",11754000000,0,0,6000000,0,0,0,0,0,-11760000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14226000000,0,14226000000,0,0,0,0,0
"2025-03-31","001720.KS","KRW","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",29688112000,3294818000,0,0,290566083000,0,0,0,290566083000,-37787466000,285761548000,-534709000,-939202000,-8291528000,0,-2357179000,-12122617000,59508698000,79508698000,-20000000000,46029941000,46029941000,46029941000,0,0,-1029413000,-1029413000,0,-420628431000,-316119205000,256188000,-42224086000,346332893000,388556979000,285761548000,-2891891000,282869657000,0,0
"2025-09-30","0029.KL","MYR","0000000000","2025-09-30","2025-09-30 00:00:00","2025","Q4",-9000,0,0,0,2415000,0,0,0,2415000,-1872000,534000,-322000,0,-13437000,-5340000,3763000,-15336000,-19848000,-19848000,0,0,0,0,0,0,0,0,0,-10000,-19858000,17428000,-17232000,51017000,68249000,534000,-322000,212000,0,0
"2025-03-31","0035.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",-335435000,0,0,0,1663577000,-59301000,1902701000,-247108000,67285000,466696000,1794838000,0,0,0,0,-28151000,-28151000,-1996357000,0,-1996357000,40813000,40813000,40813000,0,0,0,0,0,-23244000,-1978788000,-38901000,-251002000,2815883000,3066885000,1794838000,-396082000,1398756000,0,0
"2025-03-31","0052.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",20019000,261452999,0,831000,7099000,7899000,-1631000,0,831000,-9585999,279816000,-55371000,0,0,0,38512000,-16859000,5419000,0,5419000,0,0,0,0,0,-45344000,-45344000,0,-234239000,-274164000,-488000,-11695000,338178000,349873000,279816000,-55371000,224444999,0,16939000
"2025-06-30","0053.HK","USD","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",283061075,0,0,2309893,0,0,0,0,0,-285370968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1541456000,0,1541456000,0,0,0,0,0
"2025-03-31","0057.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",89226000,29280000,0,413000,-522606000,-304096000,-120547000,0,-97963000,258776000,-144911000,-54315000,0,0,0,97370000,43055000,0,0,0,0,0,0,0,0,-23960000,-23960000,0,-1841000,-25801000,-99202000,-226859000,528179000,762235000,-158821000,-54315000,-213136000,0,1561000
"2025-06-30","0065.KL","MYR","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",486926,1101460,0,0,814602,-3571378,11000,0,4374980,1269012,3672000,-525587,0,0,0,-1094413,-1620000,-185000,-41000,-144000,0,0,0,0,0,608,608,0,-157608,-342000,-1573000,136770,22169770,22033000,3672000,-526000,3146000,0,0
"2025-06-30","0083.HK","HKD","0000000000","2025-06-30","2025-06-29 20:00:00","2025","Q4",2199000000,80000000,0,0,0,0,0,0,0,1744000000,4023000000,-87000000,1000000,-3593000000,-7406000000,-6000000,-11091000000,0,0,0,0,0,0,0,0,-288000000,0,0,108000000,-180000000,67000000,-7181000000,16849000000,24030000000,4023000000,-87000000,3936000000,0,0
"2025-09-30","0083.KL","MYR","0000000000","2025-09-30","2025-09-30 00:00:00","2025","Q4",782000,6937000,0,0,6001000,-13742000,6290000,13453000,0,2568000,16288000,-5084000,0,0,0,274000,-4810000,6550000,122000,6428000,66000,66000,66000,0,0,0,0,0,-2479000,4137000,-605000,15010000,59787000,44777000,16288000,-5084000,11204000,0,0
"2025-09-30","0116.KL","MYR","0000000000","2025-09-30","2025-09-30 00:00:00","2025","Q4",4220000,2697000,0,0,1035000,-1422000,343000,-2459000,4573000,-5987000,1965000,-3987000,0,0,0,3304000,-683000,0,0,0,0,0,0,0,0,0,0,0,-1463000,-1463000,-57000,-238000,9109000,9475000,1965000,-3987000,-2022000,0,0
"2025-07-31","0118.KL","MYR","0000000000","2025-07-31","2025-07-30 20:00:00","2025","Q4",1999000,3000,0,0,-1207000,0,0,-1185000,-22000,-1166000,-371000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,9000,16944000,16582000,16774000,192000,-371000,0,-371000,0,0
"2025-06-30","0122.HK","HKD","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-11652000,9791000,0,0,0,0,0,0,0,-24301000,-26162000,-1132000,0,0,0,677000,-455000,-16858000,-16858000,0,0,0,0,0,0,0,0,0,-3619000,-20477000,-242000,109238000,109238000,0,-27722000,-1132000,-28854000,0,0
"2025-03-31","0129.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",-3364498000,68360000,0,0,32712000,-404666000,228905000,0,208473000,4513542000,1250116000,-20898000,0,0,0,249740000,228842000,-1194856000,-1194391000,-465000,0,0,0,0,0,0,0,0,-3365000,-1198221000,-35010000,245727000,1452686000,1206959000,1250116000,-20898000,1229218000,0,1053791999
"2025-03-31","0150.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",-41266000,13270000,0,331000,36878000,18899000,17979000,0,0,47040000,56253000,-4842000,0,0,0,-49588000,-54430000,0,0,0,-740000,-740000,0,-740000,0,-3676000,-3676000,0,-11079000,-15495000,-1818000,-15490000,107999000,123489000,56253000,-4842000,51411000,0,1036000
"2025-06-30","0159.HK","HKD","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-15142,179,0,0,671,671,0,0,0,-8177708,-8192000,-3,0,0,0,2697003,2697000,8997000,8997000,0,0,0,0,0,0,0,0,0,-209000,8788000,-55000,3238000,5274000,2036,-8215,-3,-8218,0,129
"2025-06-30","0166.KL","MYR","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",45570000,33091000,0,6041000,-5468000,-25461000,1177000,18816000,0,2926000,82160000,-29410000,-9000,10162000,0,-84000,-19341000,0,0,0,0,0,0,0,0,0,0,0,-607000,-607000,-31345000,30867000,1733868000,1703001000,82160000,-29494000,52666000,0,0
"2025-03-31","0178.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",44565000,0,0,-111000,6837500,2773500,-3099500,0,7163500,82506500,133798000,0,0,0,0,-46086500,-46086500,0,0,0,0,0,0,0,0,-11637000,-11637000,0,-92409000,-104046000,-2068000,-337903000,0,337903000,133798000,-13348500,120449500,0,0
"2025-03-31","0179.HK","USD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",66595000,65793000,0,-1895500,6365000,-26381000,22036500,0,10709500,88449500,225307000,-48949000,-967000,0,0,-42361198,-92277198,3975169,0,3975169,14230,14230,0,14230,0,-10067500,-10067500,0,-21627888,-27705989,-14944984,102975000,790633000,687658000,225307000,-48949000,63704499,0,-10451000
"2025-09-30","0181.KL","MYR","0000000000","2025-09-30","2025-09-30 00:00:00","2025","Q4",159000,2012000,0,59000,-17740000,-17760000,4022000,0,-4002000,-7414000,-22924000,-1403000,1000000,0,0,56000,-347000,17774000,0,17774000,0,0,0,0,0,0,0,0,-70000,17704000,5000,-5562000,15806000,21368000,-22924000,-1403000,-24327000,0,0
"2025-07-31","0191.HK","HKD","0000000000","2025-07-31","2025-07-30 20:00:00","2025","Q4",-1552333000,295263000,0,0,0,0,0,0,0,2203467000,946397000,-45408000,9657000,-552259000,-42068000,-19527000,-649605000,281088000,0,281088000,0,0,0,0,0,0,0,0,-141857000,139231000,-107090000,328933000,4305657000,3976724000,946397000,-45408000,900989000,0,0
"2025-07-31","0193.HK","HKD","0000000000","2025-07-31","2025-07-30 20:00:00","2025","Q4",-5909000,7623000,0,0,11893000,11347000,479000,-583000,650000,1206000,14813000,-2903000,0,0,0,0,-2903000,-13531000,0,-13531000,10377000,10377000,10377000,0,0,0,0,0,-1420000,-4574000,8374000,15710000,47772000,32061999,14813000,-2903000,11910000,0,0
"2025-09-30","0225.HK","HKD","0000000000","2025-09-30","2025-09-29 20:00:00","2025","Q4",-84699000,716000,0,0,0,0,0,0,0,111472000,27489000,-1511000,0,-30228000,42133000,556000,10950000,-19203000,0,-19203000,0,0,0,0,0,-4407000,0,0,0,-23610000,-108000,14721000,51474000,36753000,27489000,-1511000,25978000,0,0
"2025-06-30","0232.KL","MYR","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-968000,1533000,0,0,-263000,-1002000,739000,0,0,4252000,4554000,-7838000,0,0,0,-469000,-8307000,3474396,2204000,-248630,0,0,0,0,0,-366,-366,0,-3876030,-402000,-524000,-4678000,15424000,20102000,4554000,-7838000,-3284000,0,0
"2025-08-31","0238.KL","MYR","0000000000","2025-08-31","2025-08-30 20:00:00","2025","Q4",1338000,726000,0,0,-2128000,-3805000,148000,1529000,0,-1164000,-1228000,344000,-136000,94000,0,0,302000,394000,0,394000,0,0,0,0,0,-1293000,-1293000,0,344000,-555000,-65000,-1546000,5832000,7378000,-1228000,344000,-884000,0,0
"2025-03-31","0241.HK","CNY","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",331737000,15595000,0,50170000,-2637500,-107688500,114460500,0,-9409500,21572000,416436500,1557000,0,0,0,-1864168000,-1862611000,0,0,0,-8671500,-8671500,0,-8671500,0,0,0,0,-25152500,-33824000,26398000,0,2218296000,3229062000,416436500,1557000,417993500,0,-742500
"2025-10-31","0267.KL","MYR","0000000000","2025-10-31","2025-10-30 20:00:00","2025","Q4",1410000,454000,0,0,-8718000,-11943000,2425000,800000,0,101000,-6753000,6748000,0,0,0,0,6748000,-6179000,0,-6179000,0,0,0,0,0,0,0,0,-66000,-6245000,-9197000,-15447000,9405000,24852000,-6753000,6748000,-5000,0,0
"2025-03-31","0276.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",-933744000,942674000,0,0,37544000,-67776000,-42191000,0,147511000,46335000,92809000,-78882000,0,0,0,2729000,-76153000,-235605000,0,-235605000,0,0,0,0,0,0,0,0,234237000,-1368000,-2460000,12828000,88283000,75455000,93358000,-78882000,14476000,0,1281000
"2025-03-31","0303.HK","USD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",69400000,27400000,0,4000000,-59100000,-49900000,-12800000,0,3600000,219699999,261399999,-12600000,0,0,0,400000,-12200000,0,0,0,-3700000,-3700000,0,-3700000,0,-43000000,-43000000,0,-10400000,-57100000,-6700000,-150200000,0,150200000,261399999,-12600000,248799999,0,3200000
"2025-03-31","0345.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",64159000,253618000,0,14115000,26230000,36626000,-12828000,0,2432000,-70950000,287172000,-67568000,0,0,0,-12047000,-79615000,-125715000,0,-125715000,-40595000,-40595000,0,-40595000,0,-42814000,-42814000,0,-59471000,-268595000,-9687000,-70725000,1268475000,1339200000,274161000,-67568000,206593000,0,16245000
"2025-03-31","0384.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",1490867000,1564541000,0,1445000,-872832000,-2453750000,398234000,0,1182684000,573617000,2757638000,-4637629000,-6185000,0,0,4325114000,-318700000,0,0,0,0,0,0,0,0,-2637765000,-2637765000,0,537842000,-2099922999,-674409000,-9188743000,0,9188743000,2757638000,-4637629000,-1879991000,0,2271042000
"2025-03-31","0398.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",81098000,80616000,0,0,-12715000,23928000,-15732000,0,-20911000,-85753000,63246000,-11936000,0,0,0,19626000,7690000,0,0,0,0,0,0,0,0,-231983000,-57996000,-173987000,-64473000,-296456000,-27787000,-253307000,836081000,1089388000,52185000,-11936000,40249000,0,6690000
"2025-03-31","0423.HK","HKD","0000000000","2025-03-31","2025-03-30 20:00:00","2025","Q4",-1978000,14988000,0,0,0,0,0,0,0,22581000,35591000,-9806000,-142000,0,90096000,0,80148000,0,0,0,0,0,0,0,0,-12948000,-12948000,0,-4053000,-17001000,-427000,98311000,251157000,152846000,35591000,-9806000,25785000,0,0
"2025-06-30","0435.HK","HKD","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-86121500,13000,0,11097500,0,0,0,0,0,265701000,190690000,0,0,0,0,201606000,201606000,0,0,0,0,0,0,0,0,-80292000,-80292000,0,-80292000,-160584000,-643406000,-411694000,33796000,445490000,138392500,0,138392500,0,47198000
"2025-07-31","0488.HK","HKD","0000000000","2025-07-31","2025-07-30 20:00:00","2025","Q4",-2756522000,292282000,0,0,0,0,0,0,0,3396282000,932042000,-45408000,9657000,-544544000,-59300000,-22545000,-662140000,289088000,0,289088000,0,0,0,0,0,0,0,0,-142785000,146303000,-502051000,-85846000,3825959000,3911805000,932042000,-45408000,886634000,0,0
"2025-06-30","0491.HK","HKD","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-84823000,0,0,0,0,0,0,0,0,84823000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67179000,0,67179000,0,0,0,0,0
"2025-06-30","0495.HK","HKD","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-113856000,0,0,0,0,0,0,0,0,113856000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24350000,0,24350000,0,0,0,0,0
"2025-03-31","0518.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",4854000,4006999,0,0,-27172999,-19142000,-8077999,0,47000,1095000,-17217000,-1601000,0,0,0,1548000,-53000,20000,0,20000,0,0,0,0,0,0,0,0,-881000,-861000,-5452999,-23583999,240547000,264130999,-17217000,-1601000,-18818000,0,3623000
"2025-07-31","0571.HK","HKD","0000000000","2025-07-31","2025-07-30 20:00:00","2025","Q4",29796000,39864000,0,0,0,0,0,0,0,75888000,145548000,-3931000,8000,-11503000,27342000,-5985000,5931000,30000000,0,30000000,0,0,0,0,0,0,0,0,-58465000,-28465000,-23365000,99649000,459640000,359991000,145548000,-3931000,141617000,0,0
"2025-03-31","0590.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",665395000,303017000,0,0,-1310001000,-117592000,-1178362000,0,-14047000,496512000,154923000,-78343000,0,0,0,-72408000,-150751000,518940000,0,518940000,0,0,0,0,0,-322909000,-322909000,0,-195697000,334000,-22708000,-18202000,1860836000,1879038000,154923000,-78343000,76580000,0,0
"2025-09-30","0640.HK","HKD","0000000000","2025-09-30","2025-09-29 20:00:00","2025","Q4",65584000,8907000,0,0,0,0,0,0,0,-4387000,70104000,-34609000,0,-39500000,6009000,79000,-68021000,-31000000,0,-31000000,0,0,0,0,0,-28731000,-28731000,0,-1058000,-60789000,33510000,-25196000,315204000,340400000,70104000,-34609000,35495000,0,0
"2025-06-30","0659.HK","HKD","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",1097700000,0,0,0,0,0,0,0,0,-1097700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18643500000,0,18643500000,0,0,0,0,0
"2025-06-30","0682.HK","CNY","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-7620000,0,0,0,0,0,0,0,0,7620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87559000,0,87559000,0,0,0,0,0
"2025-03-31","0823.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",-5179000000,45000000,0,-41000000,0,0,0,0,0,9786000000,4611000000,0,0,0,0,1283000000,1283000000,0,0,0,-574000000,-574000000,0,-574000000,0,-2695000000,-2695000000,0,-1937000000,-5206000000,-82000000,-2737000000,0,2737000000,4611000000,0,4611000000,0,1302000000
"2025-06-30","0825.HK","HKD","0000000000","2025-06-30","2025-06-29 20:00:00","2025","Q4",22177000,162236000,0,0,0,0,0,0,0,-56428000,127984999,23400000,69000,-152219999,260870000,49350999,181470000,0,0,0,0,0,0,0,0,0,0,0,-234080999,-234080999,9422000,84796000,474745000,389949000,127984999,23400000,151385000,0,0
"2025-03-31","0855.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",319014000,540281000,0,0,-1252789000,-1754731000,151118000,0,350824000,3072012000,2678518000,-291491000,30000,0,0,-1234430000,-1525891000,0,0,0,-27600000,-27600000,0,-27600000,0,-457050000,-457050000,0,-468566000,-953216000,-117463000,-4689847000,0,4689847000,2678518000,-291491000,2387027000,0,847116000
"2025-03-31","0938.HK","HKD","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",-412021000,11236000,0,0,-3543000,-4468000,12000,0,913000,413576000,9248000,-161000,-2961000,0,0,505000,-2617000,12467000,0,12467000,0,0,0,0,0,0,0,0,-15373000,-2906000,191000,3916000,23422000,19506000,9248000,-161000,9087000,0,9079000
"2025-06-30","097870.KS","KRW","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-537543640,253659340,0,0,3219064670,3802039790,-89685530,0,-493289590,1298471440,4233651810,-454777960,0,-30683540,17910357330,-16149260,17408746570,-110393740,0,-110393740,0,0,0,0,0,0,0,0,-18763000,-129156740,68471160,21581712810,25643616680,4061903870,4233651810,-454777960,3778873850,0,0
"2025-03-31","0992.HK","USD","0000932477","2025-03-31","2025-03-31 00:00:00","2025","Q4",90000000,340941000,0,78631000,807525000,-320690000,1128215000,0,0,-2339475000,-1022378000,-185381000,0,0,0,-10967000,-196348000,-29135000,-29135000,0,-5967000,-5967000,0,-5967000,0,512679,512679,0,1997863321,1963274000,49128000,793676000,4728124000,3934448000,-1022378000,-185381000,-1207759000,0,158178000
"2025-09-30","0A18.L","CAD","0000000000","2025-09-30","2025-09-29 20:00:00","2025","Q4",381355000,152499000,10447000,0,95701000,113130000,0,-62782000,45353000,23012000,663014000,-80501000,-237532000,-23436000,31784000,-12139000,-321824000,-47953000,-47953000,0,-482562000,-482562000,8202999,-490765000,0,-33281999,-33281999,0,-51913000,-615710000,8509000,-266011000,864209000,1130220000,663014000,-27745000,635269000,0,0
"2025-01-31","0A1O.L","USD","0001585521","2025-02-28","2025-02-28 16:02:08","2025","Q4",367865000,34591000,-18416000,222939000,-108430000,2983000,0,-1686000,-59112000,-182413000,424566000,-8334000,0,-924938000,928386000,0,-4886000,0,0,0,-354567000,-354567000,20612000,-354567000,0,0,0,0,25596000,-328971000,-12150000,78559000,1361417000,1282858000,424566000,-8334000,416232000,0,0
"2025-01-31","0A23.L","USD","0001412408","2025-03-13","2025-03-13 16:05:28","2025","Q4",-6390000,6823000,38000,17162000,-7000,-2254000,0,-8432000,10679000,-1370000,16256000,-2790000,0,0,0,-4268000,-7058000,-2641000,-2641000,0,0,0,0,0,0,0,0,0,-3988000,-6629000,-89000,2480000,84220000,81740000,16256000,-7058000,9198000,509000,0
"2025-03-31","0A28.L","USD","0000000000","2025-03-31","2025-03-30 20:00:00","2025","Q4",7903455173,69906218,0,0,0,0,0,0,0,-7302144889,671216502,-30090088,-2823376974,-17261656511,23561032479,-1385144472,2060764434,-1120049,0,-1120049,-5239584868,-5239584868,0,-5239584868,0,-271519803,-271519803,0,13647239,-5498577481,-47403455,-2814000000,7111000000,9925000000,671216502,-30090092,641126410,0,0
"2025-10-31","0A60.L","USD","0000886128","2025-10-31","2025-10-30 20:00:00","2025","Q4",-29868000,9818000,0,0,-5622000,-27078000,17929000,1185000,2342000,2636000,-23036000,-1109000,-4000000,0,0,0,-5109000,-4016000,-4016000,0,134059000,134059000,134059000,0,0,-800000,0,-800000,3653999,132896999,-805999,103946000,294700000,190754000,-23036000,-1015000,-24051000,0,0
"2025-06-30","0DI7.L","EUR","0000000000","2025-06-30","2025-06-30 00:00:00","2025","Q4",-23954000,25825000,0,0,1151000,-4175000,-1404000,6730000,0,-20458000,-17436000,-13884000,0,0,0,26797000,12913000,0,0,0,0,0,0,0,0,0,0,0,-3377000,-3377000,30000,-7870000,40295000,48165000,-17436000,-13884000,-31320000,0,3072000
"2025-03-31","0DO7.L","EUR","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",-7083000,183000,0,0,2339000,-176000,2460000,0,55000,1944000,-2617000,14000,0,0,0,6000,20000,0,0,0,0,0,0,0,0,0,0,0,-94000,-94000,-1000,-15978000,0,15978000,-2617000,14000,-2603000,0,0
"2025-09-30","0EEI.L","EUR","0000000000","2025-09-30","2025-09-30 00:00:00","2025","Q4",24300000,137400000,0,0,154800000,0,0,0,154800000,-8500000,308000000,-494000000,0,0,0,218600000,-275400000,0,0,0,600000,600000,600000,0,0,0,0,0,5200000,5800000,-41700000,-3300000,89800000,93100000,308000000,-494000000,-186000000,0,0
"2025-03-31","0G1T.L","EUR","0000000000","2025-03-31","2025-03-30 20:00:00","2025","Q4",48320000,9002000,0,0,23805000,0,0,0,23805000,4181000,85308000,-2669000,-8406000,0,52000,68000,-10955000,-36821000,0,-36821000,-5740000,-5740000,0,-5740000,0,0,0,0,-4717000,-47278000,312000,27387000,78346000,50959000,85308000,-2669000,82639000,0,0
"2025-03-31","0GFE.L","SEK","0000000000","2025-03-31","2025-03-31 00:00:00","2025","Q4",3673000000,0,0,0,112000000,1108000000,131000000,0,-1127000000,-3901000000,-116000000,-19000000,12613000000,-17000000,0,-830000000,11747000000,-4695000000,-4695000000,0,0,0,0,0,0,0,0,0,-4783000000,-9478000000,-105000000,2048000000,7097000000,5049000000,1671000000,-850000000,821000000,0,0
"2025-06-30","0H8I.L","USD","0001138723","2025-06-30","2025-06-30 00:00:00","2025","Q4",1123000,2630000,0,2819000,-1238000,-1387000,5498000,-13442000,-5349000,-15042000,-9708000,-1320000,0,0,0,-2082000,-3402000,6500000,6500000,0,771000,771000,771000,0,0,0,0,0,-13116000,-5845000,845000,-18110000,62134000,80244000,-9708000,-1320000,-11028000,0,9737000
"2025-09-30","0H9N.L","USD","0000868857","2025-11-19","2025-11-18 18:30:53","2025","Q4",137706000,47542000,0,15376000,-43197000,237901000,0,-172923000,-108175000,38703000,196130000,-62036000,-206969000,0,0,-10904000,-279909000,163127000,163127000,0,-232417000,-232417000,17639000,-250056000,0,-34423000,-34423000,0,-18354000,-122067000,-2492000,-208338000,1585739000,1794077000,196130000,-62036000,134094000,0,0
"2025-04-30","0HAL.L","USD","0001368622","2025-06-25","2025-06-24 19:21:24","2025","Q4",16664000,13900000,-20157000,0,-37396000,-66860000,4133000,23690000,1641000,26725000,-264000,-8524000,0,-3365000,0,0,-11889000,4905000,4905000,0,-1196000,-1196000,-1196000,0,0,0,0,0,1823000,5532000,483000,-6138000,40862000,47000000,-264000,-8523999,-8788000,-4898000,561000
"2025-09-30","0HBH.L","USD","0000002969","2025-11-20","2025-11-20 10:20:44","2025","Q4",4900000,412800000,0,10600000,226800000,55100000,-200000,0,171900000,606100000,1261200000,-1517700000,0,0,0,30000000,-1487700000,69300000,358700000,-289400000,0,0,0,0,0,-398400000,-398400000,0,90000000,-239100000,-2700000,-468300000,1856000000,2324300000,1261200000,-1517700000,-256500000,0,0
"2025-04-30","0HEM.L","USD","0001092796","2025-06-20","2025-06-20 06:12:47","2025","Q4",9735000,7985000,-2969000,1885000,24696000,1574000,9099000,1979000,12044000,-504000,40828000,-7291000,0,0,0,-86000,-7377000,-30045000,-30045000,0,25468000,25468000,0,27066000,0,-5721000,-5721000,0,-24626000,-34924000,0,-1473000,25231000,26704000,40828000,-7328000,33500000,-7098000,-1313000
"2025-09-30","0HF3.L","USD","0001140859","2025-11-25","2025-11-25 14:23:01","2025","Q4",-339704000,246657000,0,0,2231087000,-945803000,-319548000,3755256000,-258818000,995377000,3133417000,-249812000,-91410000,0,0,19282000,-321940000,-582237000,-582237000,0,6520000,6520000,6520000,0,0,-107512000,-107512000,0,-553000,-683782000,-46883000,2080812000,4356138000,2275326000,3133417000,-249812000,2883605000,0,0
"2025-11-01","0HFN.L","USD","0000006281","2025-11-25","2025-11-25 16:02:50","2025","Q4",787739000,495343000,-149327000,86452000,489017000,0,0,0,489017000,-8414000,1700810000,-215153000,0,0,0,-10152000,-225305000,-102026000,0,-102026000,-675888000,-675888000,4584000,-680472000,0,-486892000,-486892000,0,-32484000,-1297290000,0,178215000,2499406000,2321191000,1700810000,-215153000,1485657000,0,0
"2025-10-03","0HHB.L","USD","0001584509","2025-11-25","2025-11-25 16:21:07","2025","Q4",86766000,124260000,14482000,13922000,904821000,207828000,-1361000,275591000,422763000,31311000,1175562000,-119534000,263043000,0,0,-251755000,-108246000,-324713000,-324713000,0,6546000,6546000,6546000,0,0,-27599000,-27599000,0,-568239000,-914005000,-71920000,81391000,639095000,557704000,1175562000,-119534000,1056028000,-109252000,-226652000
"2025-01-31","0HJF.L","USD","0000769397","2025-03-06","2025-03-06 16:24:13","2025","Q4",303000000,0,-61000000,0,136000000,-309000000,0,237000000,208000000,314000000,692000000,-19000000,-24000000,-183000000,171000000,-12000000,-67000000,0,0,0,-409000000,-409000000,0,-409000000,0,0,0,0,-48000000,-457000000,-6000000,162000000,1599000000,1437000000,692000000,-14000000,678000000,0,0
"2025-06-30","0HJI.L","USD","0000008670","2025-06-30","2025-06-29 20:00:00","2025","Q4",910600000,121500000,19800000,0,17800000,-7900000,0,18600000,7100000,369500000,1439200000,-135600000,7500000,-2201500000,2756200000,-3400000,423200000,4760600000,4760600000,0,-193000000,-193000000,131000000,-324000000,0,-625800000,-625800000,0,-8998800000,-5057000000,3861800000,667200000,3347800000,2680600000,1439200000,-34100000,1405100000,361100000,86900000
"2025-08-30","0HJL.L","USD","0000866787","2025-10-27","2025-10-27 16:37:35","2025","Q4",836951000,197412000,174709000,39133000,-379206000,-76786000,-251591000,53795000,-104624000,83756000,952755000,-441634000,0,-71645000,8499000,21611000,-483169000,-78958000,-22058000,-56900000,-381637000,-381637000,61289000,-442926000,0,0,0,0,-8449000,-469044000,2636000,3178000,271803000,268625000,952755000,-441634000,511121000,0,0
"2025-06-30","0HOB.L","USD","0000012659","2025-08-15","2025-08-15 16:16:51","2025","Q4",299439000,29580000,-22109000,7083000,-71581000,273358000,0,-263255000,-81684000,9149000,251561000,-10250000,-195000,0,0,15962000,5517000,0,0,0,-617000,-617000,0,-617000,0,-50194000,-50194000,0,-1126000,-51937000,8308000,213449000,1003139000,789690000,251561000,-10250000,241311000,-62290000,11388000
"2025-03-31","0HOT.L","USD","0001443646","2025-05-23","2025-05-23 06:49:34","2025","Q4",192705000,41659000,0,23170000,50778000,-47016000,0,37068000,60726000,-89303000,219009000,-24572000,13524000,-23187000,0,0,-34235000,623250000,623250000,0,-306743000,-306743000,8141000,-314884000,0,-69563000,-69563000,0,0,246944000,-257000,431461000,885000000,453539000,219009000,-24572000,194437000,57104000,64627000
