"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","cashAndCashEquivalents","shortTermInvestments","cashAndShortTermInvestments","netReceivables","accountsReceivables","otherReceivables","inventory","prepaids","otherCurrentAssets","totalCurrentAssets","propertyPlantEquipmentNet","goodwill","intangibleAssets","goodwillAndIntangibleAssets","longTermInvestments","taxAssets","otherNonCurrentAssets","totalNonCurrentAssets","otherAssets","totalAssets","totalPayables","accountPayables","otherPayables","accruedExpenses","shortTermDebt","capitalLeaseObligationsCurrent","taxPayables","deferredRevenue","otherCurrentLiabilities","totalCurrentLiabilities","longTermDebt","capitalLeaseObligationsNonCurrent","deferredRevenueNonCurrent","deferredTaxLiabilitiesNonCurrent","otherNonCurrentLiabilities","totalNonCurrentLiabilities","otherLiabilities","capitalLeaseObligations","totalLiabilities","treasuryStock","preferredStock","commonStock","retainedEarnings","additionalPaidInCapital","accumulatedOtherComprehensiveIncomeLoss","otherTotalStockholdersEquity","totalStockholdersEquity","totalEquity","minorityInterest","totalLiabilitiesAndTotalEquity","totalInvestments","totalDebt","netDebt"
"2025-09-30","0384.HK","HKD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",12912187000,54094000,12966281000,24288966000,17428635000,6860331000,9606269000,1326613000,17530000,48205659000,72494180000,3036128000,2981196000,6017324000,23996625000,1437555000,85669000,104031353000,0,152237012000,12956445000,12539266000,417179000,230453000,22073680000,0,0,7317574000,3980999000,46559151000,40858186000,123926000,0,1274418000,0,42256530000,0,123926000,88815681000,0,0,54482000,0,0,0,55973587000,56028069000,63421331000,7393262000,152237012000,24050719000,63055792000,50143605000
"2025-09-30","0398.HK","HKD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",978785000,11095000,989880000,323938000,213942000,109996000,446427000,22970000,8472000,1791687000,400779000,0,0,0,199259000,8476000,27938000,636452000,0,2428139000,375910000,40121000,335789000,0,85090000,85090000,45951000,0,-81704000,464386000,0,137202000,0,28203000,0,165405000,0,222292000,629791000,0,0,48736000,1177147000,303675000,0,266979000,1796537000,1798348000,1811000,2428139000,210354000,222292000,-756493000
"2025-09-30","0423.HK","HKD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",294168000,118543000,412711000,114282000,110330000,3952000,12182000,13777000,17347000,570299000,368899000,0,0,0,60924000,4952000,0,434775000,0,1005074000,19874000,17799000,2075000,0,4738000,0,0,102385000,67340000,194337000,0,591000,0,16565999,8112000,25269000,0,591000,219606000,0,0,43160000,691523000,8007000,20229000,0,762919000,785468000,22549000,1005074000,179467000,5329000,-288839000
"2025-09-30","0518.HK","HKD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",252445000,0,252445000,91572000,65141000,26430999,94401000,0,0,438418000,50760000,0,0,0,34051000,0,0,84811000,0,523229000,56587000,56320000,267000,0,55394000,0,0,13867000,25989000,151837000,0,2241000,0,389000,0,2630000,0,2241000,154467000,0,0,254112000,117608000,0,-12695000,24737000,383762000,368762000,-15000000,523229000,34051000,57635000,-194810000
"2025-09-30","0590.HK","HKD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",871369000,0,871369000,271807000,265956000,5850999,12268066000,0,907764000,14319006000,2452025000,277674000,488858000,766532000,844976000,154684000,54787999,4273004999,0,18592011000,569023000,388178000,180845000,0,2530859000,0,0,229592000,1247855000,4577329000,0,304009000,0,117921000,42778000,464708000,0,304009000,5042037000,0,0,58710000,0,2494040000,0,11075904000,13628654000,13549974000,-78680000,18592011000,844976000,2834868000,1963499000
"2025-09-30","0823.HK","HKD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",3088000000,52000000,3140000000,1143000000,185000000,958000000,0,183000000,475000000,4941000000,1328000000,0,0,0,0,0,219713000000,221041000000,0,225982000000,3307000000,116000000,3191000000,0,7308000000,13000000,0,0,2106000000,12734000000,47210000000,0,0,4275000000,3643000000,55128000000,0,13000000,67862000000,0,0,0,0,0,0,158309000000,158309000000,158120000000,-189000000,225982000000,52000000,54531000000,51443000000
"2025-09-30","0855.HK","HKD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",4544067000,315385000,4859452000,7460174000,6040365000,1419809000,2722082000,0,2872647000,17914355000,4004066000,1372042000,35254012000,36626054000,8621071000,0,661275000,49912466000,0,67826821000,11842450000,8415539000,3426911000,0,8092924000,0,0,906005000,3047019000,23888398000,16411054000,405954000,257625000,1743791000,716534000,19534958000,0,405954000,43423356000,0,0,16323000,0,0,0,13744017000,13760340000,24226275000,10465935000,67826821000,8936456000,24909932000,20365865000
"2025-09-30","0938.HK","HKD","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",14307000,0,14307000,69787000,0,69787000,0,0,-84094000,0,36579000,0,0,1615000,0,19142000,-57336000,0,252002000,252002000,0,0,0,0,23441000,0,0,0,-23441000,0,667094000,53122000,2660000,36509000,-759385000,0,839487000,53122000,839487000,0,0,323599000,0,0,0,-910342000,-586743000,-587485000,-742000,252002000,0,743657000,729350000
"2025-09-30","0992.HK","USD","0000932477","2025-09-30","2025-09-30 00:00:00","2026","Q2",5112130000,131554000,5243684000,12615198000,12615198000,0,8617381000,1329884000,5410523000,33216670000,3041963000,4949000000,3307257000,8256257000,1925616000,0,3390659000,16614495000,0,49831165000,16132424000,16132424000,0,4066332000,48747000,97316000,0,0,14171145000,34515964000,4398458000,294520000,0,0,3133343000,7826321000,0,391836000,42342285000,0,0,3500987000,6318214000,0,-3524566000,0,6294635000,7488880000,1194245000,49831165000,2057170000,4839041000,-273089000
"2025-07-31","0A1O.L","USD","0001585521","2025-08-22","2025-08-22 16:02:10","2026","Q2",1198576000,6580073000,7778649000,516799000,516799000,0,0,162562000,205196000,8663206000,348288000,307295000,52606000,359901000,647908000,804772000,219988000,2380857000,0,11044063000,72321000,11619000,60702000,171850000,0,22243000,60702000,1520264000,161002000,1947680000,0,32015000,14233000,0,100058000,146306000,0,54258000,2093986000,0,0,299000,4412713000,4537542000,-477000,0,8950077000,8950077000,0,11044063000,7227981000,54258000,-1144318000
"2025-07-31","0A23.L","USD","0001412408","2025-09-05","2025-09-05 16:02:27","2026","Q2",98266000,0,98266000,76842000,76842000,0,0,0,47533000,222641000,24753000,75845000,26403000,102248000,0,1640000,57347000,185988000,0,408629000,6527000,6527000,2241000,0,0,0,0,26913000,71695000,105135000,4755000,4035999,81000,626000,45000,5507000,0,4035999,110642000,-45520000,0,611000,-804756000,1147540000,112000,0,297987000,297987000,0,408629000,0,4755000,-93511000
"2025-09-30","0A28.L","EUR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",16045106383,2852765957,18897872340,2291063829,425531914,1865531914,245957446,0,552340427,21987234042,474893617,2056170212,1226382978,3282553191,41910638298,88510638,0,45756595745,0,67743829787,823829787,823829787,0,0,1130212765,0,0,0,4051063831,6005106383,13870638297,120000000,0,332765957,244255319,14567659574,0,120000000,20572765957,-7432340425,0,15040851063,33947234042,0,5543829787,0,47099574468,47171063830,71489361,67743829787,44763404255,15120851063,-924255319
"2025-09-30","0DO7.L","EUR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",9595000,0,9595000,1697000,1358000,339000,4734000,111000,743000,16880000,1482000,0,0,0,0,0,438000,1920000,0,18800000,827000,827000,0,0,388000,0,0,248000,2853000,4316000,0,1234000,0,0,12304000,13538000,0,1234000,17854000,-1501000,0,739000,0,0,1709000,0,947000,947000,0,18801000,0,1622000,-7973000
"2025-09-30","0G1T.L","EUR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",33524000,0,33524000,264589000,245080000,19509000,0,8092000,-1000,306204000,33867000,519116000,62598000,581714000,2228000,0,10467000,628276000,0,934480000,91228000,34775000,56453000,0,14935000,8986000,56453000,0,108683000,223832000,639000,15965000,0,0,48623000,65227000,0,24951000,289059000,0,0,623000,0,265432000,378016000,0,644071000,645421000,1350000,934480000,2228000,40525000,7001000
"2025-09-30","0GFE.L","SEK","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",6127000000,0,6127000000,3133000000,1785000000,1348000000,897000000,446000000,0,10603000000,1055000000,12104000000,13505000000,25609000000,745000000,1695000000,-1000000,29103000000,1000000,39707000000,1301000000,1170000000,131000000,0,989000000,210000000,131000000,0,3664000000,6164000000,901000000,384000000,0,1041000000,848000000,3174000000,0,594000000,9338000000,0,0,2000000,-32359000000,62032000000,638000000,0,30313000000,30369000000,56000000,39707000000,745000000,2484000000,-3643000000
"2025-11-01","0HAL.L","USD","0001368622","2025-12-10","2025-12-09 19:19:33","2026","Q2",359434000,229046000,588480000,772274000,745828000,26446000,259213000,0,46490000,1666457000,249674000,2623669000,971787000,3595456000,80970000,0,45909000,3972009000,0,5638466000,119746000,119531000,215000,79294000,14829000,0,215000,71167000,42991000,328027000,726793000,84313000,0,73188000,8064000,892358000,0,84313000,1220385000,0,0,6000,189833000,4234464000,-6222000,0,4418081000,4418081000,0,5638466000,310016000,825935000,466501000
"2025-10-31","0HEM.L","USD","0001092796","2025-12-04","2025-12-04 16:15:45","2026","Q2",22431000,4890000,27321000,48403000,45834000,2569000,183141000,0,9655000,268520000,242082000,19024000,2278000,21302000,0,9584000,7094000,280062000,0,548582000,23485000,23485000,0,14064000,0,1777000,0,0,14565000,53891000,88992000,32805999,0,0,9697000,131495000,0,34582999,185386000,-458275000,0,76000,519462000,301933000,0,0,363196000,363196000,0,548582000,4890000,123575000,101144000
"2025-07-31","0HJF.L","USD","0000769397","2025-09-02","2025-09-02 16:04:12","2026","Q2",2003000000,233000000,2236000000,532000000,532000000,0,0,0,721000000,3489000000,149000000,4275000000,521000000,4796000000,282000000,1053000000,1087000000,7367000000,0,10856000000,384000000,324000000,60000000,388000000,0,56000000,60000000,3550000000,188000000,4566000000,2481000000,197000000,294000000,30000000,573000000,3575000000,0,253000000,8141000000,0,0,4456000000,-1487000000,0,-254000000,0,2715000000,2715000000,0,10856000000,515000000,2734000000,731000000
"2025-09-30","0HOT.L","USD","0001443646","2025-10-24","2025-10-24 06:49:48","2026","Q2",816000000,0,816000000,2217000000,2217000000,0,0,0,188000000,3221000000,331000000,2405000000,537000000,2942000000,59000000,244000000,356000000,3932000000,0,7153000000,686000000,686000000,0,49000000,124000000,41000000,0,18000000,916000000,1834000000,160000000,0,0,0,4163000000,4323000000,0,41000000,6157000000,-3459000000,0,2000000,3378000000,1105000000,-30000000,0,996000000,996000000,0,7153000000,59000000,325000000,-491000000
"2025-07-31","0HP1.L","USD","0001372612","2025-08-27","2025-08-27 16:05:59","2026","Q2",657826000,100032000,757858000,189561000,189561000,0,0,0,95321000,1042740000,82559000,80781000,0,80781000,0,240158000,178343000,581841000,0,1624581000,79022000,79022000,0,35932000,204476000,0,0,533729000,0,853159000,449822000,80080000,0,0,15597000,545499000,0,80080000,1398658000,0,495278000,14000,-940504000,674962000,-3827000,0,225923000,225923000,0,1624581000,100032000,204476000,-453350000
"2025-10-31","0HQ3.L","USD","0000014693","2025-12-04","2025-12-04 16:09:14","2026","Q2",319000000,0,319000000,1042000000,1042000000,0,2559000000,0,291000000,4211000000,1101000000,1510000000,1075000000,2585000000,0,0,324000000,4010000000,0,8221000000,841000000,802000000,39000000,0,575000000,0,39000000,0,0,1416000000,2072000000,0,0,224000000,375000000,2671000000,0,0,4087000000,-600000000,0,0,4890000000,0,-170000000,0,4134000000,4134000000,0,8221000000,0,2647000000,2328000000
"2025-08-31","0HTQ.L","USD","0001170010","2025-09-26","2025-09-26 12:04:40","2026","Q2",540374000,0,540374000,173556000,173556000,0,3149570000,0,1678518000,5542018000,4445370000,141258000,0,141258000,16532244999,105729000,313024000,21537626000,0,27079644000,918221000,913350000,4871000,477994000,797873000,74481000,4871000,0,-16533000,2252036000,17817387000,645945000,0,0,163754000,18627086000,0,720426000,20879122000,0,0,73837000,4274614000,1873377000,-21306000,0,6200522000,6200522000,0,27079644000,16532244999,19335686000,17226914000
"2025-09-27","0HYI.L","USD","0000772406","2025-11-04","2025-11-04 16:02:22","2026","Q2",593476000,52424000,645900000,355397000,355397000,0,236409000,96713000,32581000,1367000000,276469000,435936000,24451000,460387000,250146000,46511000,29170000,1062683000,0,2429683000,79974000,79974000,0,52689000,19481000,0,45357000,0,58179000,210323000,0,120985000,0,32100000,23832999,176917999,0,120985000,387241000,0,0,51000,139025000,1903587000,-221000,0,2042442000,2042442000,0,2429683000,302570000,140466000,-453010000
"2025-11-30","0HYJ.L","USD","0000723254","2025-11-30","2025-11-29 19:00:00","2026","Q2",200842000,0,200842000,1484328000,1484328000,0,447611000,0,1407307000,3540088000,1956951000,3483504000,297729000,3781233000,0,0,854609000,6592793000,0,10132881000,506927000,503273000,3654000,167872000,603476000,0,0,0,797710000,2075985000,2426529000,207060000,0,495341000,472618999,3601548999,0,207060000,5677534000,-10778156000,0,2743927000,12421850000,0,67726000,0,4455347000,4455347000,0,10132881000,0,3237065000,3036223000
"2025-11-30","0I2P.L","USD","0000023217","2025-11-30","2025-11-29 19:00:00","2026","Q2",46600000,0,46600000,835500000,835500000,0,2199800000,0,144400000,3226300000,2801700000,9729400000,2202300000,11931700000,0,0,1580600000,16314000000,0,19540300000,1526900000,1526900000,0,128500000,1164900000,0,0,0,799400000,3619700000,6459000000,0,0,784000000,586800000,7829800000,0,0,11449500000,-3064700000,0,2921200000,5924300000,2300500000,9500000,0,8090800000,8090800000,0,19540300000,0,7623900000,7577300000
"2025-09-30","0I6U.L","USD","0001688568","2025-10-31","2025-10-30 20:37:06","2026","Q2",1888000000,0,1888000000,2896000000,2896000000,0,0,557000000,98000000,5439000000,1889000000,531000000,1865000000,2396000000,0,838000000,3020000000,8143000000,0,13582000000,709000000,709000000,0,1800000000,1505000000,344000000,0,651000000,0,5009000000,2255000000,590000000,616000000,0,1776000000,5237000000,0,934000000,10246000000,-248000000,0,2000000,-3162000000,7360000000,-881000000,0,3071000000,3336000000,265000000,13582000000,0,4694000000,2806000000
"2025-11-23","0I77.L","USD","0000940944","2025-12-30","2025-12-30 15:56:05","2026","Q2",224100000,0,224100000,126100000,126100000,0,354500000,0,338700000,1043400000,8504299999,1658200000,1346400000,3004600000,0,0,387900000,11896800000,0,12940200000,462100000,460800000,1300000,188300000,438000000,0,186000000,567000000,995100000,2650500000,2139100000,3829700000,0,352400000,1888100000,8209300000,0,3829700000,10859800000,0,0,2298400000,-235700000,0,17700000,0,2080400000,2080400000,0,12940200000,0,6406800000,6182700000
"2025-09-30","0IFX.L","USD","0000712515","2025-09-29","2025-09-29 08:05:41","2026","Q2",1148000000,112000000,1260000000,1077000000,0,1077000000,0,0,379000000,2716000000,578000000,5388000000,245000000,5633000000,0,2455000000,472000000,9138000000,0,11854000000,1514000000,1514000000,0,0,0,0,684000000,1326000000,400000000,3240000000,1485000000,0,0,0,1129000000,2614000000,0,0,5854000000,0,0,3000000,6153000000,0,-156000000,0,6000000000,6000000000,0,11854000000,112000000,1485000000,337000000
"2025-09-30","0IVR.L","USD","0001321741","2025-11-04","2025-11-04 16:09:39","2026","Q2",210000,0,210000,6123000,0,6123000,0,0,0,6333000,0,0,0,0,0,0,0,0,1138106000,1144439000,0,0,0,0,456978000,0,0,0,0,456978000,0,0,0,0,151618000,151618000,0,0,608596000,0,0,40000,0,0,0,535803000,535843000,535843000,0,1144439000,0,456978000,456768000
"2025-09-30","0IWU.L","EUR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",29325000,0,29325000,21810000,18667000,3143000,0,0,45000,51180000,38808000,0,3947000,3947000,151000,1339000,75000,44320000,0,95500000,13798000,11434000,2364000,0,0,1717000,2364000,0,19273000,34788000,10239000,6472000,61000,1275000,3189000,21236000,0,8189000,56024000,-4122000,0,11000000,11641000,17173000,0,2039000,37731000,39476000,1745000,95500000,151000,19228000,-10097000
"2025-09-30","0JZU.L","USD","0000927653","2025-11-06","2025-11-05 17:33:36","2026","Q2",4109000000,0,4109000000,28286000000,28286000000,0,26134000000,0,1358000000,59887000000,4618000000,11283000000,4220000000,15503000000,169000000,0,3983000000,24273000000,0,84160000000,60938000000,60938000000,0,0,2025000000,0,0,0,5068000000,68031000000,6011000000,1756000000,0,1086000000,7854000000,16707000000,0,1756000000,84738000000,-28955000000,0,3000000,19622000000,8499000000,-908000000,0,-1739000000,-578000000,1161000000,84160000000,169000000,9792000000,5683000000
"2025-09-30","0K19.L","USD","0000827054","2025-11-06","2025-11-06 16:27:11","2026","Q2",236800000,0,236800000,746200000,731400000,14800000,1095300000,0,272000000,2350300000,1153500000,6695500000,2169500000,8865000000,0,1739000000,361900000,12119400000,0,14469700000,170000000,170000000,0,117000000,36800000,0,561100000,160000000,560000000,1043800000,5375900000,0,0,35200000,1319300000,6730400000,0,0,7774200000,-2584700000,0,600000,5257300000,4028500000,-6200000,0,6695500000,6695500000,0,14469700000,0,5412700000,5175900000
"2025-11-01","0K50.L","USD","0000069891","2025-12-11","2025-12-11 16:36:09","2026","Q2",269314000,0,269314000,93157000,93157000,0,95869000,0,33097000,491437000,238067000,13145000,1615000,14760000,0,0,4710000,257537000,0,748974000,64235000,63825000,410000,35429000,0,15026000,410000,0,0,114690000,0,51168000,0,24576000,7281000,83025000,0,66194000,197715000,-24906000,150000,1020000,519874000,44206000,10915000,0,551259000,551259000,0,748974000,0,66194000,-203120000
"2025-10-24","0K6F.L","USD","0001002047","2025-11-25","2025-11-25 16:15:53","2026","Q2",2072000000,942000000,3014000000,988000000,988000000,0,127000000,0,525000000,4654000000,804000000,2731000000,31000000,2762000000,94000000,975000000,341000000,4976000000,0,9630000000,436000000,436000000,0,0,0,42000000,0,2144000000,848000000,3470000000,2486000000,211000000,2301000000,49000000,127000000,5174000000,0,253000000,8644000000,0,0,1036000000,0,0,-50000000,0,986000000,986000000,0,9630000000,1036000000,2739000000,667000000
"2025-07-31","0KB7.L","USD","0001660134","2025-08-27","2025-08-26 18:05:51","2026","Q2",876000000,1982000000,2858000000,417000000,417000000,0,0,0,291000000,3566000000,107000000,5448000000,104000000,5552000000,0,0,325000000,5984000000,0,9550000000,12000000,12000000,0,90000000,859000000,0,0,1550000000,136000000,2647000000,0,81000000,24000000,0,44000000,149000000,0,81000000,2796000000,0,0,0,-2673000000,9426000000,1000000,0,6754000000,6754000000,0,9550000000,1982000000,940000000,64000000
"2025-11-30","0KGE.L","USD","0000723531","2025-12-22","2025-12-22 16:03:09","2026","Q2",1536300000,37600000,1573900000,2030500000,1995500000,35000000,0,56800000,5248200000,8909400000,631300000,4527300000,1812300000,6339600000,0,0,638600000,7609500000,0,16518900000,137600000,137600000,0,954300000,418100000,0,56800000,70500000,5460600000,7041100000,4552200000,66599999,0,531900000,446999999,5597699999,0,66599999,12638800000,0,0,3600000,1950000000,1944100000,-17600000,0,3880100000,3880100000,0,16518900000,37600000,5036900000,3500600000
"2025-07-31","0KKZ.L","USD","0001441816","2025-08-27","2025-08-27 16:13:23","2026","Q2",647139000,1698247000,2345386000,349656000,349656000,0,0,0,209497000,2904539000,73357000,189641000,42113000,231754000,0,23542000,308869000,637522000,0,3542061000,9868000,9868000,0,103664000,0,9508000,0,275877000,110916000,509833000,0,26236000,33274000,707000,29037000,89254000,0,35744000,599087000,-201341000,0,81000,-1925378000,5064031000,5581000,0,2942974000,2942974000,0,3542061000,1698247000,35744000,-611395000
"2025-08-03","0KSA.L","USD","0001474432","2025-09-10","2025-09-09 17:45:10","2026","Q2",887849000,649661000,1537510000,530481000,530481000,0,46812000,0,305140000,2419943000,735321000,361427000,11143000,372570000,19770000,0,478933000,1606594000,0,4026537000,123337000,112162000,11175000,212869000,47080000,0,0,1035364000,115758000,1534408000,0,178511000,904867000,0,89930000,1173308000,0,178511000,2707716000,0,0,33000,-1335889000,2652761000,1916000,0,1318821000,1318821000,0,4026537000,669431000,225591000,-664258000
"2025-09-27","0KSJ.L","USD","0001604778","2025-11-03","2025-11-03 16:16:29","2026","Q2",1103285000,0,1103285000,560238000,543389000,16849000,605342000,33521000,74460000,2376846000,780911000,2389741000,224499000,2614240000,17490000,0,306417000,3719058000,0,6095904000,284844000,284844000,0,287466000,0,0,0,0,232272000,804582000,1549185000,0,0,0,232288000,1781473000,0,0,2586055000,0,0,3431482000,72886000,0,5481000,0,3509849000,3509849000,0,6095904000,17490000,1549185000,445900000
