"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","cashAndCashEquivalents","shortTermInvestments","cashAndShortTermInvestments","netReceivables","accountsReceivables","otherReceivables","inventory","prepaids","otherCurrentAssets","totalCurrentAssets","propertyPlantEquipmentNet","goodwill","intangibleAssets","goodwillAndIntangibleAssets","longTermInvestments","taxAssets","otherNonCurrentAssets","totalNonCurrentAssets","otherAssets","totalAssets","totalPayables","accountPayables","otherPayables","accruedExpenses","shortTermDebt","capitalLeaseObligationsCurrent","taxPayables","deferredRevenue","otherCurrentLiabilities","totalCurrentLiabilities","longTermDebt","capitalLeaseObligationsNonCurrent","deferredRevenueNonCurrent","deferredTaxLiabilitiesNonCurrent","otherNonCurrentLiabilities","totalNonCurrentLiabilities","otherLiabilities","capitalLeaseObligations","totalLiabilities","treasuryStock","preferredStock","commonStock","retainedEarnings","additionalPaidInCapital","accumulatedOtherComprehensiveIncomeLoss","otherTotalStockholdersEquity","totalStockholdersEquity","totalEquity","minorityInterest","totalLiabilitiesAndTotalEquity","totalInvestments","totalDebt","netDebt"
"2025-09-30","BALUFORGE.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",378193000,94331000,440549000,3714434000,3714319000,115000,1336442000,0,1108797000,6600222000,7544578000,325445000,108000,325553000,0,0,771653000,8641784000,0,15242006000,1659317000,1108110000,551207000,0,526818000,31438000,551207000,0,251583000,2469156000,113358000,143732000,0,13316000,13054000,283460000,0,175170000,2752616000,0,0,1139919000,0,0,0,11349471000,12489390000,12489390000,0,15242006000,14649000,815346000,437153000
"2025-09-30","BAMBINO.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",13270000,4646000,17916000,185997000,185997000,0,923857000,0,141932000,1269702000,990054000,0,0,0,19549000,0,0,1009603000,0,2279305000,84875000,30667000,54208000,0,671598000,0,54208000,0,122113000,878586000,206922000,0,0,92580000,5207000,304709000,0,0,1183295000,0,0,80088000,0,0,0,1015922000,1096010000,1096010000,0,2279305000,19549000,878520000,860604000
"2025-09-30","BANARBEADS.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",3058000,10163000,13221000,42481000,42481000,0,285462000,14169000,11018000,366351000,165480000,0,41000,41000,70369000,462000,137533000,373885000,0,740236000,1663000,1663000,0,0,111348000,0,0,0,13252000,126263000,43880000,0,0,0,5094000,48974000,0,0,175237000,0,0,66153000,0,0,0,498846000,564999000,564999000,0,740236000,70369000,155228000,152170000
"2025-09-30","BANARBEADS.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",3058000,10163000,13221000,42481000,42481000,0,285462000,14169000,11018000,366351000,165480000,0,41000,41000,70369000,462000,137533000,373885000,0,740236000,1663000,1663000,0,0,111348000,0,0,0,13252000,126263000,43880000,0,0,0,5094000,48974000,0,0,175237000,0,0,66153000,0,0,0,498846000,564999000,564999000,0,740236000,70369000,155228000,152170000
"2025-09-30","BANARISUG.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",91234000,1026882000,1118116000,519381000,502594000,16787000,7717968000,0,403452000,9758917000,11785372000,0,0,0,50109000,0,208925000,12044406000,0,21803323000,1202664000,1186325000,16339000,0,141116000,1007000,16339000,0,673096000,2017883000,45585000,795000,0,1399052000,123391000,1568823000,0,1802000,3586706000,0,0,125397000,0,0,0,18091220000,18216617000,18216617000,0,21803323000,996703000,188503000,97269000
"2025-09-30","BANARISUG.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",91234000,1026882000,1118116000,519381000,502594000,16787000,7717968000,0,403452000,9758917000,11785372000,0,0,0,50109000,0,208925000,12044406000,0,21803323000,1202664000,1186325000,16339000,0,141116000,1007000,16339000,0,673096000,2017883000,45585000,795000,0,1399052000,123391000,1568823000,0,1802000,3586706000,0,0,125397000,0,0,0,18091220000,18216617000,18216617000,0,21803323000,996703000,188503000,97269000
"2025-09-30","BANASFN.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",17055400,58901000,75956400,0,0,0,0,0,58351800,134308200,468700,0,0,0,0,63516100,1721401300,1785386100,100,1919694400,1647000,1647000,0,0,0,0,0,0,0,1647000,5823000,0,0,0,13600,5836600,0,0,7483600,0,0,895776700,0,0,0,1016434100,1912210800,1912210800,0,1919694400,58901000,5823000,-11232400
"2025-09-30","BANCOINDIA.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1046900000,859400000,1906300000,7686700000,7686700000,0,13764000000,0,1130000000,24487000000,4980700000,0,24500000,24500000,44700000,1053800000,185200000,6288900000,0,30775900000,4346900000,4346900000,0,0,4646500000,405100000,0,0,854900000,10253400000,263100000,1971900000,0,1616000000,327100000,4178100000,0,2377000000,14431500000,0,0,286100000,0,0,0,16058300000,16344400000,16344400000,0,30775900000,804100000,7286600000,6239700000
"2025-09-30","BANCOINDIA.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1046900000,859400000,1906300000,7686700000,7686700000,0,13764000000,0,1130000000,24487000000,4980700000,0,24500000,24500000,44700000,1053800000,185200000,6288900000,0,30775900000,4346900000,4346900000,0,0,4646500000,405100000,0,0,854900000,10253400000,263100000,1971900000,0,1616000000,327100000,4178100000,0,2377000000,14431500000,0,0,286100000,0,0,0,16058300000,16344400000,16344400000,0,30775900000,804100000,7286600000,6239700000
"2025-09-30","BANG.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",4249000,56566000,60815000,334710000,334710000,0,1100796000,0,160837000,1657158000,173644000,0,367000,367000,0,29842000,68362000,272215000,1000,1929374000,613334000,613334000,0,0,266144000,0,0,0,82984000,962462000,52534000,0,0,0,11490000,64024000,0,0,1026486000,0,0,135600000,0,0,0,767288000,902888000,902888000,0,1929374000,5010000,318678000,314429000
"2025-09-30","BANG.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",4249000,56566000,60815000,334710000,334710000,0,1100796000,0,160837000,1657158000,173644000,0,367000,367000,0,29842000,68362000,272215000,1000,1929374000,613334000,613334000,0,0,266144000,0,0,0,82984000,962462000,52534000,0,0,0,11490000,64024000,0,0,1026486000,0,0,135600000,0,0,0,767288000,902888000,902888000,0,1929374000,5010000,318678000,314429000
"2025-09-30","BANKA.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",19662000,130516000,131245000,276348000,257758000,18590000,57796000,0,28822000,494211000,250576000,0,823000,823000,51557000,3993000,6000,306955000,0,801166000,64019000,64019000,0,0,247660000,356000,0,0,96041000,408076000,75910000,0,0,0,10276000,86186000,0,356000,494262000,0,0,108841000,0,0,0,197412000,306253000,306253000,650000,800515000,51557000,323926000,304264000
"2025-09-30","BANKBARODA.BO","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",0,0,0,0,0,0,0,0,0,0,123219000000,9107800000,0,9107800000,0,0,-132326800000,0,19135573300000,19135573300000,0,0,0,0,0,0,0,0,0,0,1482466100000,0,0,0,-1482466100000,0,17533069600000,0,17533069600000,0,0,10355300000,0,0,1578595300000,0,1588950600000,1602503700000,13553100000,19135573300000,0,1482466100000,1482466100000
"2025-09-30","BANKBARODA.NS","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",0,0,0,0,0,0,0,0,0,0,123219000000,9107800000,0,9107800000,0,0,-132326800000,0,19135573300000,19135573300000,0,0,0,0,0,0,0,0,0,0,1482466100000,0,0,0,-1482466100000,0,17533069600000,0,17533069600000,0,0,10355300000,0,0,1578595300000,0,1588950600000,1602503700000,13553100000,19135573300000,0,1482466100000,1482466100000
"2025-09-30","BANSWRAS.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",6651000,166521000,173172000,2454101000,2429875000,24226000,3207518000,0,537470000,6372261000,5689566000,0,6788000,6788000,165347000,0,376134000,6237835000,0,12610096000,784655000,770559000,14096000,0,2978861000,10341000,14096000,0,834937000,4608794000,2044663000,5097000,24110000,213890000,96880000,2384640000,0,15438000,6993434000,0,0,171160000,0,0,0,5445502000,5616662000,5616662000,0,12610096000,166748000,5038962000,5032311000
"2025-09-30","BANSWRAS.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",6651000,166521000,173172000,2454101000,2429875000,24226000,3207518000,0,537470000,6372261000,5689566000,0,6788000,6788000,165347000,0,376134000,6237835000,0,12610096000,784655000,770559000,14096000,0,2978861000,10341000,14096000,0,834937000,4608794000,2044663000,5097000,24110000,213890000,96880000,2384640000,0,15438000,6993434000,0,0,171160000,0,0,0,5445502000,5616662000,5616662000,0,12610096000,166748000,5038962000,5032311000
"2025-09-30","BAPACK.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",47773000,9746000,57519000,332286000,331331000,955000,371089000,0,50262000,811156000,322947000,0,2882000,2882000,0,0,55256000,381085000,0,1192241000,197840000,197840000,0,0,47110000,0,0,0,22209000,267159000,23066000,0,0,18300000,13246000,54612000,0,0,321771000,0,0,49803000,0,0,0,820667000,870470000,870470000,0,1192241000,7008000,70176000,22403000
"2025-09-30","BARK","USD","0001819574","2025-11-10","2025-11-10 08:45:47","2026","Q2",63427000,0,63427000,16920000,16920000,0,101017000,0,12576000,193940000,46819000,0,2345000,2345000,0,0,4876000,54040000,0,247980000,32901000,32901000,0,0,48543000,0,0,20042000,25813000,127299000,0,34026000,0,0,183000,34209000,0,34026000,161508000,-26500000,0,1000,-397483000,510454000,0,0,86472000,86472000,0,247980000,0,82569000,19142000
"2025-09-30","BARK-WT","USD","0001819574","2025-11-10","2025-11-10 08:45:47","2026","Q2",63427000,0,63427000,16920000,16920000,0,101017000,0,12576000,193940000,46819000,0,2345000,2345000,0,0,4876000,54040000,0,247980000,32901000,32901000,0,0,48543000,0,0,20042000,25813000,127299000,0,34026000,0,0,183000,34209000,0,34026000,161508000,-26500000,0,1000,-397483000,510454000,0,0,86472000,86472000,0,247980000,0,82569000,19142000
"2025-09-30","BAROEXT.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1709000,193000,1902000,189160000,188967000,193000,175934000,0,11341000,378337000,24597000,0,0,0,0,22001000,2782000,49380000,0,427717000,146079000,146079000,0,0,51157000,0,0,0,28356000,225592000,3168000,0,0,0,1876000,5044000,0,0,230636000,0,0,194382000,0,0,0,2699000,197081000,197081000,0,427717000,193000,54325000,52616000
"2025-09-30","BASANTGL.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",6026000,208000,6234000,1013381000,1013381000,0,1366953000,0,400578000,2787146000,1033426000,0,0,0,29259000,0,18935000,1081620000,0,3868766000,436673000,436673000,0,0,952325000,0,0,0,277511000,1666509000,346130000,0,0,4528000,37526000,388184000,0,0,2054693000,0,0,90628000,0,0,0,1723445000,1814073000,1814073000,0,3868766000,29259000,1298455000,1292429000
"2025-07-31","BASE","USD","0001845022","2025-09-04","2025-09-04 16:31:19","2026","Q2",44110000,98112000,142222000,42643000,42643000,0,0,0,27187000,212052000,17849000,0,0,0,0,0,20533000,38382000,0,250434000,4618000,4493000,125000,16605000,1053000,0,0,86689000,7970000,116935000,0,7131000,2359000,0,0,9490000,0,7131000,126425000,0,0,0,-606777000,730788000,-2000,0,124009000,124009000,0,250434000,98112000,8184000,-35926000
"2025-09-30","BASF.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1804100000,695300000,2499400000,30429100000,30428800000,300000,27950600000,0,3282800000,64161900000,9028900000,2100000,9900000,12000000,0,709300000,2813600000,12563800000,0,76725700000,33497400000,33497400000,0,0,0,516500000,0,0,2940000000,36953900000,0,944300000,0,0,950400000,1894700000,0,1460800000,38848600000,0,0,432900000,0,0,0,37444200000,37877100000,37877100000,0,76725700000,229100000,1460800000,-440300000
"2025-09-30","BASF.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1804100000,695300000,2499400000,30429100000,30428800000,300000,27950600000,0,3282800000,64161900000,9028900000,2100000,9900000,12000000,0,709300000,2813600000,12563800000,0,76725700000,33497400000,33497400000,0,0,0,516500000,0,0,2940000000,36953900000,0,944300000,0,0,950400000,1894700000,0,1460800000,38848600000,0,0,432900000,0,0,0,37444200000,37877100000,37877100000,0,76725700000,229100000,1460800000,-440300000
"2025-09-30","BASML.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",18377000,363377000,381754000,1394355000,1390820000,3535000,2337198000,0,538592000,4651899000,5249935000,0,6883000,6883000,0,0,194567000,5451385000,0,10103284000,515435000,515435000,0,0,3318291000,3597000,0,0,253360000,4090683000,1161682000,7050000,0,159057000,0,1327789000,0,10647000,5418472000,0,0,399607000,0,0,0,4285205000,4684812000,4684812000,0,10103284000,179493000,4490620000,4432937000
"2025-09-30","BASML.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",18377000,363377000,381754000,1394355000,1390820000,3535000,2337198000,0,538592000,4651899000,5249935000,0,6883000,6883000,0,0,194567000,5451385000,0,10103284000,515435000,515435000,0,0,3318291000,3597000,0,0,253360000,4090683000,1161682000,7050000,0,159057000,0,1327789000,0,10647000,5418472000,0,0,399607000,0,0,0,4285205000,4684812000,4684812000,0,10103284000,179493000,4490620000,4432937000
"2025-09-30","BAT.JO","ZAR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1000000,0,1000000,4000000,4000000,0,0,0,0,5000000,0,0,0,0,0,0,15145000000,15145000000,0,15150000000,76000000,76000000,0,0,0,0,0,0,0,76000000,2693000000,0,0,0,0,2693000000,0,0,2769000000,0,0,13630000000,0,0,0,-1249000000,12381000000,12381000000,0,15150000000,0,2693000000,2692000000
"2025-09-30","BATAINDIA.BO","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",5434660000,230240000,5664900000,1625740000,1625740000,0,7812180000,0,1737370000,16840190000,14495360000,0,2391820000,2391820000,1147750000,1493270000,544330000,20072530000,0,36912720000,3804950000,3804950000,0,0,3445890000,0,0,0,2169780000,9420620000,0,10335570000,0,0,1910110000,12245680000,0,10335570000,21666300000,0,0,642640000,0,0,0,14603780000,15246420000,15246420000,0,36912720000,1377990000,13781460000,8346800000
"2025-09-30","BATAINDIA.NS","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",5434660000,230240000,5664900000,1625740000,1625740000,0,7812180000,0,1737370000,16840190000,14495360000,0,2391820000,2391820000,1147750000,1493270000,544330000,20072530000,0,36912720000,3804950000,3804950000,0,0,3445890000,0,0,0,2169780000,9420620000,0,10335570000,0,0,1910110000,12245680000,0,10335570000,21666300000,0,0,642640000,0,0,0,14603780000,15246420000,15246420000,0,36912720000,1377990000,13781460000,8346800000
"2025-09-30","BATLIBOI.BO","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",62347000,217323000,279670000,861215000,861215000,0,537523000,0,169130000,1847538000,2176528000,0,3236000,3236000,137353000,0,253764000,2570881000,0,4418419000,654034000,637685000,16349000,0,291194000,0,0,0,328268000,1273496000,568676000,47695000,0,155537000,110688999,882596999,0,47695000,2156093000,0,0,234959000,0,0,0,2021915000,2256874000,2262326000,5452000,4418419000,354676000,907565000,845218000
"2025-09-30","BAYERCROP.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",6579000000,585000000,7164000000,17663000000,17663000000,0,16607000000,0,2563000000,43997000000,4211000000,0,1479000000,1479000000,292000000,108000000,1823000000,7913000000,0,51910000000,5841000000,5431000000,410000000,0,0,453000000,410000000,0,12878000000,19172000000,0,567000000,0,0,936000000,1503000000,0,1020000000,20675000000,0,0,449000000,0,0,0,30786000000,31235000000,31235000000,0,51910000000,702000000,1020000000,-5559000000
"2025-09-30","BAYERCROP.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",6579000000,585000000,7164000000,17663000000,17663000000,0,16607000000,0,2563000000,43997000000,4211000000,0,1479000000,1479000000,292000000,108000000,1823000000,7913000000,0,51910000000,5841000000,5431000000,410000000,0,0,453000000,410000000,0,12878000000,19172000000,0,567000000,0,0,936000000,1503000000,0,1020000000,20675000000,0,0,449000000,0,0,0,30786000000,31235000000,31235000000,0,51910000000,702000000,1020000000,-5559000000
"2025-08-31","BB","USD","0001070235","2025-09-25","2025-09-25 16:20:22","2026","Q2",290600000,14100000,304700000,176300000,125000000,51300000,0,0,26200000,507200000,32300000,478500000,42000000,520500000,58800000,0,65300000,676900000,0,1184100000,17800000,4000000,13800000,0,13084556,13100000,13800000,128500000,57715444,230200000,195900000,25000000,6700000,0,1200000,228800000,0,38100000,459000000,0,0,2951300000,-2214200000,0,-12000000,0,725100000,725100000,0,1184100000,72900000,234000000,-265600000
"2025-08-31","BB.SW","USD","0001070235","2025-08-31","2025-08-31 00:00:00","2026","Q2",276400000,14100000,290500000,176300000,125000000,51300000,0,0,40400000,507200000,32300000,478500000,42000000,520500000,58800000,0,65300000,676900000,0,1184100000,17800000,4000000,13800000,54000000,0,13100000,13800000,128500000,16800000,230200000,195900000,25000000,6700000,0,1200000,228800000,0,38100000,459000000,0,0,2951300000,-2214200000,0,-12000000,0,725100000,725100000,0,1184100000,72900000,234000000,-42400000
"2025-08-31","BB.TO","USD","0001070235","2025-09-25","2025-09-25 16:20:22","2026","Q2",290600000,14100000,304700000,173700000,125000000,51300000,0,0,0,478400000,32300000,478500000,42000000,520500000,58800000,0,0,611600000,0,1184100000,4000000,4000000,0,0,25000000,13100000,13800000,128500000,59600000,230200000,195900000,25000000,0,0,7900000,228800000,0,38100000,459000000,0,0,2951300000,-2214200000,0,-12000000,0,725100000,725100000,0,1184100000,72900000,25000000,-265600000
"2025-09-30","BBL.BO","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",2782300000,375700000,3158000000,3763400000,3763400000,0,4516100000,0,420400000,11857900000,1764900000,0,10100000,10100000,17302400000,0,155800000,19233200000,0,31091100000,2932100000,2918500000,13600000,0,1866100000,0,0,0,2346400000,7144600000,0,45300000,0,1748100000,201700000,1995100000,0,45300000,9139700000,0,0,56500000,0,0,0,21894900000,21951400000,21951400000,0,31091100000,17678100000,1911400000,-870900000
"2025-09-30","BBL.NS","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",2782300000,375700000,3158000000,3763400000,3763400000,0,4516100000,0,420400000,11857900000,1764900000,0,10100000,10100000,17302400000,0,155800000,19233200000,0,31091100000,2932100000,2918500000,13600000,0,1866100000,0,0,0,2346400000,7144600000,0,45300000,0,1748100000,201700000,1995100000,0,45300000,9139700000,0,0,56500000,0,0,0,21894900000,21951400000,21951400000,0,31091100000,17678100000,1911400000,-870900000
"2025-09-30","BBOX.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",2748700000,5336300000,8085000000,9119100000,6743200000,2375900000,3876800000,0,4269900000,25350800000,3891400000,3579900000,730700000,4310600000,0,383800000,1455600000,10041400000,0,35392200000,6150500000,5825400000,325100000,0,162400000,579400000,325100000,0,7578000000,14470300000,7167700000,2474100000,361400000,0,1869700000,11872900000,0,3053500000,26343200000,0,0,340100000,0,0,0,8708900000,9049000000,9049000000,0,35392200000,535300000,10383600000,7634900000
"2025-09-30","BBOX.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",2748700000,5336300000,8085000000,9119100000,6743200000,2375900000,3876800000,0,4269900000,25350800000,3891400000,3579900000,730700000,4310600000,0,383800000,1455600000,10041400000,0,35392200000,6150500000,5825400000,325100000,0,162400000,579400000,325100000,0,7578000000,14470300000,7167700000,2474100000,361400000,0,1869700000,11872900000,0,3053500000,26343200000,0,0,340100000,0,0,0,8708900000,9049000000,9049000000,0,35392200000,535300000,10383600000,7634900000
"2025-09-30","BBRYF","GBP","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",607578400,0,607578400,506763400,170713400,336050000,453000000,45000000,174100000,1786441800,1154000000,115000000,105000000,220000000,1344200,254000000,622190800,2251535000,0,4037976800,228514000,161304000,67210000,0,28000000,204000000,112000000,0,491179600,951693600,694951400,1071327400,64521600,1344200,48391200,1880535800,0,1275327400,2832229400,0,0,0,599513200,310510200,289003000,0,1199026400,1205747400,6721000,4037976800,1344200,1546000000,1470554800
"2025-09-30","BBTC.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",7558000000,16563800000,24121800000,6266000000,5653500000,612500000,22650300000,0,2328200000,55366300000,29099600000,10168900000,73300000,10242200000,46027100000,460500000,739000000,86568400000,0,141934700000,21765400000,19263500000,2501900000,0,18109400000,68800000,2501900000,0,12776800000,52720400000,6169800000,288300000,0,27800000,1414600000,7900500000,0,357100000,60620900000,0,0,139500000,0,0,0,62439100000,62578600000,81313800000,18735200000,141934700000,52364500000,24636300000,17078300000
"2025-09-30","BBTC.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",7558000000,16563800000,24121800000,6266000000,5653500000,612500000,22650300000,0,2328200000,55366300000,29099600000,10168900000,73300000,10242200000,46027100000,460500000,739000000,86568400000,0,141934700000,21765400000,19263500000,2501900000,0,18109400000,68800000,2501900000,0,12776800000,52720400000,6169800000,288300000,0,27800000,1414600000,7900500000,0,357100000,60620900000,0,0,139500000,0,0,0,62439100000,62578600000,81313800000,18735200000,141934700000,52364500000,24636300000,17078300000
"2025-09-30","BBTCL.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",2668000,21955000,24623000,806334000,806334000,0,731815000,0,135206000,1697978000,2215110000,0,4701000,4701000,54306000,14188000,23221000,2311526000,-2000,4009502000,247713000,247713000,0,0,984030000,22660000,0,0,266193000,1520596000,1200024000,112744000,0,0,10981000,1323749000,0,135404000,2844345000,0,0,205112000,0,0,0,975234000,1180346000,1165157000,-15189000,4009502000,54306000,2319458000,2316790000
"2025-09-30","BBTCL.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",2668000,21955000,24623000,806334000,806334000,0,731815000,0,135206000,1697978000,2215110000,0,4701000,4701000,54306000,14188000,23221000,2311526000,-2000,4009502000,247713000,247713000,0,0,984030000,22660000,0,0,266193000,1520596000,1200024000,112744000,0,0,10981000,1323749000,0,135404000,2844345000,0,0,205112000,0,0,0,975234000,1180346000,1165157000,-15189000,4009502000,54306000,2319458000,2316790000
"2025-08-02","BBY","USD","0000764478","2025-09-05","2025-09-05 16:58:38","2026","Q2",1713000000,163000000,1876000000,917000000,917000000,0,5816000000,0,268000000,8877000000,4862000000,908000000,64000000,972000000,40000000,0,502000000,6376000000,0,15253000000,5682000000,5682000000,0,448000000,620000000,0,0,1119000000,684000000,8553000000,1161000000,2292000000,0,0,528000000,3984000000,0,2292000000,12537000000,0,0,22000000,2381000000,0,313000000,0,2716000000,2716000000,0,15253000000,203000000,4076000000,2363000000
"2025-09-30","BCCFUBA.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",192000,63089000,63281000,171331000,171331000,0,108529000,0,12727000,355868000,216199000,0,705000,705000,3113000,7000,1914000,221938000,0,577806000,147807000,147807000,0,0,128527000,0,0,0,14914000,291248000,19155000,0,0,0,8165000,27320000,0,0,318568000,0,0,153101000,0,0,0,106137000,259238000,259238000,0,577806000,60619000,147682000,147490000
"2025-09-30","BCG.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",12276244000,13111000,12289355000,69512904000,44718529000,24794375000,0,0,5222855000,87025114000,3067371000,0,11312700000,11312700000,7360658000,228804000,367795000,22337328000,0,109362442000,7267704000,7267704000,0,0,0,0,0,0,7582684000,14850388000,0,0,0,32595000,118846000,151441000,0,0,15001829000,0,0,4037044000,0,0,0,90323569000,94360613000,94360613000,0,109362442000,7360658000,0,-12276244000
"2025-09-30","BCG.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",12276244000,13111000,12289355000,69512904000,44718529000,24794375000,0,0,5222855000,87025114000,3067371000,0,11312700000,11312700000,7360658000,228804000,367795000,22337328000,0,109362442000,7267704000,7267704000,0,0,0,0,0,0,7582684000,14850388000,0,0,0,32595000,118846000,151441000,0,0,15001829000,0,0,4037044000,0,0,0,90323569000,94360613000,94360613000,0,109362442000,7360658000,0,-12276244000
"2025-09-30","BCKIF","GBP","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",704800000,1100000,705900000,675900000,308300000,367600000,179700000,115000000,161000000,1837500000,826300000,778500000,137900000,916400000,132806960,76900000,71993040,2024400000,0,3861900000,452000000,279100000,172900000,0,299500000,49600000,155500000,0,1428900000,2230000000,473700000,247400000,0,6600000,163600000,891300000,0,297000000,3121300000,0,0,303400000,-1173400000,903600000,0,690400000,724000000,740600000,16600000,3861900000,132806960,1070200000,365400000
"2025-09-30","BCKIY","GBP","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",704800000,1100000,705900000,675900000,308300000,367600000,179700000,115000000,161000000,1837500000,826300000,778500000,137900000,916400000,133009500,76900000,71790500,2024400000,0,3861900000,452000000,279100000,172900000,0,299500000,49600000,155500000,0,1428900000,2230000000,473700000,247400000,0,6600000,163600000,891300000,0,297000000,3121300000,0,0,303400000,-1173400000,903600000,0,690400000,724000000,740600000,16600000,3861900000,133009500,1070200000,365400000
"2025-10-31","BCKMF","CAD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q2",288301,2765475,3169598,697,351,346,0,293305,510000,3973600,0,0,0,0,2323159,0,32950000,35273159,0,27998637,754601,743871,10730,0,0,0,10730,0,0,754601,0,0,0,5260158,0,5260158,0,0,6014759,0,0,1118071,20879375,0,1710262,0,23707708,23707708,0,27998637,5088634,0,-288301
"2025-09-30","BCLENTERPR.BO","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1035000,622000,1657000,0,0,0,10170000,0,111381000,123208000,1672000,0,0,0,0,0,22322000,23994000,0,147202000,401000,0,401000,0,0,0,401000,0,0,401000,7500000,0,0,0,1681000,9181000,0,0,9582000,0,0,116600000,0,0,0,21020000,137620000,137620000,0,147202000,21590000,7500000,6465000
"2025-09-30","BCLIND.NS","INR","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q2",1424248000,388141000,1676238000,1298185000,1298185000,0,3820878000,0,1488196000,8283497000,7662372000,19786000,5023000,24809000,0,0,858893000,8546074000,0,16829571000,712837000,703676000,9161000,0,4196199000,127000,9161000,0,186673000,5095836000,2416057000,10335000,0,344091000,71141000,2841624000,0,10462000,7937460000,0,0,295163000,0,0,0,8244179000,8539342000,8892111000,352769000,16829571000,478719000,6622718000,5198470000
"2025-09-30","BCONCEPTS.BO","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",94937000,0,94937000,1019475000,1019475000,0,1053223000,0,71274000,2238909000,915930000,0,1055000,1055000,61771000,51195000,0,1029951000,0,3268860000,357040000,357040000,0,0,1312601000,0,0,0,257723000,1927364000,231546000,295559000,0,0,44261000,571366000,0,295559000,2498730000,0,0,124819000,0,0,0,645310000,770129000,770129000,0,3268859000,61771000,1839706000,1744769000
"2025-09-30","BCONCEPTS.NS","INR","0000000000","2025-09-30","2025-09-29 20:00:00","2026","Q2",94937000,0,94937000,1019475000,1019475000,0,1053223000,0,71274000,2238909000,915930000,0,1055000,1055000,61771000,51195000,0,1029951000,0,3268860000,357040000,357040000,0,0,1312601000,0,0,0,257723000,1927364000,231546000,295559000,0,0,44261000,571366000,0,295559000,2498730000,0,0,124819000,0,0,0,645310000,770129000,770129000,0,3268859000,61771000,1839706000,1744769000
