"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","netIncome","depreciationAndAmortization","deferredIncomeTax","stockBasedCompensation","changeInWorkingCapital","accountsReceivables","inventory","accountsPayables","otherWorkingCapital","otherNonCashItems","netCashProvidedByOperatingActivities","investmentsInPropertyPlantAndEquipment","acquisitionsNet","purchasesOfInvestments","salesMaturitiesOfInvestments","otherInvestingActivities","netCashProvidedByInvestingActivities","netDebtIssuance","longTermNetDebtIssuance","shortTermNetDebtIssuance","netStockIssuance","netCommonStockIssuance","commonStockIssuance","commonStockRepurchased","netPreferredStockIssuance","netDividendsPaid","commonDividendsPaid","preferredDividendsPaid","otherFinancingActivities","netCashProvidedByFinancingActivities","effectOfForexChangesOnCash","netChangeInCash","cashAtEndOfPeriod","cashAtBeginningOfPeriod","operatingCashFlow","capitalExpenditure","freeCashFlow","incomeTaxesPaid","interestPaid"
"2025-11-30","8227.T","JPY","0000000000","2025-11-30","2025-11-29 19:00:00","2026","Q3",12246000000,1788000000,0,0,-2312000000,-11450000000,-22845000000,27388000000,4595000000,-3830000000,7892000000,-8812000000,0,-144999000000,130200000000,173000000,-23438000000,0,0,0,-4000000,-4000000,0,-4000000,0,-7331000000,-7331000000,0,-1000000,-7336000000,15000000,-22867000000,138992000000,161859000000,7892000000,-8458000000,-566000000,0,0
"2025-10-31","AAB.TO","CAD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",738006,0,0,0,-316794,0,0,-321114,4320,-1183462,-762250,0,0,-151612,874095,0,722483,0,0,0,270,270,270,0,0,0,0,0,15000,15270,0,-24497,132452,156949,-762250,0,-762250,0,0
"2025-10-31","AABVF","USD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",526493,0,0,0,-226000,0,0,-229082,3081,-844282,-543789,0,0,-108160,623579,0,515419,0,0,0,192.618,192.618,192.618,0,0,0,0,0,10700,10893,-1313,-18790,94491,113281,-543789,0,-543789,0,0
"2025-10-31","ADSK","USD","0000769397","2025-11-26","2025-11-26 16:03:09","2026","Q3",343000000,50000000,118000000,186000000,-432000000,-274000000,0,78000000,-236000000,174000000,439000000,-9000000,0,-313000000,230000000,-17000000,-109000000,0,0,0,-297000000,-297000000,62000000,-359000000,0,0,0,0,-48000000,-345000000,1000000,-14000000,1989000000,2003000000,439000000,-9000000,430000000,0,0
"2025-10-31","AGX","USD","0000100591","2025-12-04","2025-12-04 16:21:40","2026","Q3",30737000,-1646000,4954000,1860000,-5289000,4085000,0,11877000,-15848000,141877000,172493000,-583000,0,-85034000,30000000,18481000,-37136000,0,0,0,0,7048000,0,0,0,-7053000,0,0,-471000,-7524000,611000,128444000,306294000,177850000,172493000,-583000,171910000,0,0
"2025-10-31","AIR.V","CAD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",-306303,2878,0,0,-71381,-67993,0,0,-3388,-35691,-410497,-425827,0,0,0,0,-425827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-836324,1643422,2479746,-410497,-3,-410500,0,0
"2025-10-31","ALOT","USD","0000008146","2025-11-06","2025-11-06 16:48:09","2026","Q3",377000,855000,-22000,754000,0,-1822000,3354000,659000,0,1457000,3421000,-86000,0,0,0,100000,14000,0,0,0,0,0,0,0,0,0,0,0,-3764000,-3764000,80000,-249000,3606000,3855000,3421000,-86000,3335000,0,0
"2025-10-31","AMBA","USD","0001280263","2025-12-04","2025-12-04 14:30:54","2026","Q3",-15107000,6514000,68000,25741000,-196000,669000,-5374000,8749000,-4240000,17294000,34314000,4565000,0,-18589000,16487000,-7467000,-5004000,0,0,0,3893000,3893000,4893000,-1000000,0,0,0,0,-1885000,2008000,0,31318000,174499000,143181000,34314000,0,34314000,544000,0
"2025-11-29","APOG","USD","0000006845","2026-01-07","2026-01-07 13:08:15","2026","Q3",16549000,12513000,-452000,3797000,41036000,8117000,-107000,-1298000,30040000,-44101000,29342000,-6488000,0,-350000,400000,1547000,-4891000,0,0,0,0,0,0,0,0,-5524000,0,0,-17255000,-22779000,117000,1789000,41315000,39526000,29342000,-6488000,22854000,0,0
"2025-10-31","ASAN","USD","0001477720","2025-12-02","2025-12-02 16:24:14","2026","Q3",-68433000,0,0,0,0,0,0,0,0,84605000,16172000,-669000,0,0,0,9945000,9276000,0,0,0,0,0,0,0,0,0,0,0,-26007000,-26007000,0,0,0,0,16172000,-669000,15503000,0,0
"2025-10-31","AUD.DE","USD","0000769397","2025-11-26","2025-11-26 16:03:09","2026","Q3",343000000,50000000,118000000,186000000,-432000000,-274000000,0,78000000,-236000000,174000000,439000000,-9000000,0,-313000000,230000000,-17000000,-109000000,0,0,0,-297000000,-297000000,62000000,-359000000,0,0,0,0,-48000000,-345000000,1000000,-14000000,1989000000,2003000000,439000000,-9000000,430000000,0,0
"2025-11-30","BB","USD","0001070235","2025-12-19","2025-12-19 16:20:39","2026","Q3",13700000,4000000,0,6100000,-4259523,-24093799,0,9304788,10529488,-1357700,18182777,2148083,0,21700000,14300000,-59943974,-21795891,0,0,0,-2737131,-2737131,1295553,-4032684,0,0,0,0,0,-2737131,-303537,-6653782,284300000,290600000,18182777,-898453,17284324,0,0
"2025-11-30","BB.TO","CAD","0001070235","2025-11-30","2025-11-29 19:00:00","2026","Q3",19112277,3348136,0,0,-5957374,-33697622,0,13013689,14726557,8927418,25430457,-3211145,0,-47397958,20125339,0,-30483764,0,0,0,-3828156,-3828156,1811962,-5640118,0,0,0,0,0,-3828156,6209798,-2671665,376811715,379483380,25430457,-1256577,24173880,0,0
"2025-11-01","BBY","USD","0000764478","2025-12-05","2025-12-05 16:57:48","2026","Q3",140000000,206000000,-8000000,31000000,-657000000,-100000000,-2186000000,1622000000,7000000,189000000,-99000000,-188000000,0,0,0,2000000,-186000000,-10000000,-10000000,0,-35000000,-35000000,0,-35000000,0,-199000000,-199000000,0,10000000,-234000000,-271000000,-790000000,923000000,1713000000,-99000000,-188000000,-287000000,0,0
"2025-10-31","BELMF","USD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",-45579,516.5016,0,0,-165911,23247,0,0,-189159,0,-210975,-61515,0,0,0,0,-61515,0,0,0,0,0,0,0,0,0,0,0,0,0,-10318,-282808,606857,889665,-210975,0,-210973,0,0
"2025-10-31","BETR.CN","CAD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",-409014,0,0,0,340972,-2382,0,0,343354,56175,-11867,0,0,0,0,0,0,-1762,0,-1762,0,0,0,0,0,0,0,0,0,-1762,-572,-14201,7962,22163,-11867,-3,-11870,0,0
"2025-10-31","BETRF","USD","0001464165","2025-10-31","2025-10-30 20:00:00","2026","Q3",-291790,0,0,0,243249,-1699,0,0,244948,40076,-8465,0,0,0,0,0,0,-1257,0,-1257,0,0,0,0,0,0,0,0,0,-1257,-592,-10315,5680,15996,-8465,0,-8468,0,0
"2025-10-31","BKM.V","CAD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",-66844,11173,0,0,5443,-1521,0,-27701,34665,1830,-48398,-15195,0,0,0,0,-15195,-11655,-11655,0,0,0,0,0,0,0,0,0,0,-11655,0,-75248,142929,218177,-48398,0,-48398,0,0
"2025-10-31","BOX","USD","0001372612","2025-12-03","2025-12-03 16:07:08","2026","Q3",12065000,8983000,10118000,59308000,-33688000,-17668000,0,-7081000,-8939000,16258000,73044000,-11696000,7000,-29823000,34200000,0,-7312000,0,0,0,-66339000,-66339000,10514000,-76853000,0,-3750000,-3750000,0,-19745000,-89834000,-633000,-24735000,634818000,659553000,73044000,-1733000,71311000,0,0
"2025-10-31","BRZE","USD","0001676238","2025-12-10","2025-12-09 17:42:30","2026","Q3",-35800000,10313000,0,37828000,2564000,-2050000,0,2514000,0,6062000,20967000,-1942000,-689000,-36804000,34959000,-1255000,-5731000,0,0,0,0,-8083000,-8083000,0,0,0,0,0,1082000,1082000,-207000,16111000,101811000,85700000,20967000,-1942000,19025000,0,0
"2025-10-31","CGNT","USD","0001824814","2025-12-09","2025-12-09 07:07:13","2026","Q3",-3381000,3146000,14000,5543000,1744000,1861000,631000,0,-748000,17906000,24972000,-2195000,0,0,-14000,562000,-1647000,-77000,-77000,0,-1268000,-1268000,0,-1268000,0,0,0,0,0,-1345000,19000,21999000,106586000,84587000,24972000,-2195000,22777000,0,0
"2025-10-31","CHPT","USD","0001777393","2025-12-05","2025-12-05 16:21:40","2026","Q3",-52479000,6715000,0,15455000,-21020000,-1301000,2914000,-11798000,-11751000,28841000,-22488000,-1062000,0,0,0,0,-1062000,0,0,0,799000,799000,799000,0,0,0,0,0,9202000,10001000,-60000,-13609000,180914000,194523000,-22488000,-1062000,-23550000,0,0
"2025-10-31","CLRMF","USD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",-218516,2053,0,0,-50923,-48506,0,0,-2416,-25462,-292848,-303784,0,0,0,0,-303784,0,0,0,0,0,0,0,0,0,0,0,0,0,-20757,-617389,1172417,1789806,-292848,0,-292850,0,0
"2025-10-31","CNOBF","USD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",-454212,51.3648,0,0,21707,-3161,0,0,24868,2101,-430352,0,0,0,0,0,0,0,0,0,1629892,1629892,1629892,0,0,0,0,0,-28536,1601356,-7794,1163210,1835461,672251,-430352,0,-430351,0,0
"2025-10-31","CONXF","USD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",645476,0,408943,56716,20849,72191,0,0,-51342,-998564,133420,0,1367975,0,0,0,1367975,-10083,-10083,0,-25494,-25494,0,-25494,0,0,0,0,-1946,-37523,0,1463872,9482181,8018309,1491095,-3.5369070970918983,1491091,0,88990
"2025-10-31","CRM","USD","0001108524","2025-12-04","2025-12-03 18:47:15","2026","Q3",2086000000,851000000,0,819000000,-1725000000,123000000,0,0,-1848000000,285000000,2316000000,-139000000,-978000000,-1489000000,3125000000,0,519000000,-160000000,-160000000,0,-3801000000,-3801000000,0,-3801000000,0,-395000000,-395000000,0,112000000,-4244000000,22000000,-1387000000,8978000000,10365000000,2316000000,-139000000,2177000000,0,0
"2025-10-31","CRM.BA","USD","0001108524","2025-10-31","2025-10-31 00:00:00","2026","Q3",2086000000,851000000,0,819000000,-1725000000,123000000,0,0,-1848000000,285000000,2316000000,-139000000,-978000000,-1489000000,3125000000,0,519000000,-160000000,-160000000,0,-3801000000,-3801000000,0,-3801000000,0,-395000000,-395000000,0,112000000,-4244000000,22000000,-1387000000,8978000000,10365000000,2316000000,-139000000,2177000000,133000000,28000000
"2025-10-31","CRM.NE","USD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",2086000000,851000000,0,819000000,-1725000000,123000000,0,0,-1848000000,1215425567,3246425567,-139000000,-978000000,-1489000000,3125000000,0,519000000,-224278104,-224278104,0,-4992991309,-4992991309,335015419,-5328006728,0,-553686571,-553686571,0,-178020747,-5948976731,493207039,-1481842023,10089711241,11571553264,3246425567,-194841603,3051583964,133000000,28000000
"2025-10-31","CRWD","USD","0001535527","2025-12-03","2025-12-02 21:47:01","2026","Q3",-33997000,48788000,-3042000,281971000,-39890000,-125812000,0,3683000,82239000,143711000,397541000,-100165000,-376414000,-8850000,349000,-1314000,-486394000,0,0,0,273000,273000,273000,0,0,0,0,0,0,273000,-82773000,-171353000,4801083000,4972436000,397541000,-83395000,314146000,0,0
"2025-10-31","CRYBF","USD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",-346840,102997,0,0,-683340,-5176,0,0,-678163,118995,-808188,-35516,0,0,0,0,-35516,-606644,-284128,-322515,-238612,-238612,-238612,0,0,0,0,0,1775803,930547,-5408,81435,323641,242206,-808188,0,-808189,0,0
"2025-10-31","CXM","USD","0001569345","2025-12-04","2025-12-04 16:06:36","2026","Q3",2904000,4778000,4815000,20381000,-7579000,52445000,0,-5769000,-54255000,-5338000,19961000,-185000,0,-94250000,153347000,-4257000,54655000,-6185000,0,-6185000,-10473000,-10473000,945000,-11418000,0,0,0,0,6185000,-10473000,83000,64226000,198057000,133831000,19961000,-185000,19776000,0,0
"2025-09-30","CXXI.CN","USD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q3",-481672,603273,0,50449,-260220,111857,-481665,-25464,135052,571170,483000,-9900,0,0,0,25000,15100,-318893,-318893,0,-4145,-4145,0,-4145,0,0,0,0,-44130,-367168,9632,140564,2795772,2655208,483000,-9900,473100,500000,52630
"2025-09-30","CXXIF","USD","0000831609","2025-11-12","2025-11-12 06:24:30","2026","Q3",-481672,603273,0,50449,-258844,111120,-477468,-26191,133695,569794,483000,-9900,0,0,0,25000,15100,-323713,-323713,0,-32145,-32145,0,-32145,0,0,0,0,-11310,-367168,9632,140564,2795772,2655208,483000,-9900,473100,500000,52630
"2025-09-30","DBKSF","USD","0000000000","2025-09-30","2025-09-30 00:00:00","2026","Q3",-2102205,-1000,0,798402,-56636,0,0,0,-56636,754519,-606920,-603220,0,0,0,0,-603220,-28000,0,-28000,-263118,-263118,-263118,0,0,0,0,0,-16367,-307485,-2434,-1520136,545864,2066000,-606920,-603220,-1210140,0,0
"2025-09-30","DC","USD","0001852353","2025-11-13","2025-11-13 13:07:34","2026","Q3",-10492837,46572,0,1009078,-344744,0,0,11174,-344744,-117011,-9898942,-280386,0,0,0,0,-280386,0,0,0,0,992865,992865,0,0,0,0,0,995252,995252,235114,-8948962,33022053,41971015,-9776267,-110891,-9887158,0,0
"2025-09-30","DC-WT","USD","0001852353","2025-11-13","2025-11-13 13:07:34","2026","Q3",-10492837,46572,0,1009078,-344744,0,0,11174,-344744,-117011,-9898942,-280386,0,0,0,0,-280386,0,0,0,0,992865,992865,0,0,0,0,0,995252,995252,235114,-8948962,33022053,41971015,-9776267,-110891,-9887158,0,0
"2025-10-31","DELL","USD","0001571996","2025-12-09","2025-12-09 16:07:24","2026","Q3",1548000000,756000000,112000000,165000000,-1457000000,2175000000,206000000,-3696000000,-142000000,48000000,1172000000,-669000000,0,-46000000,71000000,27000000,-617000000,2525000000,2525000000,0,-1265000000,-1265000000,4000000,-1269000000,0,-351000000,-351000000,0,-52000000,857000000,30000000,1442000000,9733000000,8291000000,1172000000,-669000000,503000000,0,0
"2025-10-31","DLMAF","CAD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",321724000,130842000,-11113000,3712000,-18885838,-3898017,-59102336,10994207,33120308,-68168771,358110391,-62744000,-25470000,0,0,-17839330,-106053330,-311520000,-329852000,18332000,-352522329,-352522329,426000,-494570000,0,-20921881,-20921881,0,89255949,-595708261,-5752116,-349403316,146618681,496021997,358110391,-48975623,309134768,96616000,26202000
"2025-10-31","DOCU","USD","0001261333","2025-12-05","2025-12-05 16:57:27","2026","Q3",83725000,30399000,-2347000,160642000,-40705000,707000,0,12477000,-53889000,58560000,290274000,-27374000,0,-109860000,99486000,0,-37748000,-15419000,0,-15419000,-196207000,-196207000,18850000,-215057000,0,0,0,0,-58835000,-270461000,1940000,-15995000,600291000,616286000,290274000,-27374000,262900000,0,0
"2025-10-31","DOL.TO","CAD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",321724000,130842000,-11113000,3712000,-26473000,-5463000,-82846000,15410000,46426000,83285000,501977000,-62744000,-25470000,0,0,-60445000,-148659000,-231704000,-250036000,18332000,-494144000,-494144000,426000,-494570000,0,-29327000,-29327000,0,-79852000,-835027000,0,-481709000,205521000,687230000,501977000,-68949000,364690000,96616000,26202000
"2025-10-31","DOMO","USD","0001505952","2025-12-09","2025-12-08 19:43:27","2026","Q3",-10388000,2636000,0,0,-7936000,-4942000,0,4796000,-7790000,19072000,3384000,-2292000,0,0,0,0,-2292000,329000,0,329000,-475000,-475000,653000,-1128000,0,0,0,0,0,-146000,-215000,731000,47874000,47143000,3384000,-2292000,1092000,0,0
"2025-10-31","DSG.TO","USD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",43899000,22172000,3591000,5941000,-2248000,-6882000,0,-21000,4655000,5000,73360000,-1196000,-37016000,0,0,0,-38212000,0,0,0,2957000,2957000,2957000,0,0,0,0,0,0,2957000,53000,38158000,278790000,240632000,73360000,-1196000,72164000,19417000,0
"2025-10-25","DY","USD","0000067215","2025-11-20","2025-11-20 08:50:52","2026","Q3",106366000,62159000,17404000,7986000,17577000,-41912000,4566000,31112000,23811000,8535000,220027000,-55215000,-10900000,0,0,18525000,-47590000,-90000000,-90000000,0,0,32097000,0,2009000,0,0,0,0,-788000,-90788000,0,81649000,111813000,30164000,220027000,-55215000,164812000,1938000,18589000
"2025-11-30","EBF","USD","0000033002","2026-01-07","2026-01-07 09:13:23","2026","Q3",10826000,4290000,0,583000,15372000,5903000,2012000,-6906000,0,-14637000,16434000,-719000,0,0,0,-3980000,-4699000,0,0,0,0,8553000,0,-5903000,0,-6434000,0,0,-5904000,-12338000,0,-603000,31283000,31886000,16434000,-719000,15715000,0,0
"2025-10-31","EREPF","USD","0000000000","2025-10-31","2025-10-30 20:00:00","2026","Q3",-60973,0,0,0,7375,0,0,0,7375,37637,-15960,-21090,0,0,0,0,-21090,14666,0,14666,0,0,0,0,0,0,0,0,0,14666,16698,-5686,92325,98011,-15960,0,-15958,0,0
"2025-10-31","ESSI","USD","0001490873","2025-12-09","2025-12-09 15:53:56","2026","Q3",-245859,0,0,0,0,0,0,70854,0,147373,-98486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97302,97302,0,-1184,1914,3098,-98486,0,-98486,0,0
"2025-10-31","FNAUF","CAD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",-56891,0,0,10465,55443,-1288,0,0,56731,6520,15537,-98751,0,0,0,-39673,-138424,-52767,0,-52767,140539,140539,140539,0,0,0,0,0,35262,123034,0,147,881.7624000000001,786.0075299999999,15537,-138424,-122887,0,0
"2025-10-31","FOO.DE","USD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",2086000000,851000000,0,819000000,-1725000000,123000000,0,0,-1848000000,285000000,2316000000,-139000000,-978000000,-1489000000,3125000000,0,519000000,-160000000,-160000000,0,-3801000000,-3801000000,0,-3801000000,0,-395000000,-395000000,0,112000000,-4244000000,22000000,-1387000000,8978000000,10365000000,2316000000,-139000000,2177000000,133000000,28000000
"2025-10-31","FOO.F","USD","0000000000","2025-10-31","2025-10-31 00:00:00","2026","Q3",2086000000,851000000,0,819000000,-1725000000,123000000,0,0,-1848000000,285000000,2316000000,-139000000,-978000000,-1489000000,3125000000,0,519000000,-160000000,-160000000,0,-3801000000,-3801000000,0,-3801000000,0,-395000000,-395000000,0,112000000,-4244000000,22000000,-1387000000,8978000000,10365000000,2316000000,-139000000,2177000000,133000000,28000000
"2025-11-01","GCO","USD","0000018498","2025-12-11","2025-12-11 10:42:06","2026","Q3",5356000,13361000,149000,3168000,8985000,-1867000,-58290000,21282000,0,-43923000,-12904000,-18605000,0,0,0,0,-18605000,0,0,0,0,13061000,0,13061000,0,0,0,0,17549000,17549000,5000,-13955000,27034000,40989000,-12904000,-18605000,-31509000,0,0
"2025-11-01","GES","USD","0000912463","2025-12-05","2025-12-05 16:46:27","2026","Q3",0,18916000,0,0,0,0,0,0,0,-58372000,-39456000,0,0,0,0,-25485000,-25485000,0,0,0,0,0,0,0,0,-32016000,0,0,62629000,30613000,-1063000,-35391000,155056000,190447000,-39456000,-60277000,-39456000,0,0
